"cID","SNP","PUBMEDID","Study","Disease_Trait","Initial_Sample_Size","Replication_Sample_Size","Region","Chr","Chr_pos","Reported_Gene","Mapped_gene","Upstream_gene_id","Downstream_gene_id","Strongest_SNP","SNPs","Snp_id_current","Context","Intergenic","Risk_Allele_Frequency","p_value","Pvalue_mog","p_value_text","OR_or_beta_text","OR_or_beta","CI_95","Platform","CNV","tID","Date_Added_to_Catalog","continuous_trait","GWS","tID","trait","match_available","jd_code","lab_available","lab_name","good_match"
8367,"rs10835187",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","11p14.1",11,27505677,"LIN7C","RPL37AP7",NULL,NULL,"rs10835187-T","rs10835187",10835187,NULL,0,0.55,5E-8,7.30103,"(LSBMD)",.03,0.03,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8368,"rs3736228",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","11q13.2",11,68201295,"LRP5","LRP5",NULL,NULL,"rs3736228-T","rs3736228",3736228,"missense",0,0.16,2E-26,25.699,"(LSBMD)",.08,0.08,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8369,"rs1864325",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","17q21.31",17,43977827,"MAPT","MAPT",NULL,NULL,"rs1864325-T","rs1864325",1864325,"intron",0,0.22,5E-11,10.301,"(LSBMD)",.04,0.04,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8370,"rs11623869",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","14q32.32",14,103883633,"MARK3","MARK3",NULL,NULL,"rs11623869-T","rs11623869",11623869,"intron",0,0.35,5E-16,15.301,"(FNBMD)",.04,0.04,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",399,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8371,"rs1373004",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","10q21.1",10,54427825,"MBL2","PRKRIRP3 - MBL2",399774,4153,"rs1373004-T","rs1373004",1373004,"Intergenic",1,0.13,2E-12,11.699,"(LSBMD)",.06,0.06,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8372,"rs1366594",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","5q14.3",5,88376061,"MEF2C","MEF2C - MIR3660",4208,100500825,"rs1366594-A","rs1366594",1366594,"Intergenic",1,0.54,4E-61,60.3979,"(FNBMD)",.08,0.08,"[NR] unit increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",399,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8373,"rs6532023",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","4q22.1",4,88773849,"MEPE","MEPE - SPP1",56955,6696,"rs6532023-T","rs6532023",6532023,"Intergenic",1,0.34,1E-27,27,"(LSBMD)",.06,0.06,"[NR] unit increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8374,"rs3905706",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","10p12.1",10,28479942,"MPP7","MPP7",NULL,NULL,"rs3905706-T","rs3905706",3905706,"intron",0,0.22,2E-16,15.699,"(LSBMD)",.05,0.05,"[NR] unit increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8375,"rs4985155",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","16p13.11",16,15129459,"NTAN1","PDXDC1",NULL,NULL,"rs4985155-A","rs4985155",4985155,"intron",0,0.67,2E-10,9.69897,"(FNBMD)",.03,0.03,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",399,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8376,"rs7584262",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","2p21",2,42250549,"PKDCC","C2orf91 - PKDCC",400950,91461,"rs7584262-T","rs7584262",7584262,"Intergenic",1,0.23,1E-9,9,"(FNBMD)",.04,0.04,"[NR] unit increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",399,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8379,"rs1286083",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","14q32.11",14,91442779,"RPS6KA5","RPS6KA5",NULL,NULL,"rs1286083-T","rs1286083",1286083,"intron",0,0.81,2E-15,14.699,"(FNBMD)",.05,0.05,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",399,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8380,"rs13204965",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","6q22.33",6,127167072,"RSPO3","RPS4XP9 - RSPO3",442257,84870,"rs13204965-A","rs13204965",13204965,"Intergenic",1,0.76,8E-12,11.0969,"(FNBMD)",.04,0.04,"[NR] unit increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",399,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8382,"rs1566045",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","16q12.1",16,51021803,"SALL1","CYLD - SOD1P2",1540,100652974,"rs1566045-T","rs1566045",1566045,"Intergenic",1,0.8,2E-22,21.699,"(FNBMD)",.06,0.06,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",399,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8384,"rs4727338",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","7q21.3",7,96120675,"SLC25A13","C7orf76",NULL,NULL,"rs4727338-C","rs4727338",4727338,"intron",0,0.67,8E-48,47.0969,"(FNBMD)",.08,0.08,"[NR] unit increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",399,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8385,"rs4790881",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","17p13.3",17,2068932,"SMG6","SMG6",NULL,NULL,"rs4790881-A","rs4790881",4790881,"intron",0,0.69,1E-18,18,"(FNBMD)",.05,0.05,"[NR] unit increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",399,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8386,"rs4792909",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","17q21.31",17,41798824,"SOST","WHSC1L2P - SOST",100128016,50964,"rs4792909-T","rs4792909",4792909,"Intergenic",1,0.37,2E-11,10.699,"(FNBMD)",.04,0.04,"[NR] unit increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",399,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8387,"rs7108738",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","11p15.2",11,15710084,"SOX6","INSC - SOX6",387755,55553,"rs7108738-T","rs7108738",7108738,"Intergenic",1,0.83,1E-32,32,"(FNBMD)",.08,0.08,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",399,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8388,"rs7217932",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","17q24.3",17,69949016,"SOX9","CALM2P1 - SOX9",100128390,6662,"rs7217932-A","rs7217932",7217932,"Intergenic",1,0.46,2E-11,10.699,"(FNBMD)",.03,0.03,"[NR] unit increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",399,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8389,"rs2016266",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","12q13.13",12,53727955,"SP7","SP7",NULL,NULL,"rs2016266-A","rs2016266",2016266,"intron",0,0.68,3E-20,19.5229,"(LSBMD)",.05,0.05,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8390,"rs4233949",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","2p16.2",2,54659707,"SPTBN1","C2orf73 - RPL23AP32",129852,56969,"rs4233949-C","rs4233949",4233949,"Intergenic",1,0.38,2E-18,17.699,"(LSBMD)",.05,0.05,"[NR] unit increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8391,"rs6959212",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","7p14.1",7,38128326,"STARD3NL","EPDR1 - STARD3NL",54749,83930,"rs6959212-T","rs6959212",6959212,"Intergenic",1,0.32,4E-38,37.3979,"(LSBMD)",.07,0.07,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8392,"rs11755164",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","6p21.1",6,44639184,"SUPT3H","MIR4642 - NUDT19P4",100616352,100422452,"rs11755164-T","rs11755164",11755164,"Intergenic",1,0.4,6E-11,10.2218,"(LSBMD)",.04,0.04,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8393,"rs884205",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","18q21.33",18,60054857,"TNFRSF11A","TNFRSF11A",NULL,NULL,"rs884205-A","rs884205",884205,"UTR-3",0,0.27,2E-17,16.699,"(LSBMD)",.05,0.05,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8394,"rs2062377",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","8q24.12",8,120007420,"TNFRSF11B","TNFRSF11B - COLEC10",4982,10584,"rs2062377-A","rs2062377",2062377,"Intergenic",1,0.57,3E-39,38.5229,"(LSBMD)",.08,0.08,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8395,"rs10226308",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","7p14.1",7,37938422,"TXNDC3","NME8",NULL,NULL,"rs10226308-A","rs10226308",10226308,"intron",0,0.84,6E-13,12.2218,"(LSBMD)",.06,0.06,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8396,"rs12407028",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","1p31.3",1,68647716,"WLS","WLS;GNG12-AS1",NULL,NULL,"rs12407028-T","rs12407028",12407028,"intron;intron",0,0.6,3E-45,44.5229,"(LSBMD)",.08,0.08,"[NR] unit increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8397,"rs3801387",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","7q31.31",7,120974765,"WNT16","WNT16",NULL,NULL,"rs3801387-A","rs3801387",3801387,"intron",0,0.74,3E-51,50.5229,"(LSBMD)",.09,0.09,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8398,"rs7521902",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","1p36.12",1,22490724,"WNT4","WNT4 - MIR4418",54361,100616433,"rs7521902-A","rs7521902",7521902,"Intergenic",1,0.31,1E-10,10,"(LSBMD)",.05,0.05,"[NR] unit decrease","Affymetrix & Illumina [~2.5 million] (imputed)","N",402,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
8400,"rs6426749",22504420,"Genome-wide meta-analysis identifies 56 bone mineral density loci and reveals 14 loci associated with risk of fracture.","Bone mineral density","Up to 32,961 European and East Asian ancestry individuals","Up to 50,933 European and East Asian ancestry individuals","1p36.12",1,22711473,"ZBTB40","MIR4418 - ZBTB40",100616433,9923,"rs6426749-C","rs6426749",6426749,"Intergenic",1,0.17,7E-57,56.1549,"(FNBMD)",.11,0.11,"[NR] unit increase","Affymetrix & Illumina [~2.5 million] (imputed)","N",399,"2013-04-11",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
11869,"rs1021188",21124946,"Genome-wide association meta-analysis of cortical bone mineral density unravels allelic heterogeneity at the RANKL locus and potential pleiotropic effects on bone.","Bone mineral density","1,934 white adolescent males","Up to 2,789 white adolescent males, 1,052 Swedish elderly men","13q14.11",13,43116133,"RANKL","FABP3P2 - TNFSF11",56677,8600,"rs1021188-C","rs1021188",1021188,"Intergenic",1,0.18,2E-14,13.699,"",3.89,3.89,"[1.91-5.87] mg/cm3 decrease","Illumina [2,417,199] (imputed)","N",393,"2011-01-12",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
14068,"rs2273061",20096396,"Association of JAG1 with bone mineral density and osteoporotic fractures: a genome-wide association study and follow-up replication studies.","Bone mineral density","785 Hong Kong Southern Chinese (HSKC) extreme BMD females","720 HKSC extreme BMD individuals, 17,378 individuals of European or Asian descent","20p12.2",20,10639543,"JAG1","JAG1",NULL,NULL,"rs2273061-A","rs2273061",2273061,"intron",0,0.31,5E-8,7.30103,"(lumbar spine)",.07,0.07,"[NR] s.d. increase","Illumina [488,853]","N",403,"2010-02-10",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
15365,"rs11864477",19249006,"Genome-wide association and follow-up replication studies identified ADAMTS18 and TGFBR3 as bone mass candidate genes in different ethnic groups.","Bone mineral density","1,000 European ancestry individuals","4,925 European ancestry individuals, 350 Chinese ancestry hip fracture cases, 350 Chinese ancestry controls, 2,955 Chinese ancestry individuals, 908 West African ancestry men","16q23.1",16,77427769,"ADAMTS18","ADAMTS18",NULL,NULL,"rs11864477-C","rs11864477",11864477,"intron",0,0.12,2E-8,7.69897,"(hip BMD)",1.00,1.00,"% [NR] of variance explained","Affymetrix [379,319]","N",401,"2009-03-18",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
16266,"rs4355801",18455228,"Bone mineral density, osteoporosis, and osteoporotic fractures: a genome-wide association study.","Bone mineral density","2,094 women","6,463 individuals","8q24.12",8,119923873,"TNFRSF11B","RPS26P35 - TNFRSF11B",441377,4982,"rs4355801-A","rs4355801",4355801,"Intergenic",1,0.53,8E-10,9.09691,"",.09,0.09,"[NR] SD decrease","Illumina [314,075]","N",393,"2008-11-25",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
16267,"rs3736228",18455228,"Bone mineral density, osteoporosis, and osteoporotic fractures: a genome-wide association study.","Bone mineral density","2,094 women","6,463 individuals","11q13.2",11,68201295,"LRP5","LRP5",NULL,NULL,"rs3736228-T","rs3736228",3736228,"missense",0,0.14,6E-12,11.2218,"",.13,0.13,"[NR] SD decrease","Illumina [314,075]","N",393,"2008-11-25",1,1,236,"Bone mineral density",1,743,NULL,NULL,NULL
4837,"rs2231142",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","4q22.1",4,89052323,"ABCG2","ABCG2",NULL,NULL,"rs2231142-T","rs2231142",2231142,"missense",0,0.11,1E-134,134,"",.22,0.22,"[0.20-0.23] mg/dl increase","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
4838,"rs1165151",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","6p22.2",6,25821616,"SLC17A1, SLC17A3","SLC17A1",NULL,NULL,"rs1165151-T","rs1165151",1165151,"intron",0,0.47,7E-70,69.1549,"",.09,0.09,"[0.081-0.101] mg/dl decrease","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
4839,"rs1260326",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","2p23.3",2,27730940,"GCKR","GCKR",NULL,NULL,"rs1260326-T","rs1260326",1260326,"missense",0,0.41,1E-44,44,"",.07,0.07,"[0.063-0.084] mg/dl increase","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
4840,"rs2078267",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","11q13.1",11,64334114,"SLC22A11","SLC22A11",NULL,NULL,"rs2078267-T","rs2078267",2078267,"intron",0,0.51,9E-38,37.0458,"",.07,0.07,"[0.061-0.085] mg/dl decrease","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
4841,"rs1471633",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","1q21.1",1,145723739,"PDZK1","CD160 - PDZK1",11126,5174,"rs1471633-A","rs1471633",1471633,"Intergenic",1,0.46,1E-29,29,"",.06,0.06,"[0.049-0.069] mg/dl increase","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
4842,"rs1171614",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","10q21.2",10,61469538,"SLC16A9","SLC16A9",NULL,NULL,"rs1171614-T","rs1171614",1171614,"UTR-5",0,0.22,2E-28,27.699,"",.08,0.08,"[0.065-0.093] mg/dl decrease","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
4843,"rs3741414",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","12q13.3",12,57844049,"INHBC, INHBE","INHBC",NULL,NULL,"rs3741414-T","rs3741414",3741414,"UTR-3",0,0.24,2E-25,24.699,"",.07,0.07,"[0.058-0.085] mg/dl decrease","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
4844,"rs675209",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","6p24.3",6,7102084,"RREB1","BTF3P7 - RREB1",652960,6239,"rs675209-T","rs675209",675209,"Intergenic",1,0.27,1E-23,23,"",.06,0.06,"[0.049-0.073] mg/dl increase","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
4845,"rs11264341",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","1q22",1,155151493,"TRIM46, PKLR","TRIM46",NULL,NULL,"rs11264341-T","rs11264341",11264341,"intron",0,0.43,6E-19,18.2218,"",.05,0.05,"[0.038-0.062] mg/dl decrease","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
4846,"rs2941484",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","8q21.11",8,76478768,"HNF4G","HNF4G",NULL,NULL,"rs2941484-T","rs2941484",2941484,"UTR-3",0,0.44,4E-17,16.3979,"",.04,0.04,"[0.034-0.054] mg/dl increase","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
4847,"rs7224610",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","17q22",17,53364788,"HLF","HLF",NULL,NULL,"rs7224610-A","rs7224610",7224610,"intron",0,0.58,5E-17,16.301,"",.04,0.04,"[0.032-0.052] mg/dl decrease","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
4848,"rs10821905",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","10q11.23",10,52646093,"A1CF, ASAH2","A1CF",NULL,NULL,"rs10821905-A","rs10821905",10821905,"nearGene-5",0,0.18,7E-17,16.1549,"",.06,0.06,"[0.043-0.071] mg/dl increase","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
4849,"rs6770152",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","3p21.1",3,53100214,"SFMBT1, MUSTN1","SERBP1P3 - RFT1",553148,91869,"rs6770152-T","rs6770152",6770152,"Intergenic",1,0.58,3E-16,15.5229,"",.04,0.04,"[0.034-0.054] mg/dl decrease","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
4850,"rs729761",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","6p21.1",6,43804571,"VEGFA","VEGFA - C6orf223",7422,221416,"rs729761-T","rs729761",729761,"Intergenic",1,0.30,8E-16,15.0969,"",.05,0.05,"[0.036-0.058] mg/dl decrease","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
4851,"rs6598541",23263486,"Genome-wide association analyses identify 18 new loci associated with serum urate concentrations.","Urate levels","49,825 European ancestry men, 60,522 European ancestry women","Up to 32,813 European ancestry individuals","15q26.3",15,99271135,"IGF1R","IGF1R",NULL,NULL,"rs6598541-A","rs6598541",6598541,"intron",0,0.36,5E-15,14.301,"",.04,0.04,"[0.031-0.055] mg/dl increase","Affymetrix, Illumina, Perlegen [2,450,547] (imputed)","N",2661,"2013-03-15",1,1,309,"Urate levels",1,274.1,NULL,NULL,NULL
