SNP	pheno	maf	PheWAS_MAF_W	prev	table	minN	jd_string	PheWAS_OR	PheWAS_P	logit_OR	logit_p-val	fisher_OR	fisher_pval	exact_OR	exact_p-val	pval_norm	bayes factor
exm339163	pheno_794	5.00E-03	0.004995	1.69E-03	"[[29289, 290], [44, 6]]"	6	"Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)"	14.15	1.78E-09	13.97	1.99E-09	13.77	1.04E-05	13.77	2.66E-06	3.09E-09	57.35
exm346824	pheno_733.6	8.36E-03	0.008359	7.90E-04	"[[24903, 410, 0], [16, 3, 1]]"	5	Costochondritis	19.62	6.70E-09	18.85	5.89E-09	17.5	1.87E-05	17.5	4.19E-06	3.77E-09	34.84
exm346861	pheno_362.6	1.93E-03	0.001933	2.22E-03	"[[26159, 99], [55, 4]]"	4	Peripheral retinal degenerations	18.51	3.82E-08	19.03	2.51E-08	19.22	8.54E-05	19.22	1.82E-05	3.47E-08	18.44
exm349732	pheno_735.1	1.94E-03	0.001934	2.12E-03	"[[26272, 91], [52, 4]]"	4	Flat foot	22.29	4.76E-09	22.23	4.69E-09	22.21	4.99E-05	22.21	9.95E-06	8.07E-09	19.63
exm351399	pheno_271	1.53E-03	0.00153	1.32E-03	"[[29503, 88], [36, 3]]"	3	Disorders of carbohydrate transport and metabolism	26.37	1.25E-07	25.14	1.95E-07	27.94	2.36E-04	27.94	4.08E-05	9.19E-08	9.62
exm3521	pheno_523.31	3.94E-03	0.003938	2.07E-03	"[[27281, 213], [51, 6]]"	6	Acute periodontitis	15.58	3.97E-10	15.14	5.12E-10	15.07	6.10E-06	15.07	1.50E-06	7.53E-10	63.99
exm353287	pheno_965.1	1.45E-03	0.001446	1.78E-03	"[[24613, 63], [41, 3]]"	3	Opiates and related narcotics causing adverse effects in therapeutic use	27.16	7.76E-08	26.58	9.48E-08	28.59	2.23E-04	28.59	3.83E-05	7.79E-08	9.65
exm354161	pheno_302	1.01E-03	0.001009	2.88E-03	"[[20370, 38], [56, 3]]"	3	Sexual and gender identity disorders	25.89	1.42E-07	25.97	1.41E-07	28.72	2.24E-04	28.72	3.91E-05	8.53E-08	9.58
exm355343	pheno_769	8.46E-03	0.008477	1.59E-03	"[[29083, 488, 4], [40, 7, 0]]"	7	Nonallopathic lesions NEC	9.78	1.05E-08	9.29	1.34E-08	9.51	1.65E-05	9.51	5.10E-06	1.57E-08	77.64
exm362719	pheno_709.2	2.20E-03	0.002211	6.30E-03	"[[24565, 101], [150, 7]]"	7	Sicca syndrome	12.43	1.13E-09	12.41	7.93E-10	11.35	5.78E-06	11.35	1.68E-06	1.56E-09	96.33
exm362732	pheno_870.1	6.24E-03	0.006256	1.33E-03	"[[25886, 321], [30, 5]]"	5	Open wound or laceration of eye or eyelid	13.19	1.24E-07	13.13	1.28E-07	13.44	6.86E-05	13.44	1.76E-05	1.14E-07	27.33
exm362993	pheno_791	3.74E-03	0.003737	2.77E-03	"[[29322, 216], [76, 6]]"	6	Gangrene	10.43	5.59E-08	10.27	6.55E-08	10.72	3.61E-05	10.72	1.05E-05	4.43E-08	47.16
exm364004	pheno_286.1	6.31E-03	0.006343	4.63E-03	"[[22282, 272, 2], [96, 9, 0]]"	9	Congenital coagulation defects	7.03	2.22E-08	7.11	1.78E-08	7.27	8.29E-06	7.27	2.98E-06	1.16E-08	158.57
exm365731	pheno_529	1.85E-03	0.001867	3.08E-03	"[[27426, 97, 1], [81, 3, 1]]"	5	Diseases and other conditions of the tongue	13.45	4.94E-09	13.42	4.89E-09	16.82	1.87E-05	16.82	4.36E-06	2.14E-09	37.81
exm365731	pheno_529.1	1.85E-03	0.001867	9.07E-04	"[[27426, 97, 1], [23, 1, 1]]"	3	Glossitis	22.81	3.64E-08	23.93	1.83E-08	35.43	1.13E-04	35.43	1.73E-05	7.70E-09	10.39
exm365731	pheno_535.1	1.85E-03	0.001867	2.12E-03	"[[25813, 93, 1], [52, 2, 1]]"	4	Acute gastritis	15	4.01E-08	14.49	5.41E-08	20.54	6.15E-05	20.54	1.27E-05	1.10E-08	19.84
exm366232	pheno_731	2.21E-03	0.002208	1.38E-03	"[[22323, 91], [29, 3]]"	3	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	32.84	2.57E-08	30.99	3.53E-08	25.38	3.23E-04	25.38	5.85E-05	2.58E-07	9.23
exm367055	pheno_528.6	1.33E-03	0.001329	1.67E-03	"[[27446, 71], [43, 3]]"	3	Leukoplakia of oral mucosa	27.28	8.05E-08	27.82	6.00E-08	26.97	2.60E-04	26.97	4.58E-05	1.18E-07	9.57
exm367869	pheno_242.3	1.35E-03	0.001345	2.17E-03	"[[23441, 58], [48, 3]]"	3	Exophthalmos	25.74	1.17E-07	25.28	1.16E-07	25.26	3.15E-04	25.26	5.77E-05	2.14E-07	9.37
exm368506	pheno_394.4	1.21E-03	0.001211	4.79E-04	"[[27075, 66], [11, 2]]"	2	Acute rheumatic heart disease	75.29	3.29E-08	77.32	2.64E-08	74.59	4.74E-04	74.59	4.81E-05	6.26E-08	4.54
exm368506	pheno_274.11	1.21E-03	0.001211	9.44E-03	"[[27945, 63], [261, 6]]"	6	Gouty arthropathy	11.3	7.37E-08	11.17	5.62E-08	10.2	4.88E-05	10.2	1.50E-05	9.54E-08	43.47
exm369577	pheno_585.2	1.46E-03	0.001463	2.17E-02	"[[22197, 60], [485, 9]]"	9	Renal failure NOS	6.93	1.04E-07	6.93	9.53E-08	6.87	1.78E-05	6.87	6.95E-06	9.09E-08	110.89
exm370124	pheno_277.51	4.21E-03	0.004205	9.80E-04	"[[28293, 235, 2], [24, 4, 0]]"	4	Lipoprotein disorders	15.17	7.64E-08	14.81	9.66E-08	18.29	9.87E-05	18.29	2.13E-05	4.62E-08	18.38
exm370191	pheno_364.2	4.31E-03	0.004306	2.60E-03	"[[26251, 229], [63, 6]]"	6	Corneal edema	11.72	1.89E-08	11.01	3.32E-08	10.92	3.40E-05	10.92	9.78E-06	4.18E-08	47.03
exm3716	pheno_642.1	2.16E-03	0.002163	6.86E-03	"[[15072, 67], [98, 6]]"	6	Preeclampsia and eclampsia	15.92	7.66E-10	0	0.00E+00	13.77	1.03E-05	13.77	2.72E-06	2.84E-09	57.98
exm3716	pheno_697	2.16E-03	0.002163	1.11E-02	"[[25018, 107], [273, 9]]"	9	Sarcoidosis	7.22	2.34E-08	7.55	9.93E-09	7.71	6.09E-06	7.71	2.18E-06	7.72E-09	163.66
exm371740	pheno_537.1	2.09E-03	0.002085	1.77E-03	"[[25808, 100, 0], [42, 4, 0]]"	4	Lesions of stomach and duodenum	23.98	4.49E-09	22.46	7.81E-09	23.51	3.71E-05	23.51	7.16E-06	2.59E-09	21
exm372063	pheno_289.9	3.25E-03	0.003246	2.66E-03	"[[21627, 129, 0], [53, 5, 0]]"	5	Abnormality of red blood cells	16.62	4.24E-09	15.88	6.56E-09	15.15	3.10E-05	15.15	7.54E-06	8.47E-09	34.69
exm372641	pheno_756	1.31E-03	0.001312	4.86E-03	"[[28615, 72], [135, 5]]"	5	Other congenital musculoskeletal anomalies	21.93	3.82E-09	21.55	5.49E-09	14.72	3.75E-05	14.72	9.42E-06	1.64E-08	32.76
exm373264	pheno_704.8	1.92E-03	0.001917	5.99E-03	"[[27783, 98], [162, 6]]"	6	Other specified diseases of hair and hair follicles	10.05	7.52E-08	10.33	5.22E-08	10.5	3.94E-05	10.5	1.18E-05	5.20E-08	46.67
exm374667	pheno_446.3	1.28E-03	0.001284	1.83E-03	"[[21240, 56], [40, 3]]"	3	Hypersensitivity angiitis	28.97	4.88E-08	28.97	4.64E-08	28.45	2.29E-04	28.45	3.96E-05	8.88E-08	9.58
exm376232	pheno_090	5.23E-03	0.00523	1.18E-03	"[[29291, 305, 0], [31, 3, 1]]"	5	Sexually transmitted infections (not HIV or hepatitis)	14.69	1.36E-08	14.78	1.27E-08	14.85	3.48E-05	14.85	8.45E-06	1.23E-08	33.66
exm377319	pheno_642.1	1.97E-03	0.001972	6.86E-03	"[[15109, 63], [99, 5]]"	5	Preeclampsia and eclampsia	13.82	7.46E-08	0	0.00E+00	12.11	9.85E-05	12.11	2.74E-05	2.06E-07	26.73
exm378755	pheno_571.5	1.21E-03	0.001212	4.08E-02	"[[23223, 50, 0], [980, 10, 1]]"	12	Other chronic nonalcoholic liver disease	5.56	8.75E-08	5.42	1.39E-07	5.66	6.75E-06	5.66	3.04E-06	6.33E-08	228.02
exm380400	pheno_989	2.32E-03	0.002321	7.79E-04	"[[29353, 135], [20, 3]]"	3	"Toxic effect of other substances, chiefly nonmedicinal as to source"	32.09	3.51E-08	33.13	2.25E-08	32.61	1.65E-04	32.61	2.63E-05	4.31E-08	9.6
exm381855	pheno_571.6	1.84E-03	0.001841	1.01E-02	"[[23116, 86], [230, 7]]"	7	Primary biliary cirrhosis	8.23	1.42E-07	7.86	2.46E-07	8.18	4.48E-05	8.18	1.54E-05	1.58E-07	58.71
exm384642	pheno_642.1	2.28E-03	0.00228	6.86E-03	"[[15071, 65], [98, 6]]"	6	Preeclampsia and eclampsia	17.33	2.82E-10	0	0.00E+00	14.2	8.73E-06	14.2	2.29E-06	1.95E-09	59.51
exm3851	pheno_575.1	2.41E-03	0.002413	8.59E-03	"[[27152, 127], [228, 8]]"	8	Cholangitis	7.74	3.83E-08	7.67	4.02E-08	7.5	2.26E-05	7.5	8.08E-06	6.24E-08	91.57
exm385182	pheno_245	5.20E-03	0.005197	8.19E-03	"[[23267, 231, 1], [183, 11, 0]]"	11	Thyroiditis	5.98	1.74E-08	6.04	1.39E-08	5.86	6.40E-06	5.86	2.60E-06	1.74E-08	254.79
exm38571	pheno_642.1	2.16E-03	0.002158	6.86E-03	"[[15096, 70], [99, 5]]"	5	Preeclampsia and eclampsia	13.02	1.21E-07	0	0.00E+00	10.89	1.57E-04	10.89	4.59E-05	6.02E-07	24.41
exm385890	pheno_580.4	2.93E-03	0.002926	3.89E-03	"[[22131, 126], [81, 6]]"	6	"Renal sclerosis, NOS"	13.07	3.27E-09	13.31	2.32E-09	13.01	1.29E-05	13.01	3.45E-06	4.11E-09	57.45
exm386510	pheno_530.7	6.11E-03	0.00611	1.09E-03	"[[18809, 229, 1], [17, 4, 0]]"	4	Gastroesophageal laceration-hemorrhage syndrome	16.9	1.36E-07	17.09	1.10E-07	17.25	1.31E-04	17.25	2.92E-05	1.18E-07	17.22
exm389455	pheno_274.1	2.18E-01	0.2184	3.64E-02	"[[16965, 9691, 1354], [752, 280, 27]]"	334	Gout	0.65	1.20E-12	0.65	1.54E-12	0.66	-7.14E-11	0.66	2.83E-13	2.21E-12	2.04625E+13
exm389455	pheno_274	2.18E-01	0.2184	3.78E-02	"[[16965, 9691, 1354], [768, 301, 32]]"	365	Gout and other crystal arthropathies	0.69	1.81E-10	0.69	2.51E-10	0.7	2.01E-10	0.7	9.05E-11	3.41E-10	15070090918
exm390504	pheno_474.1	9.00E-03	0.008997	1.48E-03	"[[20568, 374], [25, 6]]"	6	Acute tonsillitis	12.73	3.93E-08	12.16	6.83E-08	13.2	1.71E-05	13.2	4.46E-06	1.87E-08	46.82
exm391747	pheno_259.8	1.03E-03	0.001026	8.93E-04	"[[25677, 49, 2], [20, 3, 0]]"	3	Polyglandular activity in multiple endocrine adenomatosis	29.53	7.44E-09	32.07	2.20E-09	67.67	1.79E-05	67.67	2.01E-06	1.57E-11	11.28
exm392143	pheno_353.1	1.77E-03	0.001768	1.27E-03	"[[25845, 87], [30, 3]]"	3	Nerve plexus lesions	26.31	1.39E-07	28.71	5.02E-08	29.71	2.04E-04	29.71	3.41E-05	6.46E-08	9.65
exm392345	pheno_368.2	1.50E-03	0.001497	9.85E-03	"[[27179, 77], [264, 7]]"	7	Diplopia and disorders of binocular vision	9.74	1.54E-08	9.59	1.72E-08	9.36	1.97E-05	9.36	6.36E-06	2.68E-08	72.24
exm393049	pheno_614.32	5.10E-03	0.005097	2.99E-03	"[[14177, 139], [38, 5]]"	5	Chronic inflammatory pelvic disease	13.62	6.98E-08	0	0.00E+00	13.42	6.70E-05	13.42	1.73E-05	9.93E-08	27.82
exm394158	pheno_642.1	1.66E-03	0.001655	6.86E-03	"[[15092, 51], [99, 5]]"	5	Preeclampsia and eclampsia	18.59	3.22E-09	0	0.00E+00	14.95	3.88E-05	14.95	9.83E-06	2.33E-08	31.21
exm394241	pheno_575.2	1.20E-03	0.001203	1.00E-02	"[[27103, 58], [268, 6]]"	6	Obstruction of bile duct	10.38	7.52E-08	10.08	1.04E-07	10.46	4.34E-05	10.46	1.32E-05	7.56E-08	44.31
exm395290	pheno_743.21	1.04E-03	0.001043	7.58E-03	"[[22991, 45], [171, 5]]"	5	Pathologic fracture of vertebrae	20.38	3.64E-09	19.71	2.33E-09	14.94	3.81E-05	14.94	9.70E-06	2.11E-08	31.57
exm395498	pheno_350.6	1.57E-03	0.001564	1.16E-03	"[[26518, 83], [28, 3]]"	3	Disturbances of sensation of smell and taste	28.79	8.35E-08	30.24	4.10E-08	34.23	1.37E-04	34.23	2.14E-05	1.99E-08	9.92
exm39571	pheno_556.11	1.99E-03	0.001985	2.96E-03	"[[21172, 76], [59, 4]]"	4	Angiodysplasia of intestine (without mention of hemorrhage)	21.04	1.49E-08	21.1	1.24E-08	18.89	9.27E-05	18.89	2.01E-05	4.55E-08	18.12
exm398509	pheno_420.22	1.30E-03	0.001295	3.52E-03	"[[27077, 65], [92, 4]]"	4	Chronic pericarditis	17.98	4.43E-08	18.02	4.22E-08	18.11	1.05E-04	18.11	2.34E-05	5.86E-08	18.04
exm400585	pheno_295.2	1.40E-03	0.001396	1.37E-03	"[[17931, 45], [23, 3]]"	3	Paranoid disorders	45.63	5.56E-09	53.5	5.52E-10	51.97	4.43E-05	51.97	5.73E-06	7.61E-10	10.29
exm401666	pheno_874	2.47E-03	0.002473	1.90E-03	"[[26074, 128], [46, 4]]"	4	Complication of amputation stump	20.02	1.94E-08	19.31	2.52E-08	17.71	1.18E-04	17.71	2.60E-05	8.59E-08	17.56
exm403213	pheno_571.6	1.67E-03	0.001672	1.01E-02	"[[23132, 79], [230, 7]]"	7	Primary biliary cirrhosis	8.87	5.62E-08	8.47	9.88E-08	8.91	2.69E-05	8.91	8.89E-06	5.40E-08	66.64
exm403635	pheno_694	3.13E-03	0.003128	1.08E-02	"[[25103, 142, 1], [265, 10, 0]]"	10	Dyschromia and Vitiligo	6.64	1.02E-08	6.54	1.19E-08	6.47	7.47E-06	6.47	2.90E-06	1.65E-08	197.99
exm407816	pheno_291.4	1.09E-03	0.001093	2.16E-03	"[[24007, 56], [49, 3]]"	3	Specific nonpsychotic mental disorders due to brain damage	27.45	6.41E-08	26.48	8.38E-08	26.25	2.82E-04	26.25	5.08E-05	1.55E-07	9.47
exm408220	pheno_752.11	1.33E-03	0.001329	2.24E-03	"[[28838, 74], [61, 4]]"	4	Spina bifida	26.52	4.14E-09	26.99	5.10E-09	25.55	2.90E-05	25.55	5.42E-06	1.64E-09	20.9
exm408220	pheno_752.1	1.33E-03	0.001329	2.55E-03	"[[28838, 74], [70, 4]]"	4	Neural tube defects	23	1.61E-08	23.43	1.79E-08	22.27	4.84E-05	22.27	9.68E-06	6.88E-09	19.87
exm408502	pheno_202.22	2.47E-03	0.002472	6.81E-03	"[[26851, 128], [178, 7]]"	7	Reticulosarcoma	8.37	9.18E-08	8.34	9.37E-08	8.25	4.03E-05	8.25	1.36E-05	1.15E-07	61.66
exm409365	pheno_755.1	2.64E-03	0.002641	2.11E-03	"[[29209, 148, 1], [56, 6, 0]]"	6	Congenital deformities of feet	17.11	1.21E-10	17.3	1.79E-10	19.85	1.09E-06	19.85	2.35E-07	4.23E-12	90.59
exm412435	pheno_772.6	2.24E-03	0.002237	2.13E-03	"[[26620, 118], [53, 4]]"	4	Facial weakness	17.59	5.66E-08	17.55	5.60E-08	17.03	1.34E-04	17.03	3.03E-05	1.16E-07	17.34
exm412774	pheno_259.8	4.48E-03	0.004475	8.93E-04	"[[25486, 231], [19, 4]]"	4	Polyglandular activity in multiple endocrine adenomatosis	22.46	2.14E-08	23.59	1.21E-08	23.23	5.23E-05	23.23	1.01E-05	1.87E-08	17.86
exm414809	pheno_289.8	2.86E-03	0.002859	6.85E-03	"[[21635, 121], [143, 7]]"	7	"Polycythemia vera, secondary"	8.75	5.71E-08	8.68	6.15E-08	8.75	2.90E-05	8.75	9.54E-06	5.97E-08	66.31
exm416398	pheno_256.4	1.48E-03	0.00148	8.18E-03	"[[13675, 34], [109, 4]]"	4	Polycystic ovaries	18.92	9.70E-08	0	0.00E+00	14.76	2.52E-04	14.76	6.39E-05	7.41E-07	15.16
exm418323	pheno_446.6	1.14E-03	0.001144	1.45E-03	"[[23995, 53, 1], [32, 3, 0]]"	3	Polyarteritis nodosa	25.56	7.49E-08	26.54	4.91E-08	39.11	8.56E-05	39.11	1.26E-05	3.15E-09	10.57
exm420016	pheno_713	1.19E-03	0.001194	4.47E-03	"[[24242, 53], [105, 4]]"	4	Arthropathy associated with other disorders classified elsewhere	16.65	1.10E-07	17.33	6.65E-08	17.42	1.24E-04	17.42	2.83E-05	9.65E-08	17.49
exm420019	pheno_112.3	1.08E-03	0.001076	3.84E-03	"[[25658, 51, 0], [96, 2, 1]]"	4	Candidiasis of skin and nails	16.44	5.60E-08	16.44	6.36E-08	20.77	6.15E-05	20.77	1.29E-05	1.26E-08	19.5
exm421842	pheno_594.8	2.32E-03	0.002321	1.53E-03	"[[27220, 129], [38, 4]]"	4	Renal colic	23.96	3.08E-09	22.63	5.03E-09	22.21	5.15E-05	22.21	1.02E-05	9.86E-09	19.29
exm42266	pheno_277.4	1.48E-03	0.00148	1.30E-03	"[[28439, 84], [34, 3]]"	3	Disorders of bilirubin excretion	27.2	9.01E-08	26.91	9.75E-08	29.87	1.97E-04	29.87	3.29E-05	5.45E-08	9.74
exm423760	pheno_619.3	1.23E-03	0.001228	3.17E-03	"[[14437, 31], [43, 3]]"	3	Noninflammatory disorders of cervix	31.88	3.62E-08	0	0.00E+00	32.49	1.66E-04	32.49	2.76E-05	4.19E-08	9.62
exm425022	pheno_712	2.42E-03	0.002422	2.67E-03	"[[24181, 115], [60, 5]]"	5	Infective connective tissue disorders	17.85	1.52E-09	17.94	1.32E-09	17.52	1.74E-05	17.52	3.96E-06	2.50E-09	36.33
exm425623	pheno_571.6	2.11E-03	0.002112	1.01E-02	"[[23098, 100], [230, 8]]"	8	Primary biliary cirrhosis	8.05	2.69E-08	7.69	5.04E-08	8.03	1.48E-05	8.03	5.15E-06	2.77E-08	101.14
exm425623	pheno_642.1	2.11E-03	0.002112	6.86E-03	"[[15078, 65], [100, 5]]"	5	Preeclampsia and eclampsia	14.01	5.87E-08	0	0.00E+00	11.6	1.19E-04	11.6	3.38E-05	3.22E-07	25.77
exm426685	pheno_871.3	1.62E-03	0.001615	2.17E-03	"[[26124, 79, 2], [53, 4, 0]]"	4	Open wound of foot except toe(s) alone	20.21	2.15E-09	15.67	2.72E-08	22.93	4.08E-05	22.93	8.01E-06	3.41E-09	20.79
exm428302	pheno_740.3	3.00E-03	0.002994	2.43E-03	"[[23289, 146, 3], [53, 3, 1]]"	5	"Osteoarthrosis involving more than one site, but not specified as generalized"	11.61	3.76E-08	10.95	3.73E-08	14.1	4.28E-05	14.1	1.08E-05	1.92E-08	32.95
exm428302	pheno_949	3.00E-03	0.002994	5.51E-03	"[[24046, 137, 2], [128, 5, 1]]"	7	"Allergies, other"	7.78	7.71E-08	7.48	1.62E-07	9.17	1.97E-05	9.17	6.29E-06	2.09E-08	76.1
exm429575	pheno_735.21	3.43E-03	0.003431	8.98E-03	"[[26198, 168, 3], [231, 7, 1]]"	9	Hammer toe (acquired)	6.44	4.64E-08	5.93	1.14E-07	5.8	4.63E-05	5.8	1.87E-05	3.82E-07	91.64
exm429575	pheno_735.2	3.43E-03	0.003431	1.28E-02	"[[26198, 168, 3], [333, 9, 1]]"	11	Acquired toe deformities	5.12	1.03E-07	4.84	1.99E-07	4.92	3.10E-05	4.92	1.38E-05	3.64E-07	142.21
exm42984	pheno_292.5	4.04E-03	0.00404	4.55E-03	"[[23750, 183, 1], [103, 7, 0]]"	7	Transient alteration of awareness	7.89	1.33E-07	7.93	1.09E-07	8.47	3.18E-05	8.47	1.05E-05	6.02E-08	67.58
exm43009	pheno_642.1	2.40E-03	0.002394	6.86E-03	"[[15092, 76], [98, 7]]"	7	Preeclampsia and eclampsia	16.74	1.97E-11	0	0.00E+00	14.18	1.60E-06	14.18	4.23E-07	1.03E-10	116.36
exm43009	pheno_575.1	2.40E-03	0.002394	8.59E-03	"[[27172, 123], [229, 8]]"	8	Cholangitis	7.99	2.52E-08	7.99	2.20E-08	7.72	1.87E-05	7.72	6.58E-06	4.20E-08	96.56
exm43009	pheno_642	2.40E-03	0.002394	1.21E-02	"[[15092, 76], [179, 7]]"	7	"Hypertension complicating pregnancy, childbirth, and the puerperium"	8.81	1.25E-07	0	0.00E+00	7.77	6.53E-05	7.77	2.31E-05	3.84E-07	51.79
exm431349	pheno_070.2	1.67E-03	0.001682	3.87E-03	"[[24371, 78, 1], [91, 3, 1]]"	5	Viral hepatitis B	12.31	2.86E-08	12.66	1.63E-08	16.49	2.10E-05	16.49	4.97E-06	3.14E-09	36.75
exm432080	pheno_259.8	2.66E-03	0.002663	8.93E-04	"[[25545, 117, 5], [19, 4, 0]]"	4	Polyglandular activity in multiple endocrine adenomatosis	20.92	2.10E-10	17.56	7.02E-10	38.4	6.06E-06	38.4	9.14E-07	1.30E-11	23.91
exm434872	pheno_622.1	2.83E-03	0.002832	7.45E-03	"[[15205, 84, 2], [108, 7, 0]]"	7	Polyp of corpus uteri	8.87	1.80E-08	0	0.00E+00	10.88	7.46E-06	10.88	2.23E-06	2.76E-09	91.67
exm438327	pheno_736.6	1.63E-03	0.001631	1.40E-03	"[[26285, 81, 2], [34, 3, 0]]"	3	Unequal leg length (acquired)	22.5	6.81E-08	22.59	6.80E-08	26.17	2.66E-04	26.17	4.74E-05	1.05E-07	9.76
exm438589	pheno_669	1.62E-02	0.0162	1.70E-03	"[[15302, 509, 0], [21, 5, 1]]"	7	Complications of labor and delivery NEC	10.37	5.94E-08	0	0.00E+00	9.1	2.67E-05	9.1	8.43E-06	6.74E-08	63.4
exm440992	pheno_642.1	1.66E-03	0.001656	6.86E-03	"[[15069, 50, 2], [100, 5, 0]]"	5	Preeclampsia and eclampsia	12.3	3.92E-08	0	0.00E+00	13.64	5.50E-05	13.64	1.45E-05	4.64E-08	30.26
exm444910	pheno_245.1	1.88E-03	0.001884	1.15E-03	"[[23414, 84], [24, 3]]"	3	"Thyroiditis, acute and subacute"	33.23	2.34E-08	34.01	1.53E-08	34.84	1.34E-04	34.84	2.08E-05	2.09E-08	9.82
exm447	pheno_425.2	1.19E-03	0.001194	1.51E-02	"[[27087, 57], [410, 7]]"	7	Secondary/extrinsic cardiomyopathies	9.61	8.18E-08	9.95	4.10E-08	8.11	5.10E-05	8.11	1.80E-05	2.39E-07	54.9
exm448023	pheno_290.12	6.84E-03	0.006837	1.87E-03	"[[23695, 335, 1], [38, 7, 0]]"	7	Dementia with cerebral degenerations	10.57	1.62E-08	10.5	1.15E-08	11.94	4.02E-06	11.94	1.11E-06	5.98E-10	105.69
exm450511	pheno_300.3	1.99E-03	0.00199	3.22E-03	"[[20274, 74], [62, 4]]"	4	Obsessive-compulsive disorders	19.2	3.56E-08	18.66	5.48E-08	17.68	1.19E-04	17.68	2.66E-05	8.82E-08	17.53
exm450724	pheno_380.1	1.31E-03	0.001312	8.96E-03	"[[27461, 68], [243, 6]]"	6	Otitis externa	10.32	6.42E-08	9.78	1.25E-07	9.97	5.44E-05	9.97	1.69E-05	1.19E-07	42.63
exm451212	pheno_245.1	1.62E-03	0.001614	1.15E-03	"[[23428, 73], [24, 3]]"	3	"Thyroiditis, acute and subacute"	44.1	2.46E-09	43.58	1.86E-09	40.12	8.96E-05	40.12	1.30E-05	6.05E-09	10.07
exm451445	pheno_622.2	1.48E-03	0.00148	1.95E-03	"[[15277, 45, 1], [27, 3, 0]]"	3	Mucous polyp of cervix	27.08	4.02E-08	0	0.00E+00	34.27	1.30E-04	34.27	2.06E-05	1.42E-08	10.13
exm453428	pheno_642.1	1.60E-03	0.001602	6.86E-03	"[[15115, 50], [99, 5]]"	5	Preeclampsia and eclampsia	19.64	1.87E-09	0	0.00E+00	15.27	3.53E-05	15.27	8.86E-06	1.85E-08	31.66
exm455051	pheno_379.5	1.63E-03	0.001631	3.09E-03	"[[25732, 79], [76, 4]]"	4	Disorders of iris and ciliary body	17.83	4.75E-08	17.49	5.46E-08	17.14	1.29E-04	17.14	2.93E-05	1.01E-07	17.53
exm455759	pheno_300.3	1.70E-03	0.001699	3.22E-03	"[[20342, 70], [62, 4]]"	4	Obsessive-compulsive disorders	19.14	3.93E-08	19.23	4.02E-08	18.75	9.56E-05	18.75	2.09E-05	4.98E-08	18.03
exm456679	pheno_580.13	1.01E-03	0.001009	1.79E-03	"[[22218, 35, 1], [37, 3, 0]]"	3	"Acute glomerulonephritis, NOS"	31.11	9.09E-09	32.59	6.37E-09	46.83	5.24E-05	46.83	7.17E-06	7.02E-10	10.75
exm456679	pheno_580.1	1.01E-03	0.001009	1.27E-02	"[[22218, 35, 1], [280, 6, 0]]"	6	Glomerulonephritis	10.4	9.18E-08	10.36	8.55E-08	12.74	1.66E-05	12.74	4.75E-06	1.07E-08	51.46
exm457507	pheno_732	1.40E-03	0.001396	1.70E-03	"[[25242, 69], [40, 3]]"	3	Osteochondropathies	30.11	4.22E-08	31.17	3.27E-08	27.44	2.50E-04	27.44	4.37E-05	1.09E-07	9.56
exm462844	pheno_573.3	1.52E-03	0.001516	4.32E-03	"[[23195, 64, 2], [95, 5, 0]]"	5	Hepatomegaly	12.4	7.65E-08	12.05	1.05E-07	17.52	1.62E-05	17.52	3.74E-06	1.67E-09	37.86
exm463343	pheno_451.2	2.79E-03	0.002792	9.46E-03	"[[22496, 117], [208, 8]]"	8	Phlebitis and thrombophlebitis of lower extremities	7.37	1.14E-07	7.31	1.12E-07	7.4	2.57E-05	7.4	9.28E-06	8.56E-08	87.23
exm46347	pheno_691.3	5.22E-03	0.005214	8.71E-04	"[[24986, 258, 1], [18, 4, 0]]"	4	Congenital pigmentary anomalies of skin	21.24	2.15E-08	20.89	2.26E-08	19.32	8.39E-05	19.32	1.76E-05	3.37E-08	18.45
exm46539	pheno_697	1.34E-03	0.001339	1.11E-02	"[[24979, 62], [276, 7]]"	7	Sarcoidosis	10.14	1.07E-08	10.01	1.16E-08	10.22	1.21E-05	10.22	3.78E-06	1.01E-08	79.18
exm465785	pheno_526.42	5.57E-03	0.005567	8.72E-04	"[[27208, 302, 1], [20, 4, 0]]"	4	Arthralgia/ankylosis of temporomandibular joint	16.82	1.32E-07	16.28	1.56E-07	16.36	1.54E-04	16.36	3.50E-05	1.64E-07	17.05
exm466583	pheno_204.21	1.11E-03	0.00111	1.13E-02	"[[26919, 57], [301, 6]]"	6	"Myeloid leukemia, acute"	9.86	1.42E-07	9.82	1.47E-07	9.41	7.66E-05	9.41	2.47E-05	2.74E-07	38.76
exm467206	pheno_499	2.93E-03	0.002927	5.67E-03	"[[29296, 165, 1], [161, 7, 0]]"	7	Cystic fibrosis	9.35	5.74E-08	9.21	1.12E-07	7.49	6.68E-05	7.49	2.35E-05	2.97E-07	55.35
exm470520	pheno_209	1.03E-03	0.001027	1.82E-03	"[[29566, 58], [51, 3]]"	3	Neuroendocrine tumors	30.85	1.97E-08	30.04	2.43E-08	29.99	1.90E-04	29.99	3.20E-05	4.51E-08	9.85
