SNP	pheno	maf	PheWAS_MAF_W	prev	table	minN	jd_string	PheWAS_OR	PheWAS_P	logit_OR	logit_p-val	fisher_OR	fisher_pval	exact_OR	exact_p-val	pval_norm	bayes factor
exm1241703	pheno_200	6.188e-03	0.006186	1.873e-02	[[26121, 147], [487, 14]]	14	Myeloproliferative disease	2.28	7.115e-09	0.00	0.000e+00	5.11	2.215e-06	5.11	9.878e-07	8.313e-09	549.99
exm1244963	pheno_446.6	1.369e-02	0.01369	1.453e-03	[[23377, 645, 1], [28, 7, 0]]	7.0	Polyarteritis nodosa	9.44	1.119e-07	9.11	1.362e-07	8.14	4.741e-05	8.14	1.578e-05	1.883e-07	57.10
exm1247268	pheno_270.32	1.474e-03	0.001474	1.134e-02	[[27381, 74], [309, 7]]	7	Paraproteinemia	9.21	4.057e-08	8.71	8.327e-08	8.38	3.910e-05	8.38	1.335e-05	1.213e-07	60.51
exm1247933	pheno_270.32	1.043e-03	0.001043	1.134e-02	[[27589, 51], [311, 6]]	6	Paraproteinemia	11.12	4.829e-08	11.09	4.822e-08	10.44	4.523e-05	10.44	1.393e-05	8.850e-08	43.37
exm1249577	pheno_204.3	1.302e-02	0.01302	1.074e-03	[[26279, 694, 5], [22, 6, 1]]	8.0	Monocytic leukemia	12.11	9.668e-11	11.87	1.136e-10	12.10	9.401e-07	12.10	2.592e-07	8.828e-11	180.34
exm1255809	pheno_502	1.262e-03	0.001278	1.763e-02	[[20185, 43], [356, 7]]	7	Postinflammatory pulmonary fibrosis	9.82	4.958e-08	9.69	5.665e-08	9.23	2.599e-05	9.23	8.756e-06	7.027e-08	62.45
exm1256501	pheno_079.2	1.851e-03	0.00185	1.021e-03	[[24366, 81, 3], [23, 1, 1]]	3.0	Infectious mononucleosis	21.74	1.432e-08	24.18	4.955e-09	35.81	1.107e-04	35.81	1.687e-05	7.335e-09	10.38
exm1257719	pheno_794	1.396e-03	0.001396	1.687e-03	[[29500, 80], [47, 3]]	3	Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)	24.87	1.335e-07	23.48	1.969e-07	23.54	3.778e-04	23.54	7.104e-05	3.424e-07	9.27
exm1260167	pheno_728.71	1.264e-03	0.001263	2.667e-03	[[23468, 44, 2], [60, 3, 0]]	3.0	Contracture of palmar fascia	22.84	3.866e-08	18.56	1.678e-07	23.87	3.532e-04	23.87	6.682e-05	2.610e-07	9.42
exm1261200	pheno_642.1	2.748e-03	0.002748	6.860e-03	[[15081, 87], [98, 6]]	6	Preeclampsia and eclampsia	11.98	2.389e-08	0.00	0.000e+00	10.61	4.071e-05	10.61	1.214e-05	6.659e-08	44.77
exm1261200	pheno_697	2.748e-03	0.002748	1.112e-02	[[25047, 139], [274, 10]]	10	Sarcoidosis	6.21	4.657e-08	6.44	2.272e-08	6.58	7.092e-06	6.58	2.739e-06	1.673e-08	195.34
exm1261995	pheno_930	1.026e-03	0.001026	4.977e-03	[[24146, 43], [117, 4]]	4	Allergic reaction to food	20.48	1.207e-07	20.30	1.149e-07	19.20	8.827e-05	19.20	1.939e-05	4.157e-08	18.14
exm1262354	pheno_324	1.127e-03	0.001127	3.389e-03	[[29046, 63], [95, 4]]	4	Other CNS infection and poliomyelitis	19.4	1.876e-08	19.54	1.675e-08	19.41	8.079e-05	19.41	1.737e-05	2.843e-08	18.70
exm1262644	pheno_571.6	2.062e-03	0.002061	1.011e-02	[[23096, 99], [230, 8]]	8	Primary biliary cirrhosis	8.08	2.628e-08	7.71	4.823e-08	8.11	1.382e-05	8.11	4.795e-06	2.412e-08	102.94
exm1262644	pheno_642.1	2.062e-03	0.002061	6.860e-03	[[15073, 65], [99, 5]]	5	Preeclampsia and eclampsia	14.16	5.281e-08	0.00	0.000e+00	11.71	1.143e-04	11.71	3.225e-05	2.908e-07	25.99
exm1264809	pheno_523.32	1.009e-03	0.001009	1.126e-03	[[27463, 47], [28, 3]]	3	Chronic periodontitis	68.16	2.989e-11	65.40	2.932e-11	62.61	2.442e-05	62.61	2.873e-06	7.767e-11	10.77
exm1264809	pheno_525	1.009e-03	0.001009	4.739e-03	[[27463, 47], [127, 4]]	4	Other diseases of the teeth and supporting structures	18.73	3.11e-08	18.20	4.052e-08	18.40	1.013e-04	18.40	2.263e-05	5.690e-08	17.96
exm1269718	pheno_281.11	1.464e-03	0.001463	1.054e-02	[[19014, 43], [197, 6]]	6	Pernicious anemia	13.48	5.654e-08	13.42	3.489e-08	13.47	1.221e-05	13.47	3.357e-06	4.991e-09	54.83
exm1270003	pheno_430.3	3.617e-03	0.003616	6.091e-03	[[24466, 169], [143, 8]]	8	Subdural hemorrhage	7.72	4.481e-08	7.82	3.518e-08	8.10	1.345e-05	8.10	4.597e-06	2.117e-08	105.45
exm1272378	pheno_172.1	8.607e-02	0.08609	4.747e-02	[[20278, 3622, 175], [915, 264, 20]]	304.0	Melanomas of skin, dx or hx	1.65	4.862e-15	1.64	1.331e-14	1.61	-4.570e-11	1.61	4.036e-13	2.806e-14	nan
exm1272378	pheno_172	8.607e-02	0.08609	1.130e-01	[[20278, 3622, 175], [2433, 592, 39]]	670.0	Skin cancer	1.42	2.296e-14	1.40	2.655e-13	1.37	-7.861e-11	1.37	3.764e-12	9.664e-13	nan
exm1272378	pheno_172.11	8.607e-02	0.08609	4.137e-02	[[20278, 3622, 175], [789, 232, 17]]	266.0	Melanomas of skin	1.67	6.074e-14	1.66	1.277e-13	1.63	-1.318e-11	1.63	3.005e-12	2.350e-13	nan
exm1272378	pheno_702.1	8.607e-02	0.08609	6.829e-02	[[19086, 3407, 165], [1315, 319, 26]]	371.0	Actinic keratosis	1.51	1.84e-11	1.45	5.257e-10	1.40	1.743e-08	1.40	9.105e-09	3.073e-09	nan
exm1272378	pheno_172.2	8.607e-02	0.08609	8.372e-02	[[20278, 3622, 175], [1752, 417, 27]]	471.0	Other non-epithelial cancer of skin	1.4	5.282e-10	1.36	5.741e-09	1.34	5.100e-08	1.34	2.376e-08	1.016e-08	nan
exm1272386	pheno_172.11	7.746e-02	0.07745	4.137e-02	[[20560, 3379, 137], [818, 209, 12]]	233.0	Melanomas of skin	1.54	2.189e-09	1.55	1.792e-09	1.54	1.034e-08	1.54	5.002e-09	1.054e-09	nan
exm1272386	pheno_172.1	7.746e-02	0.07745	4.747e-02	[[20560, 3379, 137], [952, 233, 15]]	263.0	Melanomas of skin, dx or hx	1.5	2.894e-09	1.50	2.268e-09	1.50	1.001e-08	1.50	5.061e-09	1.192e-09	nan
exm127281	pheno_353	1.329e-03	0.001329	5.744e-03	[[25891, 68], [145, 5]]	5	Nerve root and plexus disorders	12.93	5.858e-08	13.08	4.859e-08	13.13	6.420e-05	13.13	1.709e-05	6.469e-08	29.66
exm1273309	pheno_610.2	1.060e-03	0.00106	1.613e-03	[[12357, 20, 0], [18, 2, 0]]	2.0	Fibroadenosis of breast	67.05	1.165e-07	0.00	0.000e+00	65.09	5.744e-04	65.09	6.457e-05	8.884e-08	4.60
exm1277018	pheno_512.2	1.072e-01	0.1073	1.613e-02	[[15285, 3675, 206], [217, 83, 13]]	109.0	Painful respiration	1.78	8.786e-08	1.77	8.815e-08	1.77	4.645e-07	1.77	2.396e-07	5.768e-08	26655.55
exm1279195	pheno_635.3	1.717e-03	0.001716	1.370e-03	[[15256, 42, 3], [19, 1, 1]]	3.0	Placenta previa and abruptio placenta	17.44	1.33e-07	0.00	0.000e+00	48.96	4.762e-05	48.96	6.320e-06	5.980e-10	10.66
exm1279453	pheno_352.2	1.430e-03	0.001429	6.011e-03	[[25887, 75], [152, 5]]	5	Facial nerve disorders [CN7]	12.15	1.151e-07	11.82	1.487e-07	11.35	1.231e-04	11.35	3.507e-05	3.044e-07	26.23
exm1282050	pheno_703.8	2.692e-03	0.002691	1.576e-03	[[27730, 148], [40, 4]]	4	Other specified diseases of nail	19.03	3.635e-08	18.86	3.310e-08	18.74	9.672e-05	18.74	2.078e-05	5.338e-08	17.92
exm1282379	pheno_642.1	4.017e-03	0.004032	6.860e-03	[[14977, 119], [94, 8]]	8	Preeclampsia and eclampsia	13.48	3.33e-11	0.00	0.000e+00	10.71	2.165e-06	10.71	6.514e-07	5.079e-10	155.64
exm1282533	pheno_286.3	1.0
