"SNP","Lab_name","best_measure","best_P","best_OR_Beta","catalog_assoc_SNP","catalog_assoc_gene","CHR","MapInfo","gene","rsID","cases","eh_case","el_case","Mutation","MAF_W","mean_Beta","mean_P","median_Beta","median_P","first_Beta","first_P","min_Beta","min_P","max_Beta","max_P","ever_low_OR","ever_low_P","ever_high_OR","ever_high_P","Lab_cat","Lab_full_name","lab_name","cID","SNP","PUBMEDID","Study","Disease_Trait","Initial_Sample_Size","Replication_Sample_Size","Region","Chr","Chr_pos","Reported_Gene","Mapped_gene","Upstream_gene_id","Downstream_gene_id","Strongest_SNP","SNPs","Snp_id_current","Context","Intergenic","Risk_Allele_Frequency","p_value","Pvalue_mog","p_value_text","OR_or_beta_text","OR_or_beta","CI_95","Platform","CNV","tID","Date_Added_to_Catalog","continuous_trait","GWS"
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16464,"rs4420638",18262040,"LDL-cholesterol concentrations: a genome-wide association study.","LDL cholesterol","11,685 individuals","5,036 individuals","19q13.32",19,45422946,"APOC1","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.18,1E-20,20,"",.06,0.06,"[0.04-0.08] mmol/L increase","Affymetrix and Illumina [up to 461,986]","N",1305,"2008-11-25",1,1
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16500,"rs4420638",18193044,"Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.","LDL cholesterol","2,758 individuals","18,544 individuals","19q13.32",19,45422946,"APOE, APOC1, APOC4, APOC2","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.20,1E-60,60,"",.19,0.19,"[0.15-0.23] % SD higher","Affymetrix[389,878]","N",1305,"2008-11-25",1,1
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16536,"rs4420638",18193043,"Newly identified loci that influence lipid concentrations and risk of coronary artery disease.","LDL cholesterol","8,589 individuals","7,440-10,783 individuals","19q13.32",19,45422946,"APOE,APOC1,APOC4","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.18,3E-43,42.5229,"",6.61,6.61,"[NR] mg/dl higher","Illumina and Affymetrix[~2,261,000] (imputed)","N",1305,"2008-11-25",1,1
"rs599839","LDL-C","max",2.771e-18,-5.476,"Coronary heart disease || LDL cholesterol || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Metabolite levels (LDL)",NULL,1,109822166,"","rs599839",13200,6133,0,"",0.22880000,-3.797,1.788e-17,-3.646,0.000000000000001568,-4.433,0.00000000000001533,-2.719,0.000000006993,-5.476,2.771e-18,1.00,1,0.81,0.000000000007315,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16463,"rs599839",18262040,"LDL-cholesterol concentrations: a genome-wide association study.","LDL cholesterol","11,685 individuals","5,036 individuals","1p13.3",1,109822166,"CELSR2,PSRC1","PSRC1",NULL,NULL,"rs599839-G","rs599839",599839,"nearGene-3",0,0.19,1E-33,33,"",.16,0.16,"[0.14-0.18] mmol/L decrease","Affymetrix and Illumina [up to 461,986]","N",1305,"2008-11-25",1,1
"rs599839","LDL-C","max",2.771e-18,-5.476,"Coronary heart disease || LDL cholesterol || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Metabolite levels (LDL)",NULL,1,109822166,"","rs599839",13200,6133,0,"",0.22880000,-3.797,1.788e-17,-3.646,0.000000000000001568,-4.433,0.00000000000001533,-2.719,0.000000006993,-5.476,2.771e-18,1.00,1,0.81,0.000000000007315,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16532,"rs599839",18193043,"Newly identified loci that influence lipid concentrations and risk of coronary artery disease.","LDL cholesterol","8,589 individuals","7,440-10,783 individuals","1p13.3",1,109822166,"CELSR2,PSRC1,SORT1","PSRC1",NULL,NULL,"rs599839-A","rs599839",599839,"nearGene-3",0,0.77,6E-33,32.2218,"",5.48,5.48,"[NR] mg/dl higher","Illumina and Affymetrix[~2,261,000] (imputed)","N",1305,"2008-11-25",1,1
"rs599839","LDL-C","max",2.771e-18,-5.476,"Coronary heart disease || LDL cholesterol || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Metabolite levels (LDL)",NULL,1,109822166,"","rs599839",13200,6133,0,"",0.22880000,-3.797,1.788e-17,-3.646,0.000000000000001568,-4.433,0.00000000000001533,-2.719,0.000000006993,-5.476,2.771e-18,1.00,1,0.81,0.000000000007315,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16548,"rs599839",18179892,"Genome-wide association study identifies genes for biomarkers of cardiovascular disease: serum urate and dyslipidemia.","LDL cholesterol","1,955 hypertensive individuals","2,033 individuals in 519 families; 1,461 twins (1/pair selected randomly)","1p13.3",1,109822166,"CELSR2,PSRC1","PSRC1",NULL,NULL,"rs599839-G","rs599839",599839,"nearGene-3",0,0.24,1E-7,7,"",.95,0.95,"[0.93-0.97]","Affymetrix[400,496]","N",1305,"2008-11-25",1,0
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",482,"rs4420638",24097068,"Discovery and refinement of loci associated with lipid levels.","LDL cholesterol","94,595 European ancestry individuals","93,982 European ancestry individuals","19q13.32",19,45422946,"APOE","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.19,2E-178,177.699,"",.23,0.23,"[NR] unit increase","NR (Imputed)","N",1305,"2014-05-12",1,1
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",12565,"rs4420638",20864672,"Genetic variants influencing circulating lipid levels and risk of coronary artery disease.","LDL cholesterol","up to 17,243 white European descent individuals","up to 37,774 white European descent individuals, up to 9,665 Indian Asian individuals","19q13.32",19,45422946,"APOE,APOC1,APOC4,APOC2","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.18,2E-40,39.699,"",.06,0.06,"[0.05-0.07] unit increase","Affymetrix, Illumina & Perlegen [2,155,369] (imputed)","N",1305,"2010-10-17",1,1
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",12907,"rs4420638",20686565,"Biological, clinical and population relevance of 95 loci for blood lipids.","LDL cholesterol","Up to 95,454 European descent individuals",NULL,"19q13.32",19,45422946,"APOE,APOC1,APOC2","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.17,9E-147,146.046,"",7.14,7.14,"[6.57-7.71] mg/dL increase","Affymetrix, Illumina & Perlegen [~2.6 million] (imputed)","N",1305,"2012-01-25",1,1
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",15716,"rs4420638",19060906,"Common variants at 30 loci contribute to polygenic dyslipidemia.","LDL cholesterol","19,840 individuals","Up to 20,623 individuals","19q13.32",19,45422946,"APOE, APOC1, APOC4, APOC2","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.16,4E-27,26.3979,"",.29,0.29,"[0.17-0.41] s.d. increase","Affymetrix and Illumina [~2,600,000] (imputed)","N",1305,"2009-01-12",1,1
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16040,"rs4420638",18802019,"Common SNPs in HMGCR in micronesians and whites associated with LDL-cholesterol levels affect alternative splicing of exon13.","LDL cholesterol","2,346 Micronesian individuals","1,464 European ancestry cases,1,467 European ancestry controls","19q13.32",19,45422946,"APOE, APOC1, APOC4, APOC2","APOC1",NULL,NULL,"rs4420638-?","rs4420638",4420638,"nearGene-3",0,"NR",2E-7,6.69897,"","NR",NULL,"NR","Affymetrix [~500,000]","N",1305,"2008-12-09",1,0
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16464,"rs4420638",18262040,"LDL-cholesterol concentrations: a genome-wide association study.","LDL cholesterol","11,685 individuals","5,036 individuals","19q13.32",19,45422946,"APOC1","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.18,1E-20,20,"",.06,0.06,"[0.04-0.08] mmol/L increase","Affymetrix and Illumina [up to 461,986]","N",1305,"2008-11-25",1,1
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16500,"rs4420638",18193044,"Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.","LDL cholesterol","2,758 individuals","18,544 individuals","19q13.32",19,45422946,"APOE, APOC1, APOC4, APOC2","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.20,1E-60,60,"",.19,0.19,"[0.15-0.23] % SD higher","Affymetrix[389,878]","N",1305,"2008-11-25",1,1
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16536,"rs4420638",18193043,"Newly identified loci that influence lipid concentrations and risk of coronary artery disease.","LDL cholesterol","8,589 individuals","7,440-10,783 individuals","19q13.32",19,45422946,"APOE,APOC1,APOC4","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.18,3E-43,42.5229,"",6.61,6.61,"[NR] mg/dl higher","Illumina and Affymetrix[~2,261,000] (imputed)","N",1305,"2008-11-25",1,1
"rs562338","LDL-C","max",0.00000005194,-3.67,"LDL cholesterol",NULL,2,21288321,"","rs562338",13200,6133,0,"",0.18080000,-2.292,0.000001744,-2.199,0.00000755,-2.763,0.000008138,-1.383,0.006044,-3.67,0.00000005194,1.00,1,0.89,0.0002309,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16465,"rs562338",18262040,"LDL-cholesterol concentrations: a genome-wide association study.","LDL cholesterol","11,685 individuals","5,036 individuals","2p24.1",2,21288321,"APOB","APOB - KLHL29",338,114818,"rs562338-T","rs562338",562338,"Intergenic",1,0.20,1E-9,9,"",.04,0.04,"[0.02-0.06] mmol/L decrease","Affymetrix and Illumina [up to 461,986]","N",1305,"2008-11-25",1,1
"rs562338","LDL-C","max",0.00000005194,-3.67,"LDL cholesterol",NULL,2,21288321,"","rs562338",13200,6133,0,"",0.18080000,-2.292,0.000001744,-2.199,0.00000755,-2.763,0.000008138,-1.383,0.006044,-3.67,0.00000005194,1.00,1,0.89,0.0002309,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16537,"rs562338",18193043,"Newly identified loci that influence lipid concentrations and risk of coronary artery disease.","LDL cholesterol","8,589 individuals","7,440-10,783 individuals","2p24.1",2,21288321,"APOB","APOB - KLHL29",338,114818,"rs562338-G","rs562338",562338,"Intergenic",1,0.82,6E-22,21.2218,"",4.89,4.89,"[NR] mg/dl higher","Illumina and Affymetrix[~2,261,000] (imputed)","N",1305,"2008-11-25",1,1
"rs646776","LDL-C","max",5.915e-21,-5.958,"Coronary heart disease || LDL cholesterol || Myocardial infarction (early onset) || Lipid metabolism phenotypes (APOB.assay, fasting) || Progranulin levels || Cholesterol, total || Lipid metabolism phenotypes (LDL.total, whole) || Lipid metabolism phenotypes (APOB.assay, whole) || Response to statin therapy (chol, sum) || Lipid metabolism phenotypes (LDL.total, fasting)",NULL,1,109818530,"","rs646776",13200,6133,0,"",0.22140000,-4.05,2.789e-19,-3.897,3.446e-17,-4.721,5.558e-16,-2.784,0.000000004412,-5.958,5.915e-21,1.00,1,0.80,0.0000000000002182,"Lipids","LDL CHOLESTEROL CALC","LDL-C",15679,"rs646776",19060911,"Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.","LDL cholesterol","17,797 individuals","NR","1p13.3",1,109818530,"CELSR2","CELSR2",NULL,NULL,"rs646776-G","rs646776",646776,"nearGene-3",0,0.22,8E-23,22.0969,"",.16,0.16,"[NR] s.d. decrease","Illumina and Affymetrix [up to 600,000]","N",1305,"2009-01-12",1,1
"rs646776","LDL-C","max",5.915e-21,-5.958,"Coronary heart disease || LDL cholesterol || Myocardial infarction (early onset) || Lipid metabolism phenotypes (APOB.assay, fasting) || Progranulin levels || Cholesterol, total || Lipid metabolism phenotypes (LDL.total, whole) || Lipid metabolism phenotypes (APOB.assay, whole) || Response to statin therapy (chol, sum) || Lipid metabolism phenotypes (LDL.total, fasting)",NULL,1,109818530,"","rs646776",13200,6133,0,"",0.22140000,-4.05,2.789e-19,-3.897,3.446e-17,-4.721,5.558e-16,-2.784,0.000000004412,-5.958,5.915e-21,1.00,1,0.80,0.0000000000002182,"Lipids","LDL CHOLESTEROL CALC","LDL-C",15737,"rs646776",19060910,"Genome-wide association analysis of metabolic traits in a birth cohort from a founder population.","LDL cholesterol","4,763 individuals","NR","1p13.3",1,109818530,"CELSR2, PSRC1, SORT1","CELSR2",NULL,NULL,"rs646776-G","rs646776",646776,"nearGene-3",0,0.21,2E-12,11.699,"",.16,0.16,"[0.11-0.20] mmol/l decrease","Illumina [329,091]","N",1305,"2009-01-12",1,1
"rs646776","LDL-C","max",5.915e-21,-5.958,"Coronary heart disease || LDL cholesterol || Myocardial infarction (early onset) || Lipid metabolism phenotypes (APOB.assay, fasting) || Progranulin levels || Cholesterol, total || Lipid metabolism phenotypes (LDL.total, whole) || Lipid metabolism phenotypes (APOB.assay, whole) || Response to statin therapy (chol, sum) || Lipid metabolism phenotypes (LDL.total, fasting)",NULL,1,109818530,"","rs646776",13200,6133,0,"",0.22140000,-4.05,2.789e-19,-3.897,3.446e-17,-4.721,5.558e-16,-2.784,0.000000004412,-5.958,5.915e-21,1.00,1,0.80,0.0000000000002182,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16497,"rs646776",18193044,"Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.","LDL cholesterol","2,758 individuals","18,544 individuals","1p13.3",1,109818530,"CELSR2,PSRC1,SORT1","CELSR2",NULL,NULL,"rs646776-C","rs646776",646776,"nearGene-3",0,0.24,3E-29,28.5229,"",.16,0.16,"[0.14-0.18] % SD lower","Affymetrix[389,878]","N",1305,"2008-11-25",1,1
"rs16996148","LDL-C","ever_high",0.00477,0.8794,"LDL cholesterol || Triglycerides",NULL,19,19658472,"","rs16996148",13200,6133,0,"",0.08226000,-1.06,0.1209,-1.131,0.1058,-0.9293,0.292,-0.7495,0.2961,-1.452,0.1304,1.00,1,0.88,0.00477,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16498,"rs16996148",18193044,"Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.","LDL cholesterol","2,758 individuals","18,544 individuals","19p13.11",19,19658472,"CILP2, PBX4","CILP2 - PHF5CP",148113,450232,"rs16996148-T","rs16996148",16996148,"Intergenic",1,0.10,3E-8,7.52288,"",.10,0.10,"[0.06-0.14] % SD lower","Affymetrix[389,878]","N",1305,"2008-11-25",1,1
"rs16996148","LDL-C","ever_high",0.00477,0.8794,"LDL cholesterol || Triglycerides",NULL,19,19658472,"","rs16996148",13200,6133,0,"",0.08226000,-1.06,0.1209,-1.131,0.1058,-0.9293,0.292,-0.7495,0.2961,-1.452,0.1304,1.00,1,0.88,0.00477,"Lipids","LDL CHOLESTEROL CALC","LDL-C",16538,"rs16996148",18193043,"Newly identified loci that influence lipid concentrations and risk of coronary artery disease.","LDL cholesterol","8,589 individuals","7,440-10,783 individuals","19p13.11",19,19658472,"NCAN,CILP2","CILP2 - PHF5CP",148113,450232,"rs16996148-G","rs16996148",16996148,"Intergenic",1,0.89,3E-9,8.52288,"",3.32,3.32,"[NR] mg/dl higher","Illumina and Affymetrix[~2,261,000] (imputed)","N",1305,"2008-11-25",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"LDL-C",15680,"rs693",19060911,"Loci influencing lipid levels and coronary heart disease risk in 16 European population cohorts.","LDL cholesterol","17,797 individuals","NR","2p24.1",2,21232195,"APOB","APOB",NULL,NULL,"rs693-G","rs693",693,"cds-synon",0,0.52,4E-17,16.3979,"",.10,0.10,"[NR] s.d. decrease","Illumina and Affymetrix [up to 600,000]","N",1305,"2009-01-12",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"LDL-C",15739,"rs693",19060910,"Genome-wide association analysis of metabolic traits in a birth cohort from a founder population.","LDL cholesterol","4,763 individuals","NR","2p24.1",2,21232195,"APOB","APOB",NULL,NULL,"rs693-A","rs693",693,"cds-synon",0,0.41,3E-11,10.5229,"",.12,0.12,"[0.09-0.16] mmol/l increase","Illumina [329,091]","N",1305,"2009-01-12",1,1
NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"LDL-C",16499,"rs693",18193044,"Six new loci associated with blood low-density lipoprotein cholesterol, high-density lipoprotein cholesterol or triglycerides in humans.","LDL cholesterol","2,758 individuals","18,544 individuals","2p24.1",2,21232195,"APOB","APOB",NULL,NULL,"rs693-A","rs693",693,"cds-synon",0,0.48,1E-21,21,"",.12,0.12,"[0.10-0.14] % SD higher","Affymetrix[389,878]","N",1305,"2008-11-25",1,1
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",482,"rs4420638",24097068,"Discovery and refinement of loci associated with lipid levels.","LDL cholesterol","94,595 European ancestry individuals","93,982 European ancestry individuals","19q13.32",19,45422946,"APOE","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.19,2E-178,177.699,"",.23,0.23,"[NR] unit increase","NR (Imputed)","N",1305,"2014-05-12",1,1
"rs4420638","LDL-C","mean",2.22e-21,4.607,"Alzheimer's disease (age of onset) || Alzheimer's disease || C-reactive protein || LDL cholesterol || HDL cholesterol || Alzheimer's disease (late onset) || Quantitative traits (CRP) || Age-related macular degeneration || Cholesterol, total || Quantitative traits (TC) || Lipoprotein-associated phospholipase A2 activity and mass (activity) || Cognitive decline || Triglycerides (LDL) || Lipid traits (LDL-C) || Quantitative traits (TG) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Longevity",NULL,19,45422946,"","rs4420638",13200,6133,0,"",0.18010000,4.607,2.22e-21,4.581,3.181e-20,4.877,0.000000000000007671,4.106,8.438e-16,5.244,0.00000000000001636,1.00,1,1.27,0.0000000000003103,"Lipids","LDL CHOLESTEROL CALC","LDL-C",12565,"rs4420638",20864672,"Genetic variants influencing circulating lipid levels and risk of coronary artery disease.","LDL cholesterol","up to 17,243 white European descent individuals","up to 37,774 white European descent individuals, up to 9,665 Indian Asian individuals","19q13.32",19,45422946,"APOE,APOC1,APOC4,APOC2","APOC1",NULL,NULL,"rs4420638-G","rs4420638",4420638,"nearGene-3",0,0.18,2E-40,39.699,"",.06,0.06,"[0.05-0.07] unit increase","Affymetrix, Illumina & Perlegen [2,155,369] (imputed)","N",1305,"2010-10-17",1,1
