"cID","SNP","PUBMEDID","Study","Disease_Trait","Initial_Sample_Size","Replication_Sample_Size","Region","Chr","Chr_pos","Reported_Gene","Mapped_gene","Upstream_gene_id","Downstream_gene_id","Strongest_SNP","SNPs","Snp_id_current","Context","Intergenic","Risk_Allele_Frequency","p_value","Pvalue_mog","p_value_text","OR_or_beta_text","OR_or_beta","CI_95","Platform","CNV","tID","Date_Added_to_Catalog","continuous_trait","GWS","tID","trait","match_available","jd_code","lab_available","lab_name","good_match"
14933,"rs2736100",19578367,"Genome-wide association study identifies five susceptibility loci for glioma.","Glioma","1,878 cases, 3,670 controls","2,545 cases, 2,953 controls","5p15.33",5,1286516,"TERT","TERT",NULL,NULL,"rs2736100-G","rs2736100",2736100,"intron",0,0.49,2E-17,16.699,"",1.27,1.27,"[1.19-1.37]","Illumina [454,576]","N",919,"2009-07-12",0,1,1070,"Glioma",1,191.11,NULL,NULL,NULL
11102,"rs1494961",21437268,"A genome-wide association study of upper aerodigestive tract cancers conducted within the INHANCE consortium.","Upper aerodigestive tract cancers","2,091 European ancestry cases, 8,334 European ancestry controls","8,744 European ancestry cases, 11,982 European ancestry controls","4q21.23",4,84374480,"HEL308, ADH, FAM175A","HELQ",NULL,NULL,"rs1494961-C","rs1494961",1494961,NULL,0,0.49,1E-8,8,"",1.12,1.12,"[1.08-1.17]","Illumina [294,620]","N",2660,"2011-04-13",0,1,1142,"Upper aerodigestive tract cancers",1,150,NULL,NULL,NULL
2539,"rs10875976",23563607,"Genome-wide meta-analysis identifies 11 new loci for anthropometric traits and provides insights into genetic architecture.","Obesity","93,015 European ancestry overweight individuals, 32,858 European ancestry individuals with class I obesity, 9,889 European ancestry individuals with class II obesity, 2,896 European ancestry individuals with class III obesity, up to 65,840 European ancestry controls","65,332 European ancestry overweight individuals, 22,373 European ancestry individuals with class I obesity, 5,476 European ancestry individuals with class II obesity, 1,162 European ancestry individuals with class III obesity, up to 39,294 European ancestry controls","12q13.12",12,50226467,"LOC144233","BCDIN3D-AS1",NULL,NULL,"rs10875976-A","rs10875976",10875976,"intron",0,0.49,2E-10,9.69897,"(Overweight)",1.04,1.04,"[NR]","Illumina & Affymetrix [~2.8 millions] (Imputed)","N",1715,"2013-09-12",0,1,1457,"Obesity",1,278.1,NULL,NULL,NULL
13248,"rs2736100",20543847,"Variants near DMRT1, TERT and ATF7IP are associated with testicular germ cell cancer.","Testicular germ cell cancer","979 European ancestry cases, 4,947 European ancestry controls","664 European ancestry cases, 3,456 European ancestry controls","5p15.33",5,1286516,"TERT","TERT",NULL,NULL,"rs2736100-T","rs2736100",2736100,"intron",0,0.49,8E-15,14.0969,"",1.33,1.33,"[1.18-1.50]","Illumina [298,782]","N",2571,"2010-07-12",0,1,1887,"Testicular germ cell cancer",1,187.2,NULL,NULL,NULL
11107,"rs2412971",21399633,"Genome-wide association study identifies susceptibility loci for IgA nephropathy.","Nephropathy","1,194 Chinese ancestry cases, 902 Chinese ancestry controls","712 Chinese ancestry cases, 748 Chinese ancestry controls, 1,238 European ancestry cases, 1,172 European ancestry controls","22q12.2",22,30494371,"HORMAD2, MTMR3, LIF, OSM","HORMAD2",NULL,NULL,"rs2412971-?","rs2412971",2412971,"intron",0,"0.49 (EA)",2E-9,8.69897,"",1.25,1.25,"[NR]","Illumina [498,322]","N",1665,"2011-04-12",0,1,1669,"Nephropathy",1,580.32,NULL,NULL,NULL
6422,"rs4409764",23128233,"Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.","Inflammatory bowel disease","12,924 European ancestry cases, 21,442 European ancestry controls","25,683 European ancestry cases, 17,015 European ancestry controls","10q24.2",10,101284237,"NKX2-3","GOT1 - NKX2-3",2805,159296,"rs4409764-T","rs4409764",4409764,"Intergenic",1,0.491,1E-54,54,"",1.18,1.18,"[1.149-1.217]","Affymetrix & Illumina [1.23 million](imputed)","N",1232,"2013-02-12",0,1,333,"Inflammatory bowel disease",1,555,NULL,NULL,NULL
11816,"rs4409764",21102463,"Genome-wide meta-analysis increases to 71 the number of confirmed Crohn's disease susceptibility loci.","Crohn's disease","6,333 European ancestry cases, 15,056 European ancestry controls","15,694 European ancestry cases, 14,026 European ancestry controls, 414 European ancestry parent-offspring trios","10q24.2",10,101284237,"NKX2-3","GOT1 - NKX2-3",2805,159296,"rs4409764-T","rs4409764",4409764,"Intergenic",1,0.492,2E-20,19.699,"",1.22,1.22,"[1.17-1.27]","Affymetrix & Illumina [953,241] (imputed)","N",665,"2012-10-19",0,1,1,"Crohn's disease",1,555.1,NULL,NULL,NULL
7198,"rs2736100",22886559,"Genome-wide association study of glioma and meta-analysis.","Glioma","1,856 European ancestry cases, 4,955 European ancestry controls","5,015 European ancestry cases, 11,601 European ancestry controls","5p15.33",5,1286516,"TERT","TERT",NULL,NULL,"rs2736100-G","rs2736100",2736100,"intron",0,0.494,4E-9,8.39794,"",1.30,1.30,"[1.19-1.41]","Illumina [559,977]","N",919,"2012-10-09",0,1,1070,"Glioma",1,191.11,NULL,NULL,NULL
6474,"rs17229285",23128233,"Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.","Ulcerative colitis","Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls","2q33.1",2,199523122,"Intergenic","PLCL1 - SATB2",5334,23314,"rs17229285-C","rs17229285",17229285,"Intergenic",1,0.496,2E-13,12.699,"",1.12,1.12,"[1.079-1.157]","Affymetrix & Illumina [1.23 million] (imputed)","N",2656,"2013-02-12",0,1,181,"Ulcerative colitis",1,555.2,NULL,NULL,NULL
6349,"rs864745",23128233,"Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.","Crohn's disease","Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls","Up to 25,683 European ancestry cases, up to 17,015 European ancestry controls","7p15.1",7,28180556,"CREB5,JAZF1","JAZF1",NULL,NULL,"rs864745-T","rs864745",864745,"intron",0,0.497,4E-9,8.39794,"",1.09,1.09,"[1.052-1.123]","Affyemtrix & Illumina [1.23 million] (imputed)","N",665,"2013-02-12",0,1,1,"Crohn's disease",1,555.1,NULL,NULL,NULL
2691,"rs7141529",23535732,"Identification of 23 new prostate cancer susceptibility loci using the iCOGS custom genotyping array.","Prostate cancer","11,085 European ancestry cases, 11,463 European ancestry controls","19,662 European ancestry cases, 19,715 European ancestry controls","14q24.1",14,69126744,"ACTN1, RAD51B, ZFP36L1","PPIAP6 - RPL12P7",319128,326275,"rs7141529-G","rs7141529",7141529,"Intergenic",1,0.5,3E-10,9.52288,"",1.09,1.09,"[1.06-1.12]","Illumina [~2.6 million] (Imputed)","N",2025,"2013-09-16",0,1,177,"Prostate cancer",1,185,NULL,NULL,NULL
11423,"rs2155219",21297633,"Meta-analysis identifies 29 additional ulcerative colitis risk loci, increasing the number of confirmed associations to 47.","Ulcerative colitis","6,687 European ancestry cases, 19,718 European ancestry controls","9,628 European ancestry cases, 12,917 European ancestry controls","11q13.5",11,76299194,"Intergenic","C11orf30 - LRRC32",56946,2615,"rs2155219-T","rs2155219",2155219,"Intergenic",1,0.5,5E-16,15.301,"",1.13,1.13,"[1.08-1.17]","Affymetrix & Illumina [~1.1 million] (imputed)","N",2656,"2011-03-29",0,1,181,"Ulcerative colitis",1,555.2,NULL,NULL,NULL
8263,"rs790356",22544364,"A genome-wide association study identifies susceptibility loci for Wilms tumor.","Wilms tumor","757 European ancestry cases, 1,879 European ancestry controls","1,488 European ancestry cases, 3,851 European ancestry controls","11q14.1",11,83620787,"DLG2","DLG2",NULL,NULL,"rs790356-G","rs790356",790356,"intron",0,0.5,4E-15,14.3979,"",1.28,1.28,"[1.17-1.39]","Illumina [599,255]","N",2772,"2012-07-13",0,1,294,"Wilms tumor",1,189.11,NULL,NULL,NULL
4886,"rs6983267",23266556,"Identification of Genetic Susceptibility Loci for Colorectal Tumors in a Genome-Wide Meta-analysis.","Colorectal cancer","12,696 European ancestry colorectal tumor cases, and 15,113 European ancestry controls","958 European ancestry colorectal tumor cases, up to 2,098 East Asian ancestry colorectal tumor cases, 909 European ancestry controls, up to 5,749 East Asian ancestry controls","8q24.21",8,128413305,"MYC","SRRM1P1 - POU5F1B",401475,5462,"rs6983267-G","rs6983267",6983267,"Intergenic",1,0.5,1E-11,11,"",1.13,1.13,"[1.09-1.18]","Illumina & Affymetrix [2,708,280] imputed","N",602,"2013-02-19",0,1,328,"Colorectal cancer",1,153,NULL,NULL,NULL
4677,"rs7903146",23300278,"Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.","Type 2 diabetes","842 Punjabi Sikh cases, 774 Punjabi Sikh controls","up to 2,512 Punjabi Sikh cases and 3,201 Punjabi Sikh controls; up to 2,569 non-Sikh Punjabi cases and 3,024 non-Sikh Punjabi controls; up to 13,559 other South Asian cases and 20,822 other South Asian controls; up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls; up to 8,130 European ancestry cases and 38,987 European ancestry controls","10q25.2",10,114758349,"TCF7L2","TCF7L2",NULL,NULL,"rs7903146-T","rs7903146",7903146,"intron",0,0.5,9E-75,74.0458,"(South Asian, East Asian, Europeans)",1.19,1.19,"[1.17 - 1.21]","Illumina [1,232,008] (imputed)","N",2648,"2013-03-27",0,1,356,"Type 2 diabetes",1,250.2,NULL,NULL,NULL
4678,"rs1470579",23300278,"Genome-wide association study identifies a novel locus contributing to type 2 diabetes susceptibility in Sikhs of Punjabi origin from India.","Type 2 diabetes","842 Punjabi Sikh cases, 774 Punjabi Sikh controls","up to 2,512 Punjabi Sikh cases and 3,201 Punjabi Sikh controls; up to 2,569 non-Sikh Punjabi cases and 3,024 non-Sikh Punjabi controls; up to 13,559 other South Asian cases and 20,822 other South Asian controls; up to 16,746 East Asian ancestry cases and 16,961 East Asian ancestry controls; up to 8,130 European ancestry cases and 38,987 European ancestry controls","3q27.2",3,185529080,"IGF2BP2","IGF2BP2",NULL,NULL,"rs1470579-C","rs1470579",1470579,"intron",0,0.5,2E-19,18.699,"(South Asian, East Asian, Europeans)",1.08,1.08,"[1.05-1.09]","Illumina [1,232,008] (imputed)","N",2648,"2013-03-27",0,1,356,"Type 2 diabetes",1,250.2,NULL,NULL,NULL
10681,"rs4711751",21665990,"Common variants near FRK/COL10A1 and VEGFA are associated with advanced age-related macular degeneration.","Age-related macular degeneration","2,594 European ancestry cases, 4,134 European ancestry controls","5,640 cases, 52,174 controls","6p21.1",6,43828582,"VEGFA","VEGFA - C6orf223",7422,221416,"rs4711751-T","rs4711751",4711751,"Intergenic",1,0.50,9E-9,8.04576,"",1.15,1.15,"[NR]","Affymetrix [6,036,699] (imputed)","N",96,"2011-06-29",0,1,34,"Age-related macular degeneration",1,362.2,NULL,NULL,NULL
10968,"rs10034228",21505071,"A genome-wide association study reveals association between common variants in an intergenic region of 4q25 and high-grade myopia in the Chinese Han population.","Myopia (pathological)","102 Han Chinese cases, 335 Han Chinese controls","2,891 Han Chinese cases, 10,071 Han Chinese controls","4q25",4,112611750,"MYP11","RPL36AP23 - CCDC34P1",729075,100288584,"rs10034228-?","rs10034228",10034228,"Intergenic",1,0.50,8E-13,12.0969,"",1.23,1.23,"[1.16-1.32]","Affymetrix [681,783]","N",1639,"2011-05-13",0,1,37,"Myopia (pathological)",1,360.2,NULL,NULL,NULL
9724,"rs539514",21980299,"A genome-wide meta-analysis of six type 1 diabetes cohorts identifies multiple associated loci.","Type 1 diabetes","9,934 European ancestry cases, 16,956 European ancestry controls","1,120 European ancestry affected trios","13q22.2",13,76326282,"LMO7","LMO7",NULL,NULL,"rs539514-?","rs539514",539514,"intron",0,0.50,6E-11,10.2218,"",1.43,1.43,"[NR]","Affymetrix & Illumina [~2.54 million] (imputed)","N",2627,"2011-10-26",0,1,49,"Type 1 diabetes",1,250.1,NULL,NULL,NULL
15139,"rs7020673",19430480,"Genome-wide association study and meta-analysis find that over 40 loci affect risk of type 1 diabetes.","Type 1 diabetes","7,514 cases, 9,045 controls","4,267 cases, 4,670 controls, 4,342 trios","9p24.2",9,4291747,"GLIS3","GLIS3",NULL,NULL,"rs7020673-?","rs7020673",7020673,"intron",0,0.50,5E-12,11.301,"",1.14,1.14,"[1.08-1.20]","Affymetrix & Illumina [841,622] (imputed)","N",2627,"2009-06-01",0,1,49,"Type 1 diabetes",1,250.1,NULL,NULL,NULL
15146,"rs2290400",19430480,"Genome-wide association study and meta-analysis find that over 40 loci affect risk of type 1 diabetes.","Type 1 diabetes","7,514 cases, 9,045 controls","4,267 cases, 4,670 controls, 4,342 trios","17q12",17,38066240,"ORMDL3","GSDMB",NULL,NULL,"rs2290400-?","rs2290400",2290400,"intron",0,0.50,6E-13,12.2218,"",1.15,1.15,"[1.08-1.22]","Affymetrix & Illumina [841,622] (imputed)","N",2627,"2009-06-01",0,1,49,"Type 1 diabetes",1,250.1,NULL,NULL,NULL
16930,"rs13387042",17529974,"Common variants on chromosomes 2q35 and 16q12 confer susceptibility to estrogen receptor-positive breast cancer.","Breast cancer","1,599 cases,11,546 controls","2,934 cases,5,967 controls","2q35",2,217905832,"Intergenic","TNP1 - RPL7L1P9",7141,100128899,"rs13387042-A","rs13387042",13387042,"Intergenic",1,0.50,1E-13,13,"",1.20,1.20,"[1.14-1.26]","Illumina[311,524]","N",437,"2008-11-25",0,1,85,"Breast cancer",1,174.11,NULL,NULL,NULL
16988,"rs6983267",17401363,"Genome-wide association study of prostate cancer identifies a second risk locus at 8q24.","Prostate cancer","1,172 cases,1,157 controls","3,124 cases,3,142 controls","8q24.21",8,128413305,"Intergenic","SRRM1P1 - POU5F1B",401475,5462,"rs6983267-G","rs6983267",6983267,"Intergenic",1,0.50,9E-13,12.0458,"",1.26,1.26,"[1.13-1.41]","Illumina[538,548]","N",2025,"2008-11-25",0,1,177,"Prostate cancer",1,185,NULL,NULL,NULL
6229,"rs9387478",23143601,"Genome-wide association analysis identifies new lung cancer susceptibility loci in never-smoking women in Asia.","Lung cancer","5,510 East Asian ancestry cases, 4,544 East Asian ancestry controls","1,099 East Asian ancestry cases, 2,913 East Asian ancestry controls","6q22.1",6,117786180,"ROS1, DCBLD1","ROS1 - DCBLD1",6098,285761,"rs9387478-C","rs9387478",9387478,"Intergenic",1,0.50,4E-10,9.39794,"",1.18,1.18,"[1.11-1.23]","Illumina [596,032]","N",1395,"2013-02-01",0,1,215,"Lung cancer",1,165.1,NULL,NULL,NULL
13757,"rs653178",20190752,"Multiple common variants for celiac disease influencing immune gene expression.","Celiac disease","4,533 European descent cases, 10,750 European descent controls","4,918 European descent cases, 5,684 European descent controls","12q24.12",12,112007756,"SH2B3","ATXN2",NULL,NULL,"rs653178-G","rs653178",653178,"intron",0,0.50,7E-21,20.1549,"",1.20,1.20,"[1.15-1.24]","Illumina [292,387]","N",516,"2010-03-29",0,1,304,"Celiac disease",1,557.1,NULL,NULL,NULL
16842,"rs10505477",17618283,"Genome-wide association scan identifies a colorectal cancer susceptibility locus on chromosome 8q24.","Colorectal cancer","1,257 cases,1,336 controls","6,223 cases,6,443 controls","8q24.21",8,128407443,"ORF DQ515897","SRRM1P1 - POU5F1B",401475,5462,"rs10505477-A","rs10505477",10505477,"Intergenic",1,0.50,3E-11,10.5229,"",1.17,1.17,"[1.12-1.23]","Illumina and Affymetrix[99,632]","N",602,"2008-11-25",0,1,328,"Colorectal cancer",1,153,NULL,NULL,NULL
1361,"rs9388451",23872634,"Common variants at SCN5A-SCN10A and HEY2 are associated with Brugada syndrome, a rare disease with high risk of sudden cardiac death.","Brugada syndrome","312 European ancestry cases, 1,115 European ancestry controls","594 European ancestry cases, 806 European ancestry controls, 208 Japanese ancestry cases, 1,1016 Japanese controls","6q22.31",6,126090377,"HEY2, NCOA7","HEY2 - NCOA7",23493,135112,"rs9388451-C","rs9388451",9388451,"Intergenic",1,0.50,5E-17,16.301,"",1.58,1.58,"[1.42-1.75]","Affymetrix [360,149]","N",458,"2014-01-22",0,1,344,"Brugada syndrome",1,747.1,NULL,NULL,NULL
16400,"rs864745",18372903,"Meta-analysis of genome-wide association data and large-scale replication identifies additional susceptibility loci for type 2 diabetes.","Type 2 diabetes","4,549 cases,5,579 controls","24,194 cases,55,598 controls","7p15.1",7,28180556,"JAZF1","JAZF1",NULL,NULL,"rs864745-T","rs864745",864745,"intron",0,0.50,5E-14,13.301,"",1.10,1.10,"[1.07-1.13]","Affymetrix and Illumina[2,202,892](imputed)","N",2634,"2008-11-25",0,1,356,"Type 2 diabetes",1,250.2,NULL,NULL,NULL
16051,"rs6457620",18794853,"Common variants at CD40 and other loci confer risk of rheumatoid arthritis.","Rheumatoid arthritis","3,393 cases,12,460 controls","3,929 cases,5,807 controls","6p21.32",6,32663999,"HLA-DRB1","HLA-DQB1 - MTCO3P1",3119,404026,"rs6457620-?","rs6457620",6457620,"Intergenic",1,0.50,4E-186,185.398,"",2.55,2.55,"[2.40-2.71]","Illumina[818,728]Affymetrix[~340,000](imputed)","N",2384,"2008-11-25",0,1,416,"Rheumatoid arthritis",1,714.1,NULL,NULL,NULL
10470,"rs6457617",21750679,"Genome-wide scan identifies TNIP1, PSORS1C1, and RHOB as novel risk loci for systemic sclerosis.","Systemic sclerosis","564 European ancestry cases, 1,776 European ancestry controls","1,682 European ancestry cases, 3,926 European ancestry controls","6p21.32",6,32663851,"HLA, DQB1","HLA-DQB1 - MTCO3P1",3119,404026,"rs6457617-T","rs6457617",6457617,"Intergenic",1,0.50,2E-37,36.699,"",1.61,1.61,"[1.49-1.72]","Illumina [489,814]","N",2546,"2011-08-03",0,1,418,"Systemic sclerosis",1,709.3,NULL,NULL,NULL
10264,"rs404860",21804548,"Genome-wide association study identifies three new susceptibility loci for adult asthma in the Japanese population.","Asthma","1,532 Japanese ancestry cases, 3,304 Japanese ancestry controls","5,639 Japanese ancestry cases, 24,608 Japanese ancestry controls","6p21.32",6,32184345,"NOTCH4","NOTCH4",NULL,NULL,"rs404860-A","rs404860",404860,"intron",0,0.50,4E-23,22.3979,"",1.21,1.21,"[1.16-1.25]","Illumina [458,847]","N",217,"2011-08-27",0,1,502,"Asthma",1,495,NULL,NULL,NULL
14528,"rs2736100",19836008,"A genome-wide association study of lung cancer identifies a region of chromosome 5p15 associated with risk for adenocarcinoma.","Lung adenocarcinoma","5,739 European descent cases, 5,848 European descent controls","7,561 European descent cases, 13,818 European descent controls","5p15.33",5,1286516,"TERT","TERT",NULL,NULL,"rs2736100-G","rs2736100",2736100,"intron",0,0.50,2E-10,9.69897,"",1.12,1.12,"[1.08-1.16]","Illumina [515,922]","N",1393,"2009-11-09",0,1,539,"Lung adenocarcinoma",1,165.1,NULL,NULL,NULL
16206,"rs6939340",18463370,"Chromosome 6p22 locus associated with clinically aggressive neuroblastoma.","Neuroblastoma","1,032 cases,2,043 controls","720 cases,2,128 controls","6p22.3",6,22140004,"FLJ22536, FLJ44180","LINC00340;LOC729177",NULL,NULL,"rs6939340-G","rs6939340",6939340,"intron;intron",0,0.50,9E-15,14.0458,"",1.37,1.37,"[1.27-1.49]","Illumina[464,934]","N",1670,"2008-11-25",0,1,812,"Neuroblastoma",1,194,NULL,NULL,NULL
14356,"rs2071348",20183929,"A genome-wide association identified the common genetic variants influence disease severity in beta0-thalassemia/hemoglobin E.","Beta thalassemia/hemoglobin E disease","235 mild Thai-Chinese cases, 383 severe Thai-Chinese cases","52 mild Indonesian cases, 122 severe Indonesian cases","11p15.4",11,5264146,"HBE1, HBG2, HBG1, HBD, HBBP1","HBBP1",NULL,NULL,"rs2071348-?","rs2071348",2071348,"intron",0,0.50,3E-15,14.5229,"",4.05,4.05,"[2.64-6.21]","Illumina [548,094]","N",268,"2009-12-28",0,1,1717,"Beta thalassemia/hemoglobin E disease",1,282.8,NULL,NULL,NULL
8467,"rs3184504",22493691,"Novel associations for hypothyroidism include known autoimmune risk loci.","Hypothyroidism","3,736 European ancestry cases, 35,546 European ancestry controls","NR","12q24.12",12,111884608,"SH2B3, ATXN2, LOC100101246, BRAP, NAA25, C12orf51, PTPN11","SH2B3",NULL,NULL,"rs3184504-T","rs3184504",3184504,"missense",0,0.502,3E-12,11.5229,"",1.20,1.20,"[1.14-1.27]","Illumina [870,065]","N",1101,"2012-05-25",0,1,175,"Hypothyroidism",1,244.4,NULL,NULL,NULL
7187,"rs2268361",22885925,"Genome-wide association study identifies eight new risk loci for polycystic ovary syndrome.","Polycystic ovary syndrome","2,254 Han Chinese cases, 3,001 Han Chinese controls","8,226 Han Chinese cases, 7,578 Han Chinese controls","2p16.3",2,49201612,"FSHR","FSHR",NULL,NULL,"rs2268361-C","rs2268361",2268361,"intron",0,0.504,1E-12,12,"",1.15,1.15,"[NR]","Affymetrix [NR] (imputed)","N",1991,"2012-10-09",0,1,659,"Polycystic ovary syndrome",1,256.4,NULL,NULL,NULL
6368,"rs1801274",23128233,"Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.","Inflammatory bowel disease","12,924 European ancestry cases, 21,442 European ancestry controls","25,683 European ancestry cases, 17,015 European ancestry controls","1q23.3",1,161479745,"FCGR2A,FCGR2B,FCGR3A,HSPA6,FCGR3B,FCRLA","FCGR2A",NULL,NULL,"rs1801274-A","rs1801274",1801274,"missense",0,0.509,2E-38,37.699,"",1.12,1.12,"[1.092-1.157]","Affymetrix & Illumina [1.23 million](imputed)","N",1232,"2013-02-12",0,1,333,"Inflammatory bowel disease",1,555,NULL,NULL,NULL
6429,"rs2155219",23128233,"Host-microbe interactions have shaped the genetic architecture of inflammatory bowel disease.","Inflammatory bowel disease","12,924 European ancestry cases, 21,442 European ancestry controls","25,683 European ancestry cases, 17,015 European ancestry controls","11q13.5",11,76299194,"Intergenic","C11orf30 - LRRC32",56946,2615,"rs2155219-T","rs2155219",2155219,"Intergenic",1,0.509,4E-36,35.3979,"",1.15,1.15,"[1.119-1.185]","Affymetrix & Illumina [1.23 million](imputed)","N",1232,"2013-02-12",0,1,333,"Inflammatory bowel disease",1,555,NULL,NULL,NULL
3191,"rs943080",23455636,"Seven new loci associated with age-related macular degeneration.","Age-related macular degeneration","6,713 European ancestry cases, 48,402 European ancestry contols, 110 Southern Indian ancestry cases, 119 Southern Indian ancestry controls, 827 Japanese ancestry cases, 3,323 Japanese ancestry controls","9,070 European ancestry cases, 7,683 European ancestry contols, 122 Chinese ancestry cases, 151 Chinese ancestry controls, 339 Korean ancestry cases, 396 Korean ancestry controls","6p21.1",6,43826627,"VEGFA","VEGFA - C6orf223",7422,221416,"rs943080-T","rs943080",943080,"Intergenic",1,0.51,9E-16,15.0458,"",1.15,1.15,"[1.12-1.18]","Illumina & Affymetrix [2,442,884] (Imputed)","N",96,"2013-07-31",0,1,34,"Age-related macular degeneration",1,362.2,NULL,NULL,NULL
2768,"rs13387042",23535729,"Large-scale genotyping identifies 41 new loci associated with breast cancer risk.","Breast cancer","10,052 European ancestry cases, 12,575 European ancestry controls","45,290 European ancestry cases, 41,880 European ancestry controls","2q35",2,217905832,"Intergenic","TNP1 - RPL7L1P9",7141,100128899,"rs13387042-A","rs13387042",13387042,"Intergenic",1,0.51,2E-57,56.699,"",1.14,1.14,"[1.11-1.16]","Illumina & Affymetrix [~2.6 million] (Imputed)","N",437,"2013-09-12",0,1,85,"Breast cancer",1,174.11,NULL,NULL,NULL
15292,"rs13387042",19330030,"A multistage genome-wide association study in breast cancer identifies two new risk alleles at 1p11.2 and 14q24.1 (RAD51L1).","Breast cancer","1,145 cases, 1,142 controls","8,625 cases, 9,657 controls","2q35",2,217905832,"Intergenic","TNP1 - RPL7L1P9",7141,100128899,"rs13387042-A","rs13387042",13387042,"Intergenic",1,0.51,2E-8,7.69897,"",1.25,1.25,"[1.15-1.37]","Illumina [528,173]","N",437,"2009-04-03",0,1,85,"Breast cancer",1,174.11,NULL,NULL,NULL
14386,"rs2736990",19915575,"Genome-wide association study reveals genetic risk underlying Parkinson's disease.","Parkinson's disease","1,713 European ancestry cases, 3,978 European ancestry controls","3,361 European ancestry cases, 4,573 European ancestry controls","4q22.1",4,90678541,"SNCA","SNCA",NULL,NULL,"rs2736990-C","rs2736990",2736990,"intron",0,0.51,2E-16,15.699,"",1.23,1.23,"[NR]","Illumina [463,185]","N",1918,"2009-12-10",0,1,136,"Parkinson's disease",1,332,NULL,NULL,NULL
16444,"rs7931342",18264097,"Multiple newly identified loci associated with prostate cancer susceptibility.","Prostate cancer","1,854 cases, 1,894 controls","3,268 cases, 3,366 controls","11q13.3",11,68994497,"Intergenic","MIR3164 - MYEOV",100422846,26579,"rs7931342-G","rs7931342",7931342,"Intergenic",1,0.51,2E-12,11.699,"",1.19,1.19,"[1.11-1.27]","Illumina [541,129]","N",2025,"2008-11-25",0,1,177,"Prostate cancer",1,185,NULL,NULL,NULL
11387,"rs1801274",21297633,"Meta-analysis identifies 29 additional ulcerative colitis risk loci, increasing the number of confirmed associations to 47.","Ulcerative colitis","6,687 European ancestry cases, 19,718 European ancestry controls","9,628 European ancestry cases, 12,917 European ancestry controls","1q23.3",1,161479745,"FCGR2A, FCGR2B, HSPA6","FCGR2A",NULL,NULL,"rs1801274-A","rs1801274",1801274,"missense",0,0.51,2E-20,19.699,"",1.21,1.21,"[1.16-1.26]","Affymetrix & Illumina [~1.1 million] (imputed)","N",2656,"2011-03-29",0,1,181,"Ulcerative colitis",1,555.2,NULL,NULL,NULL
10005,"rs2273017",21900946,"Identification of independent risk loci for Graves' disease within the MHC in the Japanese population.","Graves' disease","1,119 Japanese ancestry cases, 2,718 Japanese ancestry controls","432 Japanese ancestry cases, 1,157 Japanese ancestry controls","6p21.32",6,32337630,"MHC","C6orf10",NULL,NULL,"rs2273017-A","rs2273017",2273017,"intron",0,0.51,2E-22,21.699,"",1.53,1.53,"[1.40-1.66]","Perlgen [268,068]","N",935,"2011-09-30",0,1,267,"Graves' disease",1,242.1,NULL,NULL,NULL
1705,"rs872071",23770605,"Genome-wide association study identifies multiple risk loci for chronic lymphocytic leukemia.","Chronic lymphocytic leukemia","2,179 European ancestry cases, 6,221 European ancestry controls","1,709 European ancestry cases, 6,318 European ancestry controls","6p25.3",6,411064,"IRF4","IRF4",NULL,NULL,"rs872071-G","rs872071",872071,"ncRNA",0,0.51,6E-20,19.2218,"",1.33,1.33,"[NR]","Illumina [549,934]","N",536,"2014-01-07",0,1,314,"Chronic lymphocytic leukemia",1,204.12,NULL,NULL,NULL
13077,"rs9303277",20639880,"Genome-wide meta-analyses identify three loci associated with primary biliary cirrhosis.","Primary biliary cirrhosis","453 European ancestry cases, 945 European ancestry controls,","481 European ancestry cases, 3,706 European ancestry controls","17q12",17,37976469,"IKZF3,ZPBP2,GSDMB,ORMDL3","IKZF3",NULL,NULL,"rs9303277-T","rs9303277",9303277,"intron",0,0.51,2E-9,8.69897,"",1.38,1.38,"[NR]","Illumina [276,459]","N",2013,"2010-09-02",0,1,415,"Primary biliary cirrhosis",1,571.6,NULL,NULL,NULL
15028,"rs231735",19503088,"REL, encoding a member of the NF-kappaB family of transcription factors, is a newly defined risk locus for rheumatoid arthritis.","Rheumatoid arthritis","2,418 cases, 4,504 controls","2,604 cases, 2,882 controls","2q33.2",2,204693876,"CTLA4","KRT18P39 - CTLA4",344462,1493,"rs231735-T","rs231735",231735,"Intergenic",1,0.51,6E-9,8.22185,"",1.17,1.17,"[1.11-1.23]","Illumina [278,502]","N",2384,"2009-06-17",0,1,416,"Rheumatoid arthritis",1,714.1,NULL,NULL,NULL
