SNP	pheno	maf	PheWAS_MAF_W	prev	table	minN	jd_string	PheWAS_OR	PheWAS_P	logit_OR	logit_p-val	fisher_OR	fisher_pval	exact_OR	exact_p-val	pval_norm	bayes factor
exm652311	pheno_480.1	4.082e-01	0.4083	3.223e-02	[[7938, 10943, 3693], [210, 344, 198]]	740.0	Bacterial pneumonia	1.42	3.617e-11	1.41	5.028e-11	1.42	7.363e-11	1.42	nan	6.774e-10	133503316.33
exm652416	pheno_952	1.379e-03	0.001379	9.437e-04	[[29569, 72, 3], [24, 4, 0]]	4.0	Spinal cord injury without evidence of spinal bone injury	37.02	1.699e-12	35.95	6.811e-13	58.39	1.177e-06	58.39	4.221e-04	1.502e-03	26.45
exm654042	pheno_499	2.641e-03	0.002641	5.668e-03	[[29327, 133, 7], [160, 7, 1]]	9.0	Cystic fibrosis	6.86	7.917e-09	7.42	6.694e-09	11.01	3.121e-07	11.01	1.046e-04	3.400e-03	367.37
exm654042	pheno_480.12	2.641e-03	0.002641	7.690e-03	[[22481, 92, 7], [168, 6, 1]]	8.0	Pseudomonal pneumonia	6.05	8.405e-08	6.44	3.996e-08	9.94	3.063e-06	9.94	2.775e-04	4.672e-03	155.61
exm654513	pheno_340.1	1.413e-03	0.00143	4.440e-03	[[27948, 76], [120, 5]]	5	Migrain with aura	15.9	6.922e-09	15.16	1.357e-08	15.32	3.117e-05	15.32	1.021e-03	7.765e-03	33.79
exm655195	pheno_634.1	1.447e-03	0.001447	3.386e-03	[[15264, 36], [49, 3]]	3	Missed abortion/Hydatidiform mole	28.83	1.075e-07	0.00	0.000e+00	25.96	3.073e-04	25.96	2.548e-03	5.195e-03	9.23
exm655821	pheno_603.1	1.379e-03	0.001379	1.068e-02	[[9612, 21, 0], [100, 4, 0]]	4.0	Hydrocele	19.03	1.276e-07	0.00	0.000e+00	17.97	1.341e-04	17.97	2.186e-03	8.281e-03	16.06
exm657991	pheno_642.1	2.652e-03	0.002652	6.860e-03	[[15069, 79], [98, 6]]	6	Preeclampsia and eclampsia	13.94	3.648e-09	0.00	0.000e+00	11.68	2.458e-05	11.68	8.643e-04	7.410e-03	49.57
exm658709	pheno_577.3	9.606e-03	0.009603	4.607e-03	[[28203, 534, 2], [122, 10, 1]]	12.0	Cyst and pseudocyst of pancreas	5.15	5.263e-08	5.02	7.870e-08	5.00	1.135e-05	5.00	2.455e-04	2.617e-03	243.82
exm659033	pheno_293	3.314e-03	0.003313	1.054e-03	[[27311, 169, 4], [25, 4, 0]]	4.0	Symptoms involving head and neck	15.7	7.988e-09	15.38	8.772e-09	22.93	4.182e-05	22.93	1.210e-03	6.295e-03	20.49
exm659657	pheno_800.4	1.127e-03	0.001127	4.305e-03	[[25387, 57], [106, 4]]	4	Fracture of patella	16.49	1.166e-07	16.63	9.924e-08	16.81	1.404e-04	16.81	1.895e-03	8.487e-03	17.24
exm660045	pheno_159.4	1.127e-03	0.001127	3.341e-03	[[25299, 52], [81, 4]]	4	Malignant neoplasm of retroperitoneum and peritoneum	23.27	3.753e-09	23.43	3.061e-09	24.03	3.736e-05	24.03	1.223e-03	6.044e-03	20.20
exm660953	pheno_571.6	1.199e-03	0.001198	1.011e-02	[[23163, 52], [232, 6]]	6	Primary biliary cirrhosis	11.78	1.879e-08	11.31	2.932e-08	11.52	2.670e-05	11.52	8.997e-04	7.481e-03	48.46
exm663203	pheno_367.8	2.456e-03	0.002456	3.133e-03	[[27230, 132], [81, 5]]	5	Hypermetropia	12.55	7.699e-08	12.27	1.063e-07	12.73	7.249e-05	12.73	1.353e-03	8.734e-03	29.21
exm663238	pheno_642.1	2.829e-03	0.002829	6.860e-03	[[14940, 87], [97, 6]]	6	Preeclampsia and eclampsia	12.4	1.609e-08	0.00	0.000e+00	10.62	4.059e-05	10.62	1.020e-03	7.800e-03	44.77
exm663816	pheno_817	3.995e-03	0.003993	2.051e-03	[[28427, 225], [53, 6]]	6	Concussion	14.11	1.42e-09	14.23	1.253e-09	14.30	8.021e-06	14.30	6.019e-04	6.653e-03	61.41
exm668969	pheno_958.1	1.070e-03	0.001069	1.519e-03	[[28605, 51, 3], [41, 1, 1]]	3.0	Postoperative shock	15.65	9.118e-08	15.36	9.921e-08	36.31	1.044e-04	36.31	1.538e-03	2.852e-03	10.50
exm669373	pheno_090	1.447e-03	0.001446	1.181e-03	[[29514, 80, 1], [33, 1, 1]]	3.0	Sexually transmitted infections (not HIV or hepatitis)	20.47	8.255e-08	19.15	1.466e-07	32.28	1.454e-04	32.28	1.732e-03	3.554e-03	10.28
exm669515	pheno_731	2.548e-03	0.002547	1.381e-03	[[22150, 105], [28, 3]]	3	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	27.1	1.175e-07	25.47	1.744e-07	22.60	4.507e-04	22.60	2.958e-03	6.339e-03	8.91
exm669914	pheno_364.2	1.884e-03	0.001884	2.599e-03	[[26382, 99], [65, 4]]	4	Corneal edema	17.06	1.16e-07	16.89	9.062e-08	16.40	1.522e-04	16.40	1.934e-03	8.652e-03	17.11
exm670093	pheno_642.1	2.249e-03	0.002249	6.860e-03	[[15056, 64], [100, 5]]	5	Preeclampsia and eclampsia	13.79	6.88e-08	0.00	0.000e+00	11.76	1.122e-04	11.76	1.669e-03	9.316e-03	26.07
exm671605	pheno_642.1	2.060e-03	0.00206	6.860e-03	[[15082, 65], [100, 5]]	5	Preeclampsia and eclampsia	13.99	5.908e-08	0.00	0.000e+00	11.60	1.192e-04	11.60	1.703e-03	9.397e-03	25.78
exm671615	pheno_010	1.144e-03	0.001144	1.799e-03	[[24905, 58], [41, 4]]	4	Tuberculosis	45.23	4.108e-12	43.76	4.005e-12	41.89	4.728e-06	41.89	6.784e-04	2.887e-03	23.38
exm673745	pheno_790.8	1.766e-03	0.001766	4.640e-03	[[25864, 90], [116, 5]]	5	Elevated C-reactive protein (CRP)	12.21	1.099e-07	12.33	9.316e-08	12.39	8.221e-05	12.39	1.414e-03	8.889e-03	28.52
exm673821	pheno_592.2	1.762e-03	0.001762	1.504e-03	[[20996, 73], [29, 3]]	3	Urethritis and urethral syndrome	29.93	4.501e-08	29.58	4.255e-08	29.75	2.066e-04	29.75	2.173e-03	4.170e-03	9.58
exm676253	pheno_782.6	1.146e-03	0.001145	2.565e-03	[[24405, 51], [60, 3]]	3	Pallor and flushing	31.8	2.558e-08	27.26	7.182e-08	23.93	3.652e-04	23.93	2.611e-03	5.799e-03	9.26
exm681448	pheno_697	1.647e-03	0.001647	1.112e-02	[[24934, 73], [274, 9]]	9	Sarcoidosis	11.26	1.75e-11	11.03	2.245e-11	11.22	3.477e-07	11.22	1.302e-04	3.497e-03	315.90
exm681547	pheno_731	2.486e-03	0.002486	1.381e-03	[[22196, 102], [29, 3]]	3	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	27.65	9.427e-08	26.25	1.319e-07	22.51	4.538e-04	22.51	2.955e-03	6.369e-03	8.92
exm681712	pheno_596.1	1.432e-02	0.01431	4.613e-03	[[25806, 733, 3], [108, 15, 0]]	15.0	Bladder neck obstruction	4.64	3.721e-08	4.63	3.090e-08	4.60	2.807e-06	4.60	9.767e-05	1.351e-03	611.58
exm682136	pheno_530.7	7.487e-03	0.007485	1.091e-03	[[18939, 278, 1], [16, 5, 0]]	5.0	Gastroesophageal laceration-hemorrhage syndrome	19.21	4.223e-09	18.04	5.364e-09	18.42	1.463e-05	18.42	8.723e-04	6.959e-03	36.22
exm683377	pheno_756.3	1.060e-03	0.00106	9.055e-04	[[28630, 57], [24, 2]]	2	Congenital anomalies of muscle, tendon, fascia, and connective tissue	65.13	1.149e-07	56.14	1.988e-07	41.86	1.307e-03	41.86	3.134e-03	9.914e-04	4.48
exm684938	pheno_224	2.625e-03	0.002624	4.175e-03	[[27762, 143], [111, 6]]	6	Benign neoplasm of eye	9.63	1.331e-07	10.06	7.166e-08	10.49	3.932e-05	10.49	9.439e-04	7.724e-03	46.82
exm685012	pheno_297	1.447e-03	0.001446	7.826e-03	[[20361, 50], [156, 5]]	5	Suicidal ideation or attempt	14.59	3.198e-08	15.08	2.405e-08	13.05	6.998e-05	13.05	1.416e-03	8.711e-03	28.52
exm685012	pheno_297.1	1.447e-03	0.001446	5.069e-03	[[20361, 50], [100, 4]]	4	Suicidal ideation	18.46	6.404e-08	19.01	5.191e-08	16.29	1.622e-04	16.29	2.038e-03	8.760e-03	16.70
exm68618	pheno_681.1	2.019e-03	0.002018	1.261e-02	[[24501, 83], [306, 8]]	8	Cellulitis and abscess of fingers/toes	8.11	2.683e-08	7.87	3.791e-08	7.72	2.007e-05	7.72	5.793e-04	5.484e-03	91.84
exm689258	pheno_642.1	2.111e-03	0.00211	6.860e-03	[[15082, 62], [100, 5]]	5	Preeclampsia and eclampsia	14.26	5.019e-08	0.00	0.000e+00	12.16	9.678e-05	12.16	1.586e-03	9.121e-03	26.81
exm68944	pheno_804	2.894e-03	0.002893	1.456e-02	[[25308, 134], [365, 11]]	11	Fracture of hand or wrist	5.68	4.75e-08	5.72	4.214e-08	5.69	9.585e-06	5.69	2.815e-04	3.043e-03	209.54
exm689993	pheno_876	1.093e-03	0.001093	1.980e-03	[[26152, 55], [49, 3]]	3	Posttraumatic wound infection not elsewhere classified	28.01	4.981e-08	28.68	4.003e-08	29.11	2.093e-04	29.11	2.101e-03	4.290e-03	9.74
exm690431	pheno_642.1	2.061e-03	0.00206	6.860e-03	[[15083, 65], [100, 5]]	5	Preeclampsia and eclampsia	13.68	7.726e-08	0.00	0.000e+00	11.60	1.192e-04	11.60	1.703e-03	9.396e-03	25.78
exm692027	pheno_224.1	1.312e-03	0.001312	2.858e-03	[[27833, 70], [76, 4]]	4	Benign neoplasm of eye, uveal	19.85	2.234e-08	20.84	1.042e-08	20.93	6.120e-05	20.93	1.409e-03	6.933e-03	19.33
exm6954	pheno_701	1.514e-03	0.00153	4.005e-02	[[26344, 67], [1088, 14]]	14	Other hypertrophic and atrophic conditions of skin	5.45	1.386e-08	5.07	4.693e-08	5.06	3.751e-06	5.06	1.723e-04	1.745e-03	384.81
exm695758	pheno_199.4	2.221e-03	0.00222	2.535e-03	[[20757, 96], [49, 4]]	4	Neurofibromatosis	21.24	2.019e-08	19.72	4.189e-08	17.65	1.205e-04	17.65	1.835e-03	8.170e-03	17.42
exm696329	pheno_614.54	2.927e-03	0.002926	2.160e-03	[[14236, 84], [27, 4]]	4	Abscess or ulceration of vulva	23.68	1.043e-08	0.00	0.000e+00	25.11	3.660e-05	25.11	1.358e-03	5.874e-03	19.06
exm700037	pheno_270.2	1.161e-03	0.00116	1.697e-03	[[27587, 61], [44, 3]]	3	Disorders of amino-acid metabolism	32.64	2.204e-08	34.58	1.776e-08	30.83	1.775e-04	30.83	1.971e-03	3.892e-03	9.87
exm704482	pheno_332	3.230e-03	0.003229	1.047e-02	[[22554, 135, 0], [232, 7, 1]]	9.0	Parkinson's disease	7.22	3.53e-08	6.55	1.169e-07	6.40	2.286e-05	6.40	4.929e-04	4.660e-03	114.01
exm705222	pheno_958.2	1.800e-03	0.0018	4.611e-03	[[28824, 98], [128, 6]]	6	Traumatic and surgical subcutaneous emphysema	13.88	1.192e-09	14.16	1.001e-09	13.79	9.007e-06	13.79	5.831e-04	6.696e-03	62.61
exm705989	pheno_199.4	1.430e-03	0.00143	2.535e-03	[[20796, 57], [50, 3]]	3	Neurofibromatosis	28.97	9.732e-08	28.27	1.109e-07	21.89	4.754e-04	21.89	2.930e-03	6.574e-03	8.97
exm706356	pheno_295.1	1.413e-03	0.001413	3.904e-03	[[20355, 57], [76, 4]]	4	Schizophrenia	18.61	3.781e-08	18.07	5.435e-08	18.80	9.490e-05	18.80	1.681e-03	7.714e-03	18.03
exm706356	pheno_856	1.413e-03	0.001413	1.871e-03	[[25001, 67], [44, 3]]	3	Vascular complications of surgery and medical procedures	27.44	6.712e-08	27.41	6.475e-08	25.44	3.079e-04	25.44	2.448e-03	5.305e-03	9.40
exm706664	pheno_282.9	2.910e-03	0.00291	4.232e-03	[[18945, 111], [76, 5]]	5	Other hereditary hemolytic anemias	13.79	8.295e-08	13.60	1.076e-07	11.23	1.332e-04	11.23	1.729e-03	9.534e-03	25.54
exm706812	pheno_635.2	1.245e-03	0.001245	2.866e-03	[[15262, 37], [41, 3]]	3	Antepartum hemorrhage, abruptio placentae, and placenta previa	34.1	3.444e-08	0.00	0.000e+00	30.18	2.019e-04	30.18	2.177e-03	4.081e-03	9.54
exm707660	pheno_754.2	4.264e-03	0.00428	1.899e-03	[[28618, 241, 1], [50, 5, 0]]	5.0	Spondylolisthesis, congenital	11.83	1.361e-07	11.28	1.833e-07	11.26	1.182e-04	11.26	1.535e-03	9.331e-03	27.24
exm707876	pheno_571.6	2.229e-03	0.002228	1.011e-02	[[23119, 104], [227, 9]]	9	Primary biliary cirrhosis	8.79	9.906e-10	8.38	2.069e-09	8.81	2.182e-06	8.81	2.197e-04	3.817e-03	213.86
exm707876	pheno_575.1	2.229e-03	0.002228	8.587e-03	[[27149, 115], [228, 8]]	8	Cholangitis	8.58	8.578e-09	8.40	1.074e-08	8.28	1.152e-05	8.28	4.508e-04	5.174e-03	109.81
exm708802	pheno_327.41	1.783e-03	0.001783	2.417e-03	[[24266, 81, 2], [57, 0, 2]]	4.0	Organic or persistent insomnia	11.61	1.319e-07	12.46	5.446e-08	20.07	6.758e-05	20.07	1.393e-03	7.157e-03	19.55
exm709406	pheno_750.1	2.961e-03	0.00296	2.504e-03	[[27723, 155, 5], [65, 4, 1]]	6.0	Upper gastrointestinal congenital anomalies	8.75	7.012e-08	9.20	3.018e-08	15.09	5.013e-06	15.09	4.565e-04	6.327e-03	72.17
exm709909	pheno_425.8	5.585e-03	0.0056	1.324e-03	[[26848, 296, 1], [32, 3, 1]]	5.0	Other cardiomyopathy	13.74	3.155e-08	13.37	3.132e-08	13.52	5.365e-05	13.52	1.198e-03	8.373e-03	31.19
exm711564	pheno_642.1	1.709e-03	0.001708	6.860e-03	[[15073, 53], [100, 5]]	5	Preeclampsia and eclampsia	18.19	4.248e-09	0.00	0.000e+00	14.22	4.850e-05	14.22	1.269e-03	8.273e-03	30.15
exm712518	pheno_204.3	4.563e-03	0.004562	1.074e-03	[[26711, 240, 1], [25, 4, 0]]	4.0	Monocytic leukemia	16.23	9.903e-08	15.74	1.327e-07	16.43	1.474e-04	16.43	1.879e-03	8.604e-03	17.35
exm712678	pheno_729.3	4.056e-03	0.004071	1.356e-03	[[23371, 178, 2], [28, 4, 0]]	4.0	Panniculitis	16.27	5.227e-08	15.75	6.407e-08	17.19	1.237e-04	17.19	1.754e-03	8.265e-03	17.85
exm713898	pheno_259.8	1.023e-03	0.001023	8.932e-04	[[22706, 43], [18, 3]]	3	Polyglandular activity in multiple endocrine adenomatosis	99.99	1.403e-12	85.54	4.994e-12	88.01	1.000e-05	88.01	7.891e-04	2.135e-04	10.65
exm714764	pheno_723	4.525e-03	0.004541	5.076e-03	[[24093, 214], [116, 8]]	8	Other disorders of cervical region	7.52	6.301e-08	7.53	5.954e-08	7.76	1.827e-05	7.76	5.390e-04	5.404e-03	96.36
exm71538	pheno_524.3	1.346e-03	0.001345	2.863e-03	[[27442, 67, 2], [76, 2, 1]]	4.0	Anomalies of tooth position/malocclusion	13.05	9.512e-08	13.36	1.171e-07	20.10	6.713e-05	20.10	1.391e-03	7.145e-03	19.57
exm717650	pheno_275.1	1.750e-03	0.001766	4.109e-03	[[26329, 85], [104, 5]]	5	Disorders of iron metabolism	14.79	1.333e-08	15.31	7.705e-09	14.89	3.558e-05	14.89	1.067e-03	7.910e-03	33.05
exm718489	pheno_592.11	1.110e-03	0.00111	2.442e-03	[[21191, 49], [49, 3]]	3	Acute cystitis	29.62	4.545e-08	28.13	6.426e-08	26.48	2.790e-04	26.48	2.380e-03	5.006e-03	9.44
exm719590	pheno_117	4.610e-03	0.004609	1.248e-02	[[25477, 225, 2], [312, 13, 0]]	13.0	Mycoses	4.48	1.402e-07	4.51	1.223e-07	4.56	1.331e-05	4.56	2.437e-04	2.333e-03	257.91
exm720252	pheno_707.3	2.439e-03	0.002439	6.417e-03	[[28052, 127, 2], [176, 5, 1]]	7.0	Chronic ulcer of unspecified site	7.3	1.009e-07	7.23	9.754e-08	8.42	3.335e-05	8.42	7.336e-04	6.653e-03	66.54
exm72169	pheno_949	1.588e-03	0.001587	5.509e-03	[[24021, 72], [126, 5]]	5	Allergies, other	14.54	3.609e-08	15.56	1.614e-08	13.24	6.196e-05	13.24	1.301e-03	8.550e-03	29.83
exm72205	pheno_949	1.684e-03	0.001683	5.509e-03	[[24095, 77], [129, 5]]	5	Allergies, other	13.69	6.512e-08	14.63	3.091e-08	12.13	9.174e-05	12.13	1.486e-03	9.032e-03	27.77
exm722302	pheno_686.5	1.919e-03	0.001918	1.462e-03	[[24484, 88], [32, 4]]	4	Pyoderma	35.18	5.945e-11	35.67	4.477e-11	34.78	9.832e-06	34.78	8.559e-04	3.859e-03	22.05
exm722559	pheno_446.5	1.382e-03	0.001399	5.458e-03	[[23938, 63], [128, 4]]	4	Giant cell arteritis	20.27	3.439e-08	17.60	1.565e-07	11.87	5.020e-04	11.87	3.062e-03	1.126e-02	13.93
exm725231	pheno_731	1.381e-03	0.00138	1.381e-03	[[22322, 56], [29, 3]]	3	Osteitis deformans and osteopathies associated with other disorders classified elsewhere	51.13	5.101e-10	48.27	6.658e-10	41.24	8.143e-05	41.24	1.536e-03	2.224e-03	10.19
exm727394	pheno_426.22	1.161e-03	0.00116	1.681e-03	[[18368, 38], [28, 3]]	3	Mobitz II AV block	53.49	6.011e-10	52.55	3.658e-10	51.79	4.394e-05	51.79	1.264e-03	1.287e-03	10.36
exm727650	pheno_520.2	1.504e-03	0.001504	3.730e-03	[[27299, 81], [99, 4]]	4	Disturbances in tooth eruption	16.86	1.177e-07	19.58	3.404e-08	13.62	2.984e-04	13.62	2.459e-03	1.006e-02	15.43
exm729076	pheno_642.1	1.875e-03	0.001874	6.860e-03	[[15086, 58], [100, 5]]	5	Preeclampsia and eclampsia	15.19	2.76e-08	0.00	0.000e+00	13.01	7.199e-05	13.01	1.438e-03	8.747e-03	28.26
exm732884	pheno_270.32	1.181e-02	0.01181	1.134e-02	[[27010, 635, 0], [293, 23, 1]]	25.0	Paraproteinemia	3.65	1.156e-09	3.66	1.102e-09	3.53	2.249e-07	3.53	1.176e-05	2.314e-04	nan
exm732884	pheno_270.3	1.181e-02	0.01181	1.706e-02	[[27010, 635, 0], [449, 30, 1]]	32.0	Disorders of plasma protein metabolism	3.02	3.431e-09	3.03	2.994e-09	2.97	2.408e-07	2.97	8.128e-06	1.224e-04	7728.02
exm732884	pheno_270	1.181e-02	0.01181	2.072e-02	[[27010, 635, 0], [552, 32, 1]]	34.0	Disorders of protein plasma/amino-acid transport and metabolism	2.62	1.058e-07	2.62	9.818e-08	2.58	2.932e-06	2.58	2.777e-05	2.207e-04	2528.89
exm73461	pheno_642.1	2.910e-03	0.002909	6.860e-03	[[15037, 93], [98, 7]]	7	Preeclampsia and eclampsia	14.09	2.131e-10	0.00	0.000e+00	11.55	5.714e-06	11.55	4.566e-04	5.821e-03	92.64
exm73461	pheno_571.6	2.910e-03	0.002909	1.011e-02	[[23046, 136], [228, 9]]	9	Primary biliary cirrhosis	6.56	9.132e-08	6.31	1.595e-07	6.69	1.758e-05	6.69	4.609e-04	4.552e-03	120.88
exm737085	pheno_200.1	1.267e-03	0.001267	7.286e-03	[[26894, 8, 1], [137, 31, 6]]	10.0	Polycythemia vera	99.99	8.391e-61	560.07	2.361e-61	758.44	1.622e-11	758.44	5.137e-10	1.282e-04	19886169.18
exm737085	pheno_200	1.267e-03	0.001267	1.873e-02	[[26894, 8, 1], [433, 46, 6]]	10.0	Myeloproliferative disease	99.99	2.544e-54	255.24	2.243e-54	342.12	-9.380e-11	342.12	nan	1.814e-04	193523645.42
exm737085	pheno_289	1.267e-03	0.001267	2.409e-02	[[21673, 16, 3], [495, 28, 2]]	22.0	Other diseases of blood and blood-forming organs	40.63	5.394e-35	41.99	1.170e-35	61.96	8.155e-12	61.96	nan	1.581e-04	56132916.29
exm737085	pheno_289.8	1.267e-03	0.001267	6.847e-03	[[21673, 16, 3], [137, 8, 0]]	8.0	Polycythemia vera, secondary	22.77	4.449e-12	24.10	1.332e-12	55.91	1.424e-10	55.91	3.597e-05	2.366e-03	439.45
exm737085	pheno_286.8	1.267e-03	0.001267	8.698e-03	[[22452, 33, 5], [186, 3, 2]]	7.0	Hypercoagulable state	8.79	6.7e-10	8.63	8.903e-10	19.51	2.079e-07	19.51	1.903e-04	4.737e-03	157.26
exm737085	pheno_288.2	1.267e-03	0.001267	5.363e-02	[[21673, 16, 3], [1206, 14, 1]]	16.0	Elevated white blood cell count	7.41	8.224e-10	7.37	1.237e-09	13.00	1.117e-10	13.00	1.144e-05	7.308e-04	4784.73
exm737085	pheno_579	1.267e-03	0.001267	5.234e-02	[[23595, 40, 4], [1289, 13, 2]]	17.0	Other symptoms involving abdomen and pelvis	4.65	7.597e-09	4.81	3.845e-09	6.46	2.618e-08	6.46	2.395e-05	6.227e-04	2502.46
exm737085	pheno_288	1.267e-03	0.001267	8.476e-02	[[21673, 16, 3], [1976, 15, 2]]	19.0	Diseases of white blood cells	5.54	1.616e-08	5.60	1.573e-08	9.44	1.830e-10	9.44	1.312e-05	3.983e-04	5239.86
exm739347	pheno_556.11	1.110e-03	0.00111	2.956e-03	[[21201, 47], [59, 4]]	4	Angiodysplasia of intestine (without mention of hemorrhage)	30.54	5.422e-10	31.68	2.911e-10	30.58	1.561e-05	30.58	9.596e-04	4.579e-03	21.54
exm739347	pheno_556.1	1.110e-03	0.00111	8.539e-03	[[21201, 47], [178, 5]]	5	Ulceration of intestine	12.97	8.961e-08	12.86	8.582e-08	12.67	8.070e-05	12.67	1.497e-03	8.892e-03	27.68
exm739978	pheno_475.9	3.449e-03	0.003448	4.374e-03	[[20802, 140, 0], [86, 6, 0]]	6.0	Postnasal drip	10.06	9.902e-08	10.31	6.434e-08	10.05	4.711e-05	10.05	9.712e-04	7.846e-03	45.87
exm74741	pheno_426.22	1.750e-03	0.001749	1.681e-03	[[18342, 62], [28, 3]]	3	Mobitz II AV block	36.81	1.531e-08	34.02	1.557e-08	31.70	1.752e-04	31.70	2.064e-03	3.747e-03	9.64
exm749675	pheno_386.3	2.339e-03	0.002338	2.331e-03	[[25125, 120], [55, 4]]	4	Labyrinthitis	16.63	1.123e-07	16.08	1.443e-07	15.23	2.030e-04	15.23	2.171e-03	9.231e-03	16.29
exm750404	pheno_270.33	1.245e-03	0.001245	1.481e-03	[[27581, 65], [38, 3]]	3	Amyloidosis	33.6	1.276e-08	32.60	1.513e-08	33.50	1.413e-04	33.50	1.821e-03	3.361e-03	10.01
exm751957	pheno_295.2	9.723e-03	0.009721	1.370e-03	[[19937, 394, 2], [22, 6, 0]]	6.0	Paranoid disorders	11.69	3.602e-08	11.90	2.681e-08	12.14	1.962e-05	12.14	8.011e-04	7.246e-03	52.00
exm751998	pheno_642.1	2.364e-03	0.002363	6.860e-03	[[15076, 79], [97, 7]]	7	Preeclampsia and eclampsia	16.36	2.769e-11	0.00	0.000e+00	13.77	1.926e-06	13.77	3.344e-04	5.416e-03	112.94
exm752013	pheno_571.6	2.027e-03	0.002027	1.011e-02	[[23111, 96], [229, 8]]	8	Primary biliary cirrhosis	8.31	1.724e-08	7.97	3.040e-08	8.41	1.084e-05	8.41	4.541e-04	5.169e-03	109.61
exm752013	pheno_575.1	2.027e-03	0.002027	8.587e-03	[[27145, 103], [227, 7]]	7	Cholangitis	8.51	7.575e-08	8.26	1.043e-07	8.13	4.485e-05	8.13	8.674e-04	6.913e-03	59.55
exm753559	pheno_433.11	1.432e-02	0.01433	5.530e-03	[[23866, 673, 9], [122, 14, 1]]	16.0	Occlusion of cerebral arteries, with cerebral infarction	4.18	1.895e-08	4.22	1.384e-08	4.34	2.702e-06	4.34	8.699e-05	1.165e-03	699.32
exm754355	pheno_588.1	1.649e-03	0.001648	1.783e-02	[[22189, 68], [395, 9]]	9	Renal osteodystrophy	7.82	1.408e-08	7.91	9.550e-09	7.43	9.210e-06	7.43	3.989e-04	4.333e-03	137.43
exm75448	pheno_527	1.110e-03	0.00111	7.285e-03	[[27467, 56], [197, 5]]	5	Diseases of the salivary glands	12.25	1.277e-07	12.41	1.007e-07	12.45	8.346e-05	12.45	1.465e-03	8.921e-03	28.01
exm755821	pheno_695.41	1.060e-03	0.00106	3.598e-03	[[24878, 47, 1], [87, 2, 1]]	4.0	Lupus erythematosus	18.35	2.553e-08	17.72	5.099e-08	23.10	4.134e-05	23.10	1.222e-03	6.261e-03	20.38
exm757573	pheno_642.1	2.638e-03	0.002637	6.860e-03	[[15050, 83], [98, 6]]	6	Preeclampsia and eclampsia	13.4	5.77e-09	0.00	0.000e+00	11.10	3.213e-05	11.10	9.426e-04	7.613e-03	47.01
exm757573	pheno_575.1	2.638e-03	0.002637	8.587e-03	[[27088, 138], [227, 8]]	8	Cholangitis	7.17	1.137e-07	7.07	1.264e-07	6.92	3.903e-05	6.92	7.102e-04	5.841e-03	78.21
exm758611	pheno_289.9	1.009e-03	0.001009	2.659e-03	[[21719, 37], [55, 3]]	3	Abnormality of red blood cells	32.2	2.038e-08	31.33	2.265e-08	32.02	1.643e-04	32.02	1.960e-03	3.660e-03	9.82
exm759560	pheno_255.12	3.265e-03	0.003264	1.707e-03	[[25559, 161, 1], [40, 3, 1]]	5.0	Hyperaldosteronism	17.82	3.239e-10	16.32	6.761e-10	18.95	1.092e-05	18.95	7.029e-04	6.682e-03	40.53
exm759560	pheno_255.1	3.265e-03	0.003264	5.220e-03	[[25559, 161, 1], [129, 5, 1]]	7.0	Adrenal hyperfunction	7.75	7.384e-08	7.46	1.166e-07	8.37	3.409e-05	8.37	7.341e-04	6.661e-03	66.43
exm76028	pheno_701.1	2.271e-03	0.00227	8.701e-04	[[26299, 111], [20, 3]]	3	Keratoderma, acquired	36.03	1.507e-08	35.61	1.342e-08	35.54	1.299e-04	35.54	1.895e-03	3.044e-03	9.75
exm761533	pheno_305.21	1.464e-03	0.001463	1.126e-03	[[20349, 57], [20, 3]]	3	Anorexia nervosa	53.43	2.89e-09	56.45	1.485e-09	53.55	4.091e-05	53.55	1.261e-03	1.179e-03	10.29
exm761996	pheno_334.21	2.911e-03	0.00291	4.126e-03	[[22560, 126, 2], [90, 1, 3]]	7.0	Amyotrophic Lateral Sclerosis	9.77	3.404e-10	9.98	2.493e-10	13.46	1.781e-06	13.46	2.790e-04	5.316e-03	126.99
exm761996	pheno_334.2	2.911e-03	0.00291	5.697e-03	[[22560, 126, 2], [126, 1, 3]]	7.0	Anterior horn cell disease	7.31	3.746e-08	7.42	2.811e-08	9.63	1.472e-05	9.63	5.500e-04	6.176e-03	81.29
exm763943	pheno_526.9	1.043e-03	0.001043	3.152e-03	[[27455, 56], [83, 4]]	4	Jaw disease NOS	24.11	2.326e-09	23.92	2.030e-09	23.63	3.926e-05	23.63	1.230e-03	6.142e-03	20.21
exm764429	pheno_274.21	1.415e-03	0.001415	1.639e-03	[[24835, 65], [43, 3]]	3	Chondrocalcinosis	30.76	1.376e-07	34.86	1.395e-08	26.66	2.704e-04	26.66	2.330e-03	4.944e-03	9.51
exm764429	pheno_274.2	1.415e-03	0.001415	1.711e-03	[[24835, 65], [45, 3]]	3	Crystal arthropathies	29.71	1.412e-07	32.79	2.149e-08	25.47	3.068e-04	25.47	2.444e-03	5.295e-03	9.41
exm765214	pheno_840.1	2.566e-03	0.002566	1.849e-03	[[23331, 110], [44, 4]]	4	Muscle/tendon sprain	18.77	5.271e-08	19.58	2.507e-08	19.28	8.684e-05	19.28	1.642e-03	7.543e-03	18.18
