ind	SNP	pheno	maf	prev	table	minN	logit_OR	logit_p-val	exact_OR	exact_p-val	bayes factor
8125	exm51	pheno_427.21	5.030e-03	1.443e-01	[[18214, 192, 1], [3076, 27, 0]]	0.000e+00	8.424e-01	4.341e-01	8.248e-01	1.717e-01	1.62
8126	exm51	pheno_427.22	5.030e-03	3.638e-02	[[18214, 192, 1], [688, 7, 0]]	0.000e+00	9.608e-01	9.180e-01	9.554e-01	5.379e-01	1.01
8127	exm51	pheno_427.3	5.030e-03	7.711e-02	[[18214, 192, 1], [1530, 8, 0]]	0.000e+00	4.956e-01	5.224e-02	4.922e-01	8.026e-03	21.58
8128	exm51	pheno_427.4	5.030e-03	1.356e-02	[[18214, 192, 1], [251, 2, 0]]	0.000e+00	7.440e-01	6.769e-01	7.491e-01	5.907e-02	1.11
8129	exm51	pheno_427.41	5.030e-03	6.638e-03	[[18214, 192, 1], [121, 2, 0]]	0.000e+00	1.526e+00	5.504e-01	1.547e+00	2.087e-01	1.14
8130	exm51	pheno_427.42	5.030e-03	8.244e-03	[[18214, 192, 1], [152, 1, 0]]	0.000e+00	6.108e-01	6.223e-01	6.189e-01	5.216e-02	1.19
8131	exm51	pheno_427.5	5.030e-03	5.822e-02	[[18214, 192, 1], [1133, 5, 0]]	0.000e+00	4.152e-01	5.265e-02	4.156e-01	5.994e-03	29.52
8132	exm51	pheno_427.6	5.030e-03	2.257e-02	[[18214, 192, 1], [423, 2, 0]]	0.000e+00	4.411e-01	2.493e-01	4.452e-01	1.750e-03	3.09
8134	exm51	pheno_427.7	5.030e-03	1.110e-01	[[18214, 192, 1], [2271, 27, 0]]	0.000e+00	1.125e+00	5.692e-01	1.115e+00	2.853e-01	1.15
8135	exm51	pheno_427.8	5.030e-03	4.721e-02	[[18214, 192, 1], [906, 6, 0]]	0.000e+00	6.393e-01	2.886e-01	6.230e-01	1.096e-01	2.42
8136	exm51	pheno_427.9	5.030e-03	9.778e-02	[[18214, 192, 1], [1971, 24, 0]]	0.000e+00	1.172e+00	4.698e-01	1.142e+00	2.585e-01	1.20
8137	exm51	pheno_428	5.030e-03	1.231e-01	[[23151, 251, 1], [3261, 25, 0]]	0.000e+00	7.175e-01	1.188e-01	7.026e-01	3.331e-02	5.76
8138	exm51	pheno_428.1	5.030e-03	1.083e-01	[[23151, 251, 1], [2821, 22, 0]]	0.000e+00	7.368e-01	1.756e-01	7.147e-01	5.171e-02	4.04
8139	exm51	pheno_428.2	5.030e-03	3.469e-02	[[23151, 251, 1], [835, 6, 0]]	0.000e+00	6.777e-01	3.483e-01	6.587e-01	1.473e-01	1.95
8140	exm51	pheno_428.3	5.030e-03	4.357e-02	[[23151, 251, 1], [1055, 11, 0]]	0.000e+00	9.666e-01	9.126e-01	9.543e-01	5.046e-01	1.01
8141	exm51	pheno_428.4	5.030e-03	3.261e-02	[[23151, 251, 1], [784, 5, 0]]	0.000e+00	6.109e-01	2.772e-01	5.849e-01	9.591e-02	2.73
8142	exm51	pheno_429	5.030e-03	6.694e-02	[[23151, 251, 1], [1668, 11, 0]]	0.000e+00	6.105e-01	1.100e-01	6.047e-01	3.200e-02	6.31
8143	exm51	pheno_429.1	5.030e-03	1.854e-02	[[23151, 251, 1], [440, 2, 0]]	0.000e+00	4.009e-01	1.992e-01	4.172e-01	9.253e-04	3.98
8144	exm51	pheno_429.2	5.030e-03	2.638e-02	[[23151, 251, 1], [629, 5, 0]]	0.000e+00	7.499e-01	5.254e-01	7.284e-01	2.613e-01	1.35
8145	exm51	pheno_429.3	5.030e-03	1.693e-02	[[23151, 251, 1], [401, 2, 0]]	0.000e+00	4.717e-01	2.902e-01	4.577e-01	2.268e-03	2.82
8146	exm51	pheno_429.9	5.030e-03	4.974e-03	[[23151, 251, 1], [116, 1, 0]]	0.000e+00	8.067e-01	8.302e-01	7.897e-01	1.082e-01	1.04
8147	exm51	pheno_430	5.030e-03	1.805e-02	[[24384, 253, 1], [452, 1, 0]]	0.000e+00	2.159e-01	1.261e-01	2.124e-01	2.128e-05	35.61
8149	exm51	pheno_430.2	5.030e-03	8.810e-03	[[24384, 253, 1], [218, 1, 0]]	0.000e+00	4.448e-01	4.188e-01	4.399e-01	1.197e-02	1.83
8151	exm51	pheno_433	5.030e-03	1.135e-01	[[24384, 253, 1], [3128, 25, 0]]	0.000e+00	7.834e-01	2.567e-01	7.652e-01	9.028e-02	2.59
8152	exm51	pheno_433.1	5.030e-03	5.329e-02	[[24384, 253, 1], [1375, 12, 0]]	0.000e+00	8.463e-01	5.817e-01	8.352e-01	2.899e-01	1.23
8153	exm51	pheno_433.11	5.030e-03	5.530e-03	[[24384, 253, 1], [135, 2, 0]]	0.000e+00	1.440e+00	6.081e-01	1.414e+00	2.406e-01	1.09
8154	exm51	pheno_433.12	5.030e-03	8.970e-03	[[24384, 253, 1], [221, 2, 0]]	0.000e+00	8.653e-01	8.393e-01	8.659e-01	1.090e-01	1.02
8155	exm51	pheno_433.2	5.030e-03	2.824e-02	[[24384, 253, 1], [711, 5, 0]]	0.000e+00	6.896e-01	4.123e-01	6.736e-01	1.923e-01	1.64
8156	exm51	pheno_433.21	5.030e-03	2.551e-02	[[24384, 253, 1], [640, 5, 0]]	0.000e+00	7.668e-01	5.583e-01	7.480e-01	2.867e-01	1.28
8157	exm51	pheno_433.3	5.030e-03	4.832e-02	[[24384, 253, 1], [1243, 8, 0]]	0.000e+00	6.350e-01	2.112e-01	6.166e-01	6.819e-02	3.45
8158	exm51	pheno_433.31	5.030e-03	4.370e-02	[[24384, 253, 1], [1118, 8, 0]]	0.000e+00	7.057e-01	3.370e-01	6.853e-01	1.368e-01	2.02
8159	exm51	pheno_433.5	5.030e-03	6.051e-03	[[24384, 253, 1], [149, 1, 0]]	0.000e+00	6.433e-01	6.603e-01	6.429e-01	5.940e-02	1.15
8160	exm51	pheno_433.6	5.030e-03	1.833e-02	[[24384, 253, 1], [455, 5, 0]]	0.000e+00	1.072e+00	8.785e-01	1.050e+00	3.996e-01	1.01
8161	exm51	pheno_433.8	5.030e-03	2.420e-02	[[24384, 253, 1], [606, 5, 0]]	0.000e+00	8.038e-01	6.299e-01	7.898e-01	3.421e-01	1.17
8162	exm51	pheno_440	5.030e-03	5.012e-02	[[23799, 251, 1], [1260, 9, 0]]	0.000e+00	7.247e-01	3.500e-01	6.730e-01	1.074e-01	2.40
8163	exm51	pheno_440.1	5.030e-03	9.472e-03	[[23799, 251, 1], [228, 2, 0]]	0.000e+00	8.872e-01	8.666e-01	8.259e-01	9.044e-02	1.04
8164	exm51	pheno_440.2	5.030e-03	2.710e-02	[[23799, 251, 1], [664, 6, 0]]	0.000e+00	9.215e-01	8.442e-01	8.506e-01	4.015e-01	1.09
8165	exm51	pheno_440.21	5.030e-03	5.787e-03	[[23799, 251, 1], [137, 3, 0]]	0.000e+00	2.246e+00	1.630e-01	2.048e+00	1.090e-01	1.60
8166	exm51	pheno_440.22	5.030e-03	1.656e-02	[[23799, 251, 1], [402, 3, 0]]	0.000e+00	7.666e-01	6.481e-01	7.031e-01	2.373e-02	1.26
8167	exm51	pheno_440.9	5.030e-03	7.961e-03	[[23799, 251, 1], [191, 2, 0]]	0.000e+00	1.065e+00	9.291e-01	9.850e-01	1.709e-01	1.00
8168	exm51	pheno_441	5.030e-03	6.773e-03	[[23799, 251, 1], [162, 2, 0]]	0.000e+00	1.164e+00	8.313e-01	1.160e+00	3.273e-01	1.02
8169	exm51	pheno_442	5.030e-03	3.063e-02	[[23799, 251, 1], [753, 7, 0]]	0.000e+00	9.501e-01	8.947e-01	8.750e-01	4.187e-01	1.07
8170	exm51	pheno_442.1	5.030e-03	2.382e-02	[[23799, 251, 1], [580, 7, 0]]	0.000e+00	1.247e+00	5.683e-01	1.134e+00	3.292e-01	1.05
8171	exm51	pheno_442.11	5.030e-03	1.567e-02	[[23799, 251, 1], [379, 4, 0]]	0.000e+00	1.118e+00	8.273e-01	9.928e-01	1.488e-01	1.00
8176	exm51	pheno_443	5.030e-03	4.635e-02	[[23799, 251, 1], [1161, 8, 0]]	0.000e+00	7.087e-01	3.420e-01	6.494e-01	9.799e-02	2.59
8177	exm51	pheno_443.1	5.030e-03	6.978e-03	[[23799, 251, 1], [167, 2, 0]]	0.000e+00	1.122e+00	8.713e-01	1.126e+00	3.426e-01	1.01
8179	exm51	pheno_443.8	5.030e-03	3.687e-03	[[23799, 251, 1], [88, 1, 0]]	0.000e+00	1.167e+00	8.777e-01	1.069e+00	3.419e-01	1.00
8180	exm51	pheno_443.9	5.030e-03	3.653e-02	[[23799, 251, 1], [906, 6, 0]]	0.000e+00	6.986e-01	3.904e-01	6.242e-01	1.100e-01	2.42
8181	exm51	pheno_444	5.030e-03	1.232e-02	[[23799, 251, 1], [299, 1, 0]]	0.000e+00	3.251e-01	2.621e-01	3.157e-01	1.348e-03	4.44
8182	exm51	pheno_444.1	5.030e-03	3.728e-03	[[23799, 251, 1], [89, 1, 0]]	0.000e+00	1.065e+00	9.496e-01	1.057e+00	3.465e-01	1.00
8184	exm51	pheno_446	5.030e-03	1.965e-02	[[23799, 251, 1], [479, 3, 0]]	0.000e+00	6.034e-01	3.850e-01	5.904e-01	5.829e-03	1.80
8187	exm51	pheno_446.4	5.030e-03	4.923e-03	[[23799, 251, 1], [118, 1, 0]]	0.000e+00	8.170e-01	8.401e-01	7.980e-01	1.111e-01	1.04
8191	exm51	pheno_446.9	5.030e-03	6.937e-03	[[23799, 251, 1], [167, 1, 0]]	0.000e+00	5.726e-01	5.783e-01	5.646e-01	3.727e-02	1.29
8194	exm51	pheno_450	5.030e-03	1.072e-02	[[28854, 293, 1], [312, 4, 0]]	0.000e+00	1.252e+00	6.561e-01	1.252e+00	2.764e-01	1.09
8195	exm51	pheno_451	5.030e-03	1.515e-02	[[22376, 242, 1], [346, 2, 0]]	0.000e+00	5.551e-01	4.074e-01	5.314e-01	7.741e-03	1.84
8196	exm51	pheno_451.2	5.030e-03	9.459e-03	[[22376, 242, 1], [214, 2, 0]]	0.000e+00	9.038e-01	8.868e-01	8.577e-01	1.050e-01	1.03
8197	exm51	pheno_452	5.030e-03	6.106e-02	[[22376, 242, 1], [1461, 10, 0]]	0.000e+00	6.473e-01	1.783e-01	6.289e-01	5.550e-02	4.01
8198	exm51	pheno_452.1	5.030e-03	1.897e-03	[[22376, 242, 1], [42, 1, 0]]	0.000e+00	2.230e+00	4.229e-01	2.169e+00	1.446e-01	1.16
8199	exm51	pheno_452.2	5.030e-03	3.039e-02	[[22376, 242, 1], [706, 3, 0]]	0.000e+00	4.062e-01	1.211e-01	3.910e-01	1.767e-02	11.93
8204	exm51	pheno_455	5.030e-03	6.118e-02	[[22376, 242, 1], [1465, 9, 0]]	0.000e+00	5.842e-01	1.142e-01	5.647e-01	2.537e-02	7.81
8205	exm51	pheno_456	5.030e-03	1.149e-02	[[22376, 242, 1], [262, 1, 0]]	0.000e+00	3.759e-01	3.290e-01	3.512e-01	3.010e-03	3.13
8206	exm51	pheno_457	5.030e-03	2.534e-02	[[22376, 242, 1], [581, 7, 0]]	0.000e+00	1.185e+00	6.595e-01	1.104e+00	3.538e-01	1.03
8208	exm51	pheno_457.3	5.030e-03	1.669e-02	[[22376, 242, 1], [382, 2, 0]]	0.000e+00	5.281e-01	3.692e-01	4.815e-01	3.535e-03	2.40
8209	exm51	pheno_458	5.030e-03	7.939e-02	[[24368, 249, 1], [2102, 21, 0]]	0.000e+00	9.935e-01	9.771e-01	9.700e-01	4.925e-01	1.01
8210	exm51	pheno_458.1	5.030e-03	1.437e-02	[[24368, 249, 1], [356, 3, 0]]	0.000e+00	8.511e-01	7.817e-01	8.189e-01	6.241e-02	1.07
8211	exm51	pheno_458.2	5.030e-03	2.876e-03	[[24368, 249, 1], [70, 1, 0]]	0.000e+00	1.415e+00	7.294e-01	1.384e+00	2.504e-01	1.03
8212	exm51	pheno_458.9	5.030e-03	5.992e-02	[[24368, 249, 1], [1553, 16, 0]]	0.000e+00	1.028e+00	9.156e-01	1.000e+00	4.728e-01	1.00
8213	exm51	pheno_459	5.030e-03	2.472e-02	[[24368, 249, 1], [618, 6, 0]]	0.000e+00	9.641e-01	9.295e-01	9.428e-01	5.312e-01	1.01
8214	exm51	pheno_459.1	5.030e-03	4.529e-03	[[24368, 249, 1], [109, 3, 0]]	0.000e+00	2.646e+00	9.416e-02	2.649e+00	6.575e-02	2.09
8215	exm51	pheno_459.9	5.030e-03	1.693e-02	[[24368, 249, 1], [422, 2, 0]]	0.000e+00	4.781e-01	2.988e-01	4.614e-01	2.437e-03	2.74
8216	exm51	pheno_464	5.030e-03	7.052e-02	[[22090, 235, 1], [1678, 16, 0]]	0.000e+00	8.874e-01	6.462e-01	8.892e-01	3.496e-01	1.11
8217	exm51	pheno_465	5.030e-03	1.151e-01	[[22090, 235, 1], [2886, 19, 0]]	0.000e+00	6.045e-01	3.708e-02	6.149e-01	9.840e-03	16.79
8218	exm51	pheno_465.2	5.030e-03	3.405e-02	[[22090, 235, 1], [781, 6, 0]]	0.000e+00	7.092e-01	4.115e-01	7.171e-01	2.187e-01	1.49
8220	exm51	pheno_470	5.030e-03	3.604e-02	[[20733, 208, 1], [770, 13, 0]]	0.000e+00	1.654e+00	7.885e-02	1.661e+00	5.353e-02	3.14
8221	exm51	pheno_471	5.030e-03	5.083e-03	[[20733, 208, 1], [105, 2, 0]]	0.000e+00	1.871e+00	3.781e-01	1.872e+00	1.534e-01	1.28
8222	exm51	pheno_472	5.030e-03	2.812e-02	[[20733, 208, 1], [600, 6, 0]]	0.000e+00	9.714e-01	9.442e-01	9.873e-01	5.912e-01	1.00
8223	exm51	pheno_473	5.030e-03	4.361e-02	[[20733, 208, 1], [942, 13, 0]]	0.000e+00	1.373e+00	2.675e-01	1.360e+00	1.427e-01	1.62
8224	exm51	pheno_473.1	5.030e-03	6.216e-03	[[20733, 208, 1], [129, 2, 0]]	0.000e+00	1.575e+00	5.220e-01	1.527e+00	2.130e-01	1.13
8225	exm51	pheno_473.3	5.030e-03	9.179e-03	[[20733, 208, 1], [192, 2, 0]]	0.000e+00	1.049e+00	9.458e-01	1.028e+00	3.919e-01	1.00
8226	exm51	pheno_473.4	5.030e-03	2.758e-02	[[20733, 208, 1], [589, 5, 0]]	0.000e+00	8.542e-01	7.278e-01	8.387e-01	4.073e-01	1.09
8227	exm51	pheno_474	5.030e-03	2.003e-02	[[20733, 208, 1], [424, 4, 0]]	0.000e+00	9.116e-01	8.595e-01	9.317e-01	1.040e-01	1.01
8228	exm51	pheno_474.1	5.030e-03	1.478e-03	[[20733, 208, 1], [30, 1, 0]]	0.000e+00	3.038e+00	2.762e-01	3.253e+00	8.908e-02	1.31
8229	exm51	pheno_474.2	5.030e-03	1.851e-02	[[20733, 208, 1], [391, 4, 0]]	0.000e+00	9.976e-01	9.964e-01	1.010e+00	4.282e-01	1.00
8230	exm51	pheno_475	5.030e-03	6.085e-02	[[20733, 208, 1], [1344, 13, 0]]	0.000e+00	9.455e-01	8.446e-01	9.551e-01	4.935e-01	1.01
8232	exm51	pheno_476	5.030e-03	1.158e-01	[[20733, 208, 1], [2715, 27, 0]]	0.000e+00	9.700e-01	8.820e-01	9.819e-01	5.069e-01	1.00
8233	exm51	pheno_477	5.030e-03	1.750e-02	[[20733, 208, 1], [369, 4, 0]]	0.000e+00	1.081e+00	8.768e-01	1.070e+00	3.833e-01	1.01
8234	exm51	pheno_478	5.030e-03	4.752e-03	[[20733, 208, 1], [99, 1, 0]]	0.000e+00	1.007e+00	9.948e-01	9.972e-01	1.821e-01	1.00
8235	exm51	pheno_479	5.030e-03	4.322e-02	[[20733, 208, 1], [933, 13, 0]]	0.000e+00	1.350e+00	2.969e-01	1.373e+00	1.365e-01	1.66
8236	exm51	pheno_480	5.030e-03	1.282e-01	[[22354, 228, 1], [3290, 32, 0]]	0.000e+00	9.571e-01	8.167e-01	9.455e-01	4.044e-01	1.04
8237	exm51	pheno_480.1	5.030e-03	3.223e-02	[[22354, 228, 1], [741, 11, 0]]	0.000e+00	1.417e+00	2.602e-01	1.439e+00	1.238e-01	1.74
8239	exm51	pheno_480.12	5.030e-03	7.690e-03	[[22354, 228, 1], [173, 2, 0]]	0.000e+00	1.054e+00	9.415e-01	1.123e+00	3.440e-01	1.01
8240	exm51	pheno_480.13	5.030e-03	5.592e-03	[[22354, 228, 1], [125, 2, 0]]	0.000e+00	1.490e+00	5.787e-01	1.551e+00	2.076e-01	1.14
8243	exm51	pheno_480.5	5.030e-03	7.166e-03	[[22354, 228, 1], [161, 2, 0]]	0.000e+00	1.164e+00	8.313e-01	1.206e+00	3.086e-01	1.03
8244	exm51	pheno_481	5.030e-03	1.017e-02	[[22354, 228, 1], [230, 2, 0]]	0.000e+00	8.101e-01	7.674e-01	8.458e-01	9.943e-02	1.03
8245	exm51	pheno_483	5.030e-03	5.177e-02	[[22354, 228, 1], [1219, 14, 0]]	0.000e+00	1.118e+00	6.849e-01	1.116e+00	3.201e-01	1.08
8246	exm51	pheno_495	5.030e-03	6.786e-02	[[23652, 236, 1], [1722, 17, 0]]	0.000e+00	9.593e-01	8.694e-01	9.811e-01	5.296e-01	1.00
8247	exm51	pheno_495.1	5.030e-03	8.508e-03	[[23652, 236, 1], [202, 3, 0]]	0.000e+00	1.514e+00	4.760e-01	1.472e+00	2.096e-01	1.18
8248	exm51	pheno_495.11	5.030e-03	1.672e-03	[[23652, 236, 1], [38, 2, 0]]	0.000e+00	5.145e+00	2.268e-02	5.122e+00	3.349e-02	2.45
8249	exm51	pheno_495.2	5.030e-03	1.171e-02	[[23652, 236, 1], [278, 5, 0]]	0.000e+00	1.721e+00	2.334e-01	1.780e+00	1.075e-01	1.75
8250	exm51	pheno_496	5.030e-03	8.956e-02	[[23652, 236, 1], [2326, 24, 0]]	0.000e+00	1.086e+00	7.028e-01	1.025e+00	4.310e-01	1.01
8251	exm51	pheno_496.1	5.030e-03	2.190e-02	[[23652, 236, 1], [532, 3, 0]]	0.000e+00	6.130e-01	4.008e-01	5.616e-01	3.638e-03	2.07
8252	exm51	pheno_496.2	5.030e-03	2.807e-02	[[23652, 236, 1], [679, 11, 0]]	0.000e+00	1.693e+00	9.156e-02	1.605e+00	7.650e-02	2.39
8253	exm51	pheno_496.21	5.030e-03	2.239e-02	[[23652, 236, 1], [537, 10, 0]]	0.000e+00	1.967e+00	3.874e-02	1.843e+00	4.639e-02	3.36
8254	exm51	pheno_496.3	5.030e-03	1.044e-02	[[23652, 236, 1], [248, 4, 0]]	0.000e+00	1.581e+00	3.655e-01	1.598e+00	1.601e-01	1.37
8255	exm51	pheno_497	5.030e-03	6.736e-03	[[23652, 236, 1], [160, 2, 0]]	0.000e+00	1.285e+00	7.244e-01	1.241e+00	2.953e-01	1.04
8256	exm51	pheno_499	5.030e-03	5.668e-03	[[29175, 294, 1], [166, 2, 0]]	0.000e+00	1.149e+00	8.470e-01	1.186e+00	3.161e-01	1.02
8257	exm51	pheno_500	5.030e-03	3.252e-03	[[20027, 202, 1], [63, 3, 0]]	0.000e+00	4.638e+00	7.993e-03	4.589e+00	2.420e-02	3.62
8258	exm51	pheno_501	5.030e-03	1.791e-02	[[20027, 202, 1], [365, 4, 0]]	0.000e+00	1.112e+00	8.334e-01	1.075e+00	3.795e-01	1.01
8259	exm51	pheno_502	5.030e-03	1.763e-02	[[20027, 202, 1], [360, 3, 0]]	0.000e+00	8.715e-01	8.129e-01	8.188e-01	6.229e-02	1.07
8260	exm51	pheno_503	5.030e-03	3.635e-02	[[20027, 202, 1], [756, 7, 0]]	0.000e+00	9.091e-01	8.042e-01	9.094e-01	4.697e-01	1.03
8261	exm51	pheno_504	5.030e-03	9.983e-03	[[20027, 202, 1], [201, 3, 0]]	0.000e+00	1.556e+00	4.459e-01	1.462e+00	2.129e-01	1.18
8262	exm51	pheno_504.1	5.030e-03	6.824e-03	[[20027, 202, 1], [137, 2, 0]]	0.000e+00	1.551e+00	5.351e-01	1.430e+00	2.365e-01	1.10
8263	exm51	pheno_505	5.030e-03	1.791e-02	[[20027, 202, 1], [362, 7, 0]]	0.000e+00	1.890e+00	9.776e-02	1.890e+00	6.648e-02	2.48
8264	exm51	pheno_506	5.030e-03	4.553e-02	[[20027, 202, 1], [952, 13, 0]]	0.000e+00	1.369e+00	2.724e-01	1.338e+00	1.537e-01	1.54
8265	exm51	pheno_507	5.030e-03	1.289e-01	[[20027, 202, 1], [2963, 30, 0]]	0.000e+00	1.026e+00	8.957e-01	9.940e-01	5.346e-01	1.00
8266	exm51	pheno_508	5.030e-03	1.631e-01	[[20027, 202, 1], [3907, 36, 0]]	0.000e+00	9.329e-01	7.031e-01	9.050e-01	2.991e-01	1.17
8267	exm51	pheno_509	5.030e-03	1.239e-01	[[20027, 202, 1], [2828, 33, 0]]	0.000e+00	1.168e+00	4.105e-01	1.145e+00	2.305e-01	1.28
8268	exm51	pheno_509.1	5.030e-03	8.553e-02	[[20027, 202, 1], [1869, 23, 0]]	0.000e+00	1.223e+00	3.605e-01	1.207e+00	1.929e-01	1.39
8269	exm51	pheno_509.2	5.030e-03	2.048e-02	[[20027, 202, 1], [419, 4, 0]]	0.000e+00	9.595e-01	9.347e-01	9.375e-01	1.078e-01	1.01
8270	exm51	pheno_509.3	5.030e-03	4.114e-02	[[20027, 202, 1], [858, 10, 0]]	0.000e+00	1.169e+00	6.289e-01	1.143e+00	3.091e-01	1.08
8271	exm51	pheno_509.5	5.030e-03	2.269e-03	[[20027, 202, 1], [44, 2, 0]]	0.000e+00	4.239e+00	4.294e-02	4.385e+00	4.167e-02	2.24
8272	exm51	pheno_509.8	5.030e-03	1.629e-02	[[20027, 202, 1], [331, 4, 0]]	0.000e+00	1.210e+00	7.059e-01	1.185e+00	3.116e-01	1.05
8273	exm51	pheno_510	5.030e-03	9.670e-02	[[21507, 203, 0], [2295, 29, 0]]	0.000e+00	1.369e+00	1.178e-01	1.337e+00	8.229e-02	2.47
8274	exm51	pheno_510.2	5.030e-03	4.174e-03	[[21507, 203, 0], [89, 2, 0]]	0.000e+00	2.369e+00	2.301e-01	2.365e+00	1.055e-01	1.49
8275	exm51	pheno_512	5.030e-03	3.925e-02	[[21507, 203, 0], [874, 13, 0]]	0.000e+00	1.572e+00	1.163e-01	1.572e+00	7.118e-02	2.56
8276	exm51	pheno_512.1	5.030e-03	1.845e-02	[[21507, 203, 0], [405, 3, 0]]	0.000e+00	7.749e-01	6.623e-01	7.856e-01	4.890e-02	1.11
8277	exm51	pheno_512.2	5.030e-03	1.613e-02	[[21507, 203, 0], [348, 8, 0]]	0.000e+00	2.443e+00	1.430e-02	2.419e+00	2.231e-02	5.54
8278	exm51	pheno_512.3	5.030e-03	9.664e-04	[[21507, 203, 0], [20, 1, 0]]	0.000e+00	5.292e+00	1.048e-01	5.192e+00	5.220e-02	1.48
8279	exm51	pheno_513	5.030e-03	4.818e-02	[[21507, 203, 0], [1087, 12, 0]]	0.000e+00	1.147e+00	6.475e-01	1.169e+00	2.770e-01	1.14
8280	exm51	pheno_513.3	5.030e-03	1.376e-02	[[21507, 203, 0], [301, 2, 0]]	0.000e+00	6.675e-01	5.740e-01	7.049e-01	4.405e-02	1.17
8281	exm51	pheno_513.31	5.030e-03	4.311e-03	[[21507, 203, 0], [92, 2, 0]]	0.000e+00	2.185e+00	2.818e-01	2.289e+00	1.111e-01	1.46
8283	exm51	pheno_513.4	5.030e-03	2.141e-02	[[21507, 203, 0], [471, 4, 0]]	0.000e+00	8.723e-01	7.881e-01	9.002e-01	8.441e-02	1.02
8284	exm51	pheno_513.8	5.030e-03	3.626e-03	[[21507, 203, 0], [76, 3, 0]]	0.000e+00	4.246e+00	1.503e-02	4.120e+00	2.908e-02	3.27
8285	exm51	pheno_514.1	5.030e-03	2.435e-03	[[21507, 203, 0], [51, 2, 0]]	0.000e+00	4.134e+00	5.009e-02	4.094e+00	4.587e-02	2.15
8286	exm51	pheno_514.2	5.030e-03	4.768e-03	[[21507, 203, 0], [103, 1, 0]]	0.000e+00	1.055e+00	9.574e-01	1.028e+00	3.577e-01	1.00
8287	exm51	pheno_516	5.030e-03	2.031e-02	[[21507, 203, 0], [445, 5, 0]]	0.000e+00	1.214e+00	6.706e-01	1.189e+00	3.031e-01	1.07
8288	exm51	pheno_516.1	5.030e-03	1.734e-02	[[21507, 203, 0], [380, 3, 0]]	0.000e+00	8.517e-01	7.836e-01	8.371e-01	7.045e-02	1.05
8289	exm51	pheno_519	5.030e-03	3.718e-02	[[26875, 266, 1], [1031, 17, 0]]	0.000e+00	1.673e+00	4.011e-02	1.648e+00	3.670e-02	4.28
8291	exm51	pheno_519.2	5.030e-03	2.132e-03	[[26875, 266, 1], [56, 2, 0]]	0.000e+00	3.518e+00	7.600e-02	3.536e+00	5.673e-02	1.96
8292	exm51	pheno_519.8	5.030e-03	3.744e-03	[[26875, 266, 1], [99, 3, 0]]	0.000e+00	2.880e+00	7.056e-02	3.008e+00	5.147e-02	2.39
8293	exm51	pheno_519.9	5.030e-03	2.978e-02	[[26875, 266, 1], [821, 12, 0]]	0.000e+00	1.499e+00	1.708e-01	1.462e+00	1.071e-01	1.92
8294	exm51	pheno_520	5.030e-03	3.946e-03	[[27234, 276, 1], [108, 1, 0]]	0.000e+00	8.772e-01	8.966e-01	9.075e-01	1.502e-01	1.01
8295	exm51	pheno_520.2	5.030e-03	3.730e-03	[[27234, 276, 1], [102, 1, 0]]	0.000e+00	9.292e-01	9.420e-01	9.606e-01	1.692e-01	1.00
8296	exm51	pheno_521	5.030e-03	1.936e-02	[[27234, 276, 1], [537, 6, 0]]	0.000e+00	1.071e+00	8.683e-01	1.094e+00	3.642e-01	1.02
8297	exm51	pheno_521.1	5.030e-03	1.873e-02	[[27234, 276, 1], [519, 6, 0]]	0.000e+00	1.107e+00	8.061e-01	1.132e+00	3.352e-01	1.04
8298	exm51	pheno_522	5.030e-03	2.755e-03	[[27234, 276, 1], [74, 2, 0]]	0.000e+00	2.584e+00	1.829e-01	2.626e+00	8.936e-02	1.60
8299	exm51	pheno_522.5	5.030e-03	2.574e-03	[[27234, 276, 1], [69, 2, 0]]	0.000e+00	2.772e+00	1.528e-01	2.813e+00	8.026e-02	1.68
8300	exm51	pheno_523	5.030e-03	1.178e-02	[[27234, 276, 1], [325, 3, 0]]	0.000e+00	8.965e-01	8.510e-01	9.047e-01	1.056e-01	1.02
8301	exm51	pheno_523.1	5.030e-03	7.647e-03	[[27234, 276, 1], [211, 1, 0]]	0.000e+00	4.607e-01	4.398e-01	4.655e-01	1.600e-02	1.66
8302	exm51	pheno_523.3	5.030e-03	3.369e-03	[[27234, 276, 1], [92, 1, 0]]	0.000e+00	1.064e+00	9.505e-01	1.064e+00	3.434e-01	1.00
8304	exm51	pheno_523.32	5.030e-03	1.126e-03	[[27234, 276, 1], [30, 1, 0]]	0.000e+00	3.215e+00	2.436e-01	3.228e+00	8.977e-02	1.30
8307	exm51	pheno_525	5.030e-03	4.739e-03	[[27234, 276, 1], [130, 1, 0]]	0.000e+00	7.510e-01	7.753e-01	7.545e-01	9.596e-02	1.06
8309	exm51	pheno_526	5.030e-03	1.139e-02	[[27234, 276, 1], [313, 4, 0]]	0.000e+00	1.235e+00	6.763e-01	1.250e+00	2.775e-01	1.09
8310	exm51	pheno_526.3	5.030e-03	1.343e-03	[[27234, 276, 1], [36, 1, 0]]	0.000e+00	2.658e+00	3.367e-01	2.698e+00	1.110e-01	1.24
8311	exm51	pheno_526.4	5.030e-03	4.667e-03	[[27234, 276, 1], [126, 3, 0]]	0.000e+00	2.302e+00	1.538e-01	2.317e+00	8.530e-02	1.81
