ind	SNP	pheno	maf	prev	table	logit_OR	logit_p-val	exact_OR	exact_p-val
22659	exm94	pheno_276.1	8.419e-05	2.077e-01	[[19191, 2], [5033, 2]]	4.742e+00	1.286e-01	3.813e+00	5.789e-02
22661	exm94	pheno_276.12	8.419e-05	6.922e-02	[[19191, 2], [1428, 1]]	7.572e+00	1.078e-01	6.720e+00	3.518e-02
22700	exm94	pheno_285	8.419e-05	2.617e-01	[[19035, 3], [6749, 2]]	2.087e+00	4.275e-01	1.880e+00	1.448e-01
22702	exm94	pheno_285.2	8.419e-05	9.040e-02	[[19035, 3], [1890, 1]]	3.268e+00	3.087e-01	3.357e+00	7.789e-02
22704	exm94	pheno_285.22	8.419e-05	5.574e-02	[[19035, 3], [1121, 1]]	5.566e+00	1.394e-01	5.660e+00	4.298e-02
22705	exm94	pheno_285.9	8.419e-05	2.053e-01	[[19035, 3], [4918, 2]]	2.878e+00	2.533e-01	2.580e+00	9.259e-02
22706	exm94	pheno_286	8.419e-05	1.274e-01	[[22540, 3], [3295, 1]]	2.837e+00	3.731e-01	2.280e+00	1.227e-01
22715	exm94	pheno_286.7	8.419e-05	2.883e-02	[[22540, 3], [669, 1]]	9.705e+00	5.019e-02	1.123e+01	2.041e-02
22718	exm94	pheno_287	8.419e-05	8.440e-02	[[22540, 3], [2076, 1]]	3.343e+00	2.967e-01	3.619e+00	7.139e-02
22720	exm94	pheno_287.3	8.419e-05	7.834e-02	[[22540, 3], [1914, 1]]	3.592e+00	2.691e-01	3.925e+00	6.501e-02
22992	exm94	pheno_401	8.419e-05	4.623e-01	[[14585, 2], [12549, 1]]	1.028e+00	9.849e-01	5.811e-01	2.844e-08
22993	exm94	pheno_401.1	8.419e-05	4.578e-01	[[14585, 2], [12324, 1]]	1.059e+00	9.683e-01	5.917e-01	4.210e-04
22998	exm94	pheno_411	8.419e-05	2.005e-01	[[21960, 4], [5512, 1]]	1.124e+00	9.239e-01	9.960e-01	1.239e-01
23000	exm94	pheno_411.2	8.419e-05	6.621e-02	[[21960, 4], [1557, 1]]	3.825e+00	2.682e-01	3.526e+00	7.457e-02
23001	exm94	pheno_411.3	8.419e-05	4.379e-02	[[21960, 4], [1006, 1]]	6.117e+00	1.315e-01	5.457e+00	4.538e-02
23002	exm94	pheno_411.4	8.419e-05	1.827e-01	[[21960, 4], [4912, 1]]	1.266e+00	8.483e-01	1.118e+00	2.806e-01
23004	exm94	pheno_411.8	8.419e-05	5.623e-02	[[21960, 4], [1309, 1]]	4.319e+00	2.362e-01	4.194e+00	6.109e-02
23024	exm94	pheno_426	8.419e-05	1.312e-01	[[18385, 1], [2777, 1]]	9.170e+00	1.459e-01	6.620e+00	4.399e-02
23025	exm94	pheno_426.2	8.419e-05	3.684e-02	[[18385, 1], [703, 1]]	4.550e+01	1.818e-02	2.615e+01	8.734e-03
23029	exm94	pheno_426.24	8.419e-05	2.324e-02	[[18385, 1], [437, 1]]	7.845e+01	7.867e-03	4.207e+01	5.143e-03
23037	exm94	pheno_426.9	8.419e-05	6.998e-02	[[18385, 1], [1383, 1]]	2.603e+01	5.179e-02	1.329e+01	1.911e-02
23038	exm94	pheno_426.91	8.419e-05	5.167e-02	[[18385, 1], [1001, 1]]	4.407e+01	2.693e-02	1.837e+01	1.309e-02
23040	exm94	pheno_427	8.419e-05	2.924e-01	[[18385, 1], [7599, 2]]	7.760e+00	1.041e-01	4.839e+00	6.769e-02
23051	exm94	pheno_427.5	8.419e-05	5.822e-02	[[18385, 1], [1137, 1]]	1.784e+01	4.874e-02	1.617e+01	1.518e-02
23117	exm94	pheno_452	8.419e-05	6.106e-02	[[22596, 4], [1470, 1]]	3.989e+00	2.190e-01	3.843e+00	6.753e-02
23143	exm94	pheno_473	8.419e-05	4.361e-02	[[20918, 3], [950, 1]]	7.402e+00	8.353e-02	7.340e+00	3.227e-02
23146	exm94	pheno_473.4	8.419e-05	2.758e-02	[[20918, 3], [589, 1]]	1.230e+01	3.054e-02	1.184e+01	1.930e-02
23185	exm94	pheno_507	8.419e-05	1.289e-01	[[20210, 3], [2989, 1]]	2.670e+00	4.010e-01	2.254e+00	1.244e-01
23186	exm94	pheno_508	8.419e-05	1.631e-01	[[20210, 3], [3939, 1]]	1.886e+00	5.862e-01	1.710e+00	1.720e-01
23187	exm94	pheno_509	8.419e-05	1.239e-01	[[20210, 3], [2857, 2]]	4.493e+00	1.018e-01	4.716e+00	4.043e-02
23188	exm94	pheno_509.1	8.419e-05	8.553e-02	[[20210, 3], [1888, 2]]	6.742e+00	3.750e-02	7.136e+00	2.377e-02
23267	exm94	pheno_532	8.419e-05	1.125e-01	[[19201, 2], [2433, 1]]	4.342e+00	2.349e-01	3.946e+00	6.470e-02
23291	exm94	pheno_555	8.419e-05	2.840e-02	[[21223, 4], [620, 1]]	7.577e+00	7.732e-02	8.558e+00	2.767e-02
23292	exm94	pheno_555.1	8.419e-05	2.051e-02	[[21223, 4], [444, 1]]	1.067e+01	4.210e-02	1.195e+01	1.935e-02
23293	exm94	pheno_555.2	8.419e-05	1.602e-02	[[21223, 4], [345, 1]]	1.372e+01	2.158e-02	1.538e+01	1.482e-02
23295	exm94	pheno_556	8.419e-05	9.925e-03	[[21223, 4], [212, 1]]	2.561e+01	3.858e-03	2.503e+01	8.932e-03
23296	exm94	pheno_556.1	8.419e-05	8.539e-03	[[21223, 4], [182, 1]]	2.947e+01	2.599e-03	2.915e+01	7.634e-03
23300	exm94	pheno_558	8.419e-05	4.353e-02	[[21223, 4], [966, 1]]	5.025e+00	1.559e-01	5.492e+00	4.506e-02
23313	exm94	pheno_565	8.419e-05	3.357e-02	[[25076, 4], [871, 1]]	6.558e+00	9.337e-02	7.197e+00	3.341e-02
23320	exm94	pheno_571	8.419e-05	4.975e-02	[[23277, 3], [1218, 1]]	5.919e+00	1.240e-01	6.370e+00	3.770e-02
23324	exm94	pheno_571.8	8.419e-05	2.335e-02	[[23277, 3], [555, 1]]	1.200e+01	3.170e-02	1.398e+01	1.619e-02
23326	exm94	pheno_572	8.419e-05	3.818e-02	[[23277, 3], [923, 1]]	7.979e+00	7.244e-02	8.406e+00	2.785e-02
23393	exm94	pheno_593	8.419e-05	7.095e-02	[[21213, 4], [1621, 1]]	3.483e+00	2.687e-01	3.272e+00	8.134e-02
23433	exm94	pheno_605	8.419e-05	8.951e-02	[[9622, 3], [945, 1]]	0.000e+00	0.000e+00	3.394e+00	7.690e-02
23529	exm94	pheno_681	8.419e-05	9.005e-02	[[24560, 4], [2430, 1]]	2.549e+00	4.032e-01	2.527e+00	1.101e-01
23698	exm94	pheno_745	8.419e-05	2.933e-01	[[18694, 4], [7757, 1]]	7.748e-01	8.218e-01	6.025e-01	8.501e-02
23699	exm94	pheno_747	8.419e-05	3.902e-02	[[28019, 4], [1138, 1]]	5.006e+00	1.843e-01	6.155e+00	3.969e-02
23700	exm94	pheno_747.1	8.419e-05	3.615e-02	[[28019, 4], [1051, 1]]	5.355e+00	1.704e-01	6.665e+00	3.636e-02
23762	exm94	pheno_782.3	8.419e-05	1.015e-01	[[24471, 4], [2764, 1]]	2.912e+00	3.513e-01	2.213e+00	1.288e-01
23764	exm94	pheno_783	8.419e-05	1.815e-01	[[22038, 3], [4886, 2]]	2.429e+00	3.441e-01	3.007e+00	7.466e-02
23765	exm94	pheno_785	8.419e-05	2.828e-01	[[18989, 3], [7492, 2]]	1.790e+00	5.268e-01	1.690e+00	1.679e-01
23767	exm94	pheno_789	8.419e-05	1.968e-01	[[21517, 4], [5273, 1]]	1.013e+00	9.910e-01	1.020e+00	3.097e-01
23775	exm94	pheno_795	8.419e-05	9.120e-03	[[29197, 4], [268, 1]]	3.485e+01	2.106e-03	2.724e+01	8.187e-03
23776	exm94	pheno_795.8	8.419e-05	8.649e-03	[[29197, 4], [254, 1]]	3.802e+01	1.701e-03	2.874e+01	7.748e-03
23779	exm94	pheno_798	8.419e-05	3.133e-01	[[17391, 4], [7934, 1]]	6.831e-01	7.365e-01	5.480e-01	6.308e-02
23812	exm94	pheno_850	8.419e-05	2.296e-02	[[25043, 3], [588, 1]]	1.467e+01	2.029e-02	1.420e+01	1.593e-02
23815	exm94	pheno_854	8.419e-05	2.728e-02	[[25043, 3], [701, 2]]	2.082e+01	9.592e-04	2.382e+01	5.918e-03
23870	exm94	pheno_994	8.419e-05	4.333e-02	[[27811, 4], [1259, 1]]	5.382e+00	1.345e-01	5.522e+00	4.478e-02
23872	exm94	pheno_994.2	8.419e-05	3.628e-02	[[27811, 4], [1046, 1]]	6.382e+00	9.919e-02	6.647e+00	3.647e-02
23873	exm101	pheno_008	8.580e-04	2.377e-02	[[28248, 47], [686, 3]]	2.674e+00	9.999e-02	2.628e+00	6.623e-02
23874	exm101	pheno_008.5	8.580e-04	1.757e-02	[[28248, 47], [503, 3]]	3.749e+00	2.709e-02	3.585e+00	3.690e-02
23875	exm101	pheno_008.52	8.580e-04	1.665e-02	[[28248, 47], [476, 3]]	3.998e+00	2.047e-02	3.788e+00	3.338e-02
23879	exm101	pheno_038	8.580e-04	7.407e-02	[[24919, 43], [1994, 3]]	9.177e-01	8.859e-01	8.719e-01	1.295e-01
23880	exm101	pheno_038.1	8.580e-04	1.062e-02	[[24919, 43], [267, 1]]	2.471e+00	3.730e-01	2.170e+00	1.410e-01
23882	exm101	pheno_038.3	8.580e-04	4.430e-02	[[24919, 43], [1155, 2]]	1.069e+00	9.264e-01	1.003e+00	3.921e-01
23883	exm101	pheno_041	8.580e-04	1.027e-01	[[24919, 43], [2852, 4]]	8.289e-01	7.200e-01	8.128e-01	9.419e-02
23884	exm101	pheno_041.1	8.580e-04	4.323e-02	[[24919, 43], [1127, 1]]	5.374e-01	5.400e-01	5.142e-01	2.641e-01
23889	exm101	pheno_041.8	8.580e-04	2.478e-03	[[24919, 43], [61, 1]]	8.676e+00	3.439e-02	9.500e+00	2.543e-02
23894	exm101	pheno_070	8.580e-04	3.226e-02	[[24405, 46], [813, 2]]	1.380e+00	6.569e-01	1.305e+00	2.678e-01
23895	exm101	pheno_070.2	8.580e-04	3.870e-03	[[24405, 46], [94, 1]]	6.401e+00	6.839e-02	5.644e+00	4.539e-02
23897	exm101	pheno_070.4	8.580e-04	8.958e-03	[[24405, 46], [220, 1]]	2.208e+00	4.351e-01	2.412e+00	1.239e-01
23901	exm101	pheno_079	8.580e-04	3.026e-02	[[24405, 46], [762, 1]]	5.846e-01	6.004e-01	6.963e-01	9.246e-02
23903	exm101	pheno_080	8.580e-04	3.394e-02	[[26878, 48], [943, 2]]	1.219e+00	7.838e-01	1.188e+00	3.101e-01
23904	exm101	pheno_081	8.580e-04	3.695e-02	[[26878, 48], [1032, 1]]	5.586e-01	5.649e-01	5.426e-01	2.861e-01
23906	exm101	pheno_110	8.580e-04	3.502e-02	[[25665, 44], [931, 2]]	1.263e+00	7.485e-01	1.253e+00	2.852e-01
23907	exm101	pheno_110.1	8.580e-04	3.302e-02	[[25665, 44], [876, 2]]	1.332e+00	6.941e-01	1.332e+00	2.594e-01
23908	exm101	pheno_110.11	8.580e-04	2.458e-02	[[25665, 44], [646, 2]]	1.765e+00	4.369e-01	1.806e+00	1.595e-01
23912	exm101	pheno_112	8.580e-04	3.411e-02	[[25665, 44], [906, 2]]	1.221e+00	7.824e-01	1.288e+00	2.734e-01
23919	exm101	pheno_145	8.580e-04	2.112e-02	[[27952, 48], [603, 1]]	1.096e+00	9.282e-01	9.657e-01	9.924e-02
23923	exm101	pheno_145.5	8.580e-04	2.778e-03	[[27952, 48], [77, 1]]	8.669e+00	3.530e-02	7.563e+00	3.268e-02
23924	exm101	pheno_149	8.580e-04	3.395e-02	[[27952, 48], [981, 3]]	2.044e+00	2.387e-01	1.781e+00	1.422e-01
23925	exm101	pheno_149.1	8.580e-04	1.081e-02	[[27952, 48], [305, 1]]	2.379e+00	3.968e-01	1.909e+00	1.653e-01
23928	exm101	pheno_149.4	8.580e-04	2.710e-02	[[27952, 48], [778, 2]]	1.723e+00	4.576e-01	1.497e+00	2.157e-01
23930	exm101	pheno_149.9	8.580e-04	4.267e-03	[[27952, 48], [119, 1]]	5.389e+00	9.796e-02	4.894e+00	5.345e-02
23932	exm101	pheno_151	8.580e-04	1.181e-02	[[25313, 41], [302, 1]]	2.508e+00	3.692e-01	2.044e+00	1.517e-01
23933	exm101	pheno_153	8.580e-04	4.134e-02	[[24404, 39], [1050, 3]]	1.812e+00	3.317e-01	1.788e+00	1.414e-01
23934	exm101	pheno_153.2	8.580e-04	3.528e-02	[[24404, 39], [890, 3]]	2.148e+00	2.119e-01	2.109e+00	1.021e-01
23935	exm101	pheno_153.3	8.580e-04	1.926e-02	[[24404, 39], [478, 2]]	2.786e+00	1.634e-01	2.618e+00	8.814e-02
23936	exm101	pheno_155	8.580e-04	8.835e-03	[[25313, 41], [225, 1]]	3.011e+00	2.793e-01	2.744e+00	1.058e-01
23937	exm101	pheno_155.1	8.580e-04	7.205e-03	[[25313, 41], [183, 1]]	3.811e+00	1.894e-01	3.374e+00	8.258e-02
23938	exm101	pheno_157	8.580e-04	8.602e-03	[[25313, 41], [218, 2]]	5.727e+00	1.766e-02	5.664e+00	2.816e-02
23939	exm101	pheno_158	8.580e-04	9.416e-03	[[25313, 41], [240, 1]]	2.643e+00	3.395e-01	2.572e+00	1.145e-01
23940	exm101	pheno_159	8.580e-04	1.778e-02	[[25313, 41], [457, 2]]	2.907e+00	1.444e-01	2.702e+00	8.387e-02
23945	exm101	pheno_165	8.580e-04	4.352e-02	[[27906, 47], [1268, 4]]	1.917e+00	2.224e-01	1.873e+00	1.102e-01
23946	exm101	pheno_165.1	8.580e-04	4.284e-02	[[27906, 47], [1247, 4]]	1.945e+00	2.123e-01	1.905e+00	1.060e-01
23947	exm101	pheno_170	8.580e-04	2.399e-02	[[28550, 48], [701, 2]]	1.795e+00	4.185e-01	1.697e+00	1.763e-01
23948	exm101	pheno_170.1	8.580e-04	1.335e-02	[[28550, 48], [386, 1]]	1.621e+00	6.331e-01	1.541e+00	2.154e-01
23949	exm101	pheno_170.2	8.580e-04	1.542e-02	[[28550, 48], [446, 2]]	2.835e+00	1.501e-01	2.667e+00	8.552e-02
23950	exm101	pheno_172	8.580e-04	1.130e-01	[[24031, 46], [3065, 3]]	4.984e-01	2.514e-01	5.113e-01	1.077e-01
23951	exm101	pheno_172.1	8.580e-04	4.747e-02	[[24031, 46], [1198, 2]]	9.172e-01	9.056e-01	8.721e-01	1.139e-01
23952	exm101	pheno_172.11	8.580e-04	4.137e-02	[[24031, 46], [1037, 2]]	1.070e+00	9.263e-01	1.008e+00	3.908e-01
23953	exm101	pheno_172.2	8.580e-04	8.372e-02	[[24031, 46], [2198, 2]]	4.425e-01	2.663e-01	4.754e-01	1.282e-01
23957	exm101	pheno_173	8.580e-04	6.963e-02	[[24031, 46], [1800, 2]]	5.882e-01	4.654e-01	5.805e-01	2.826e-02
23958	exm101	pheno_174	8.580e-04	5.784e-02	[[25575, 46], [1570, 3]]	7.897e-01	7.000e-01	1.062e+00	3.745e-01
23959	exm101	pheno_174.1	8.580e-04	1.066e-01	[[12115, 31], [1449, 1]]	0.000e+00	0.000e+00	2.697e-01	3.488e-02
23960	exm101	pheno_174.11	8.580e-04	1.059e-01	[[12115, 31], [1437, 1]]	0.000e+00	0.000e+00	2.720e-01	3.640e-02
23961	exm101	pheno_174.3	8.580e-04	3.617e-03	[[25575, 46], [92, 1]]	4.451e+00	1.445e-01	6.043e+00	4.201e-02
23963	exm101	pheno_180	8.580e-04	3.105e-02	[[12108, 31], [388, 1]]	0.000e+00	0.000e+00	1.007e+00	3.538e-01
23965	exm101	pheno_180.3	8.580e-04	1.931e-02	[[12108, 31], [238, 1]]	0.000e+00	0.000e+00	1.641e+00	1.983e-01
23971	exm101	pheno_185	8.580e-04	1.422e-01	[[9670, 14], [1605, 1]]	0.000e+00	0.000e+00	4.304e-01	7.776e-02
23975	exm101	pheno_189	8.580e-04	3.627e-02	[[28196, 50], [1062, 1]]	5.822e-01	5.954e-01	5.310e-01	2.732e-01
23976	exm101	pheno_189.1	8.580e-04	2.104e-02	[[28196, 50], [606, 1]]	1.024e+00	9.814e-01	9.306e-01	8.643e-02
23977	exm101	pheno_189.11	8.580e-04	1.879e-02	[[28196, 50], [540, 1]]	1.159e+00	8.842e-01	1.044e+00	3.449e-01
23978	exm101	pheno_189.12	8.580e-04	3.422e-03	[[28196, 50], [96, 1]]	6.379e+00	7.087e-02	5.874e+00	4.339e-02
23979	exm101	pheno_189.2	8.580e-04	1.729e-02	[[28196, 50], [496, 1]]	1.213e+00	8.511e-01	1.137e+00	3.125e-01
23980	exm101	pheno_189.21	8.580e-04	1.705e-02	[[28196, 50], [489, 1]]	1.224e+00	8.443e-01	1.153e+00	3.072e-01
23981	exm101	pheno_189.4	8.580e-04	6.437e-03	[[28196, 50], [182, 1]]	3.499e+00	2.196e-01	3.098e+00	9.151e-02
23983	exm101	pheno_191	8.580e-04	2.753e-02	[[27860, 48], [787, 3]]	2.290e+00	1.654e-01	2.213e+00	9.267e-02
23984	exm101	pheno_191.1	8.580e-04	2.231e-02	[[27860, 48], [635, 2]]	1.878e+00	3.838e-01	1.828e+00	1.564e-01
23985	exm101	pheno_191.11	8.580e-04	2.019e-02	[[27860, 48], [573, 2]]	2.088e+00	3.094e-01	2.026e+00	1.325e-01
23988	exm101	pheno_195	8.580e-04	7.221e-02	[[20817, 36], [1618, 5]]	1.893e+00	1.862e-01	1.787e+00	1.085e-01
23989	exm101	pheno_195.1	8.580e-04	4.685e-02	[[20817, 36], [1023, 2]]	1.231e+00	7.763e-01	1.130e+00	3.326e-01
23991	exm101	pheno_197	8.580e-04	1.461e-01	[[20817, 36], [3561, 7]]	1.188e+00	6.793e-01	1.137e+00	3.205e-01
23992	exm101	pheno_198	8.580e-04	1.490e-01	[[20817, 36], [3643, 8]]	1.293e+00	5.230e-01	1.270e+00	2.314e-01
23993	exm101	pheno_198.1	8.580e-04	8.226e-02	[[20817, 36], [1866, 3]]	9.667e-01	9.557e-01	9.297e-01	1.997e-01
23994	exm101	pheno_198.2	8.580e-04	5.604e-02	[[20817, 36], [1236, 2]]	9.697e-01	9.666e-01	9.357e-01	1.697e-01
23996	exm101	pheno_198.4	8.580e-04	4.093e-02	[[20817, 36], [889, 1]]	6.794e-01	7.048e-01	6.504e-01	9.383e-02
23997	exm101	pheno_198.5	8.580e-04	2.792e-02	[[20817, 36], [597, 2]]	1.991e+00	3.473e-01	1.937e+00	1.424e-01
23998	exm101	pheno_198.6	8.580e-04	3.899e-02	[[20817, 36], [845, 1]]	7.262e-01	7.538e-01	6.843e-01	5.356e-03
24000	exm101	pheno_199	8.580e-04	7.415e-02	[[20817, 36], [1668, 2]]	7.248e-01	6.589e-01	6.933e-01	1.424e-02
24004	exm101	pheno_201	8.580e-04	1.169e-02	[[26930, 48], [318, 1]]	1.911e+00	5.229e-01	1.764e+00	1.822e-01
24005	exm101	pheno_202	8.580e-04	3.564e-02	[[26930, 48], [996, 1]]	5.979e-01	6.113e-01	5.633e-01	3.040e-01
24006	exm101	pheno_202.2	8.580e-04	3.308e-02	[[26930, 48], [922, 1]]	6.447e-01	6.645e-01	6.085e-01	2.358e-02
24010	exm101	pheno_202.24	8.580e-04	9.909e-03	[[26930, 48], [269, 1]]	2.199e+00	4.376e-01	2.086e+00	1.482e-01
24011	exm101	pheno_204	8.580e-04	3.457e-02	[[26930, 48], [965, 1]]	6.245e-01	6.417e-01	5.814e-01	5.272e-03
24012	exm101	pheno_204.1	8.580e-04	1.598e-02	[[26930, 48], [437, 1]]	1.312e+00	7.890e-01	1.284e+00	2.696e-01
24013	exm101	pheno_204.11	8.580e-04	1.147e-02	[[26930, 48], [312, 1]]	1.748e+00	5.852e-01	1.798e+00	1.780e-01
24020	exm101	pheno_208	8.580e-04	8.520e-02	[[25425, 43], [2369, 3]]	7.675e-01	6.611e-01	7.488e-01	2.757e-02
24023	exm101	pheno_211	8.580e-04	1.365e-02	[[26693, 44], [368, 2]]	3.254e+00	1.049e-01	3.297e+00	6.165e-02
24029	exm101	pheno_216	8.580e-04	5.231e-02	[[26149, 47], [1445, 1]]	3.637e-01	3.172e-01	3.850e-01	1.311e-01
24035	exm101	pheno_220	8.580e-04	6.740e-03	[[12200, 31], [82, 1]]	0.000e+00	0.000e+00	4.799e+00	5.452e-02
24044	exm101	pheno_228	8.580e-04	6.334e-03	[[28971, 49], [184, 1]]	3.041e+00	2.724e-01	3.213e+00	8.760e-02
24045	exm101	pheno_228.1	8.580e-04	4.494e-03	[[28971, 49], [130, 1]]	4.367e+00	1.462e-01	4.548e+00	5.818e-02
24051	exm101	pheno_242	8.580e-04	2.193e-02	[[23463, 38], [523, 3]]	3.175e+00	5.576e-02	3.542e+00	3.802e-02
24052	exm101	pheno_242.1	8.580e-04	1.119e-02	[[23463, 38], [263, 2]]	4.057e+00	5.565e-02	4.695e+00	3.667e-02
24055	exm101	pheno_244	8.580e-04	1.401e-01	[[23463, 38], [3819, 10]]	1.469e+00	2.954e-01	1.617e+00	9.064e-02
24056	exm101	pheno_244.1	8.580e-04	3.653e-02	[[23463, 38], [888, 2]]	1.256e+00	7.552e-01	1.391e+00	2.420e-01
24057	exm101	pheno_244.2	8.580e-04	6.258e-03	[[23463, 38], [146, 2]]	8.201e+00	4.010e-03	8.458e+00	1.658e-02
24058	exm101	pheno_244.4	8.580e-04	1.237e-01	[[23463, 38], [3307, 9]]	1.539e+00	2.626e-01	1.680e+00	8.520e-02
24059	exm101	pheno_244.5	8.580e-04	1.614e-03	[[23463, 38], [37, 1]]	1.283e+01	1.714e-02	1.669e+01	1.390e-02
24060	exm101	pheno_245	8.580e-04	8.187e-03	[[23463, 38], [193, 1]]	2.665e+00	3.364e-01	3.199e+00	8.795e-02
24065	exm101	pheno_249	8.580e-04	5.634e-03	[[21498, 36], [121, 1]]	4.787e+00	1.254e-01	4.935e+00	5.287e-02
24066	exm101	pheno_250	8.580e-04	1.888e-01	[[21498, 36], [4999, 12]]	1.579e+00	1.862e-01	1.433e+00	1.301e-01
24067	exm101	pheno_250.1	8.580e-04	6.411e-02	[[21498, 36], [1472, 3]]	1.325e+00	6.406e-01	1.217e+00	2.945e-01
24068	exm101	pheno_250.11	8.580e-04	5.036e-03	[[21498, 36], [108, 1]]	4.477e+00	1.465e-01	5.529e+00	4.643e-02
24071	exm101	pheno_250.14	8.580e-04	1.157e-02	[[21498, 36], [251, 1]]	2.521e+00	3.636e-01	2.379e+00	1.258e-01
24073	exm101	pheno_250.2	8.580e-04	1.784e-01	[[21498, 36], [4665, 10]]	1.372e+00	3.940e-01	1.280e+00	2.125e-01
24079	exm101	pheno_250.3	8.580e-04	4.255e-02	[[21498, 36], [955, 2]]	1.375e+00	6.623e-01	1.251e+00	2.854e-01
24086	exm101	pheno_251.1	8.580e-04	1.188e-02	[[19424, 31], [232, 2]]	5.108e+00	2.649e-02	5.402e+00	3.023e-02
24087	exm101	pheno_252	8.580e-04	1.312e-02	[[25684, 43], [340, 2]]	3.135e+00	1.170e-01	3.514e+00	5.601e-02
24088	exm101	pheno_252.1	8.580e-04	1.065e-02	[[25684, 43], [275, 2]]	3.844e+00	6.537e-02	4.344e+00	4.094e-02
24090	exm101	pheno_253	8.580e-04	1.854e-02	[[25684, 43], [485, 1]]	1.258e+00	8.224e-01	1.232e+00	2.833e-01
24092	exm101	pheno_253.2	8.580e-04	1.084e-02	[[25684, 43], [281, 1]]	2.129e+00	4.679e-01	2.126e+00	1.446e-01
24112	exm101	pheno_260	8.580e-04	7.998e-02	[[21967, 36], [1910, 3]]	9.913e-01	9.884e-01	9.584e-01	2.076e-01
24113	exm101	pheno_260.1	8.580e-04	3.397e-03	[[21967, 36], [73, 2]]	1.735e+01	1.105e-04	1.672e+01	7.301e-03
24114	exm101	pheno_260.2	8.580e-04	3.147e-02	[[21967, 36], [712, 3]]	2.587e+00	1.147e-01	2.571e+00	6.958e-02
24115	exm101	pheno_260.6	8.580e-04	2.417e-02	[[21967, 36], [544, 1]]	1.172e+00	8.761e-01	1.122e+00	3.163e-01
24116	exm101	pheno_261	8.580e-04	8.022e-02	[[21967, 36], [1915, 4]]	1.166e+00	7.738e-01	1.275e+00	2.618e-01
24117	exm101	pheno_261.2	8.580e-04	2.187e-02	[[21967, 36], [490, 2]]	2.208e+00	2.838e-01	2.491e+00	9.539e-02
24118	exm101	pheno_261.4	8.580e-04	6.246e-02	[[21967, 36], [1463, 3]]	1.112e+00	8.619e-01	1.251e+00	2.800e-01
24120	exm101	pheno_264	8.580e-04	5.809e-02	[[21967, 36], [1353, 4]]	1.652e+00	3.776e-01	1.804e+00	1.209e-01
24121	exm101	pheno_264.2	8.580e-04	3.483e-02	[[21967, 36], [792, 2]]	1.535e+00	5.616e-01	1.541e+00	2.055e-01
24123	exm101	pheno_270	8.580e-04	2.072e-02	[[27600, 48], [584, 1]]	1.037e+00	9.711e-01	9.846e-01	1.065e-01
24125	exm101	pheno_270.2	8.580e-04	1.697e-03	[[27600, 48], [46, 1]]	1.263e+01	1.444e-02	1.250e+01	1.890e-02
24132	exm101	pheno_272	8.580e-04	3.256e-01	[[18560, 34], [8970, 9]]	5.853e-01	1.827e-01	5.477e-01	2.191e-02
24133	exm101	pheno_272.1	8.580e-04	3.248e-01	[[18560, 34], [8938, 9]]	5.875e-01	1.860e-01	5.497e-01	2.289e-02
24134	exm101	pheno_272.11	8.580e-04	1.705e-01	[[18560, 34], [3818, 4]]	5.801e-01	3.201e-01	5.719e-01	6.315e-02
24136	exm101	pheno_272.13	8.580e-04	1.876e-01	[[18560, 34], [4288, 6]]	7.669e-01	5.660e-01	7.638e-01	1.184e-01
24138	exm101	pheno_274	8.580e-04	3.782e-02	[[27962, 49], [1099, 2]]	1.144e+00	8.539e-01	1.038e+00	3.772e-01
24139	exm101	pheno_274.1	8.580e-04	3.643e-02	[[27962, 49], [1057, 2]]	1.197e+00	8.061e-01	1.080e+00	3.576e-01
24140	exm101	pheno_274.11	8.580e-04	9.442e-03	[[27962, 49], [266, 1]]	2.456e+00	3.786e-01	2.145e+00	1.431e-01
24143	exm101	pheno_275	8.580e-04	6.521e-02	[[26371, 46], [1842, 1]]	3.183e-01	2.576e-01	3.112e-01	6.102e-02
24145	exm101	pheno_275.3	8.580e-04	2.358e-02	[[26371, 46], [637, 1]]	9.385e-01	9.500e-01	9.000e-01	8.174e-02
24150	exm101	pheno_276	8.580e-04	2.728e-01	[[19182, 33], [7198, 9]]	7.382e-01	4.235e-01	7.268e-01	7.315e-02
24151	exm101	pheno_276.1	8.580e-04	2.077e-01	[[19182, 33], [5029, 7]]	7.918e-01	5.796e-01	8.091e-01	1.644e-01
24153	exm101	pheno_276.12	8.580e-04	6.922e-02	[[19182, 33], [1428, 1]]	4.127e-01	3.848e-01	4.071e-01	1.626e-01
24154	exm101	pheno_276.13	8.580e-04	5.251e-02	[[19182, 33], [1064, 1]]	5.996e-01	6.153e-01	5.463e-01	4.139e-02
24155	exm101	pheno_276.14	8.580e-04	1.307e-01	[[19182, 33], [2884, 4]]	7.732e-01	6.299e-01	8.062e-01	1.405e-01
24156	exm101	pheno_276.4	8.580e-04	4.890e-02	[[19182, 33], [987, 1]]	6.101e-01	6.267e-01	5.889e-01	7.034e-02
24157	exm101	pheno_276.41	8.580e-04	3.853e-02	[[19182, 33], [769, 1]]	7.826e-01	8.095e-01	7.559e-01	5.567e-02
24159	exm101	pheno_276.5	8.580e-04	1.388e-01	[[19182, 33], [3093, 4]]	7.704e-01	6.227e-01	7.517e-01	9.047e-02
24166	exm101	pheno_278	8.580e-04	1.094e-01	[[24822, 45], [3051, 4]]	6.993e-01	4.935e-01	7.232e-01	1.014e-02
