"Chr","Chr_pos","SNP","jd_code","PUBMEDID","Disease_Trait","Reported_Gene","Mapped_gene","p_value","OR_or_beta_text","CI_95","Context","Risk_Allele_Frequency","Initial_Sample_Size","SNP","jd_code","jd_string","cases","controls","odds_ratio","P","CHR","BP","gene","rsID","Mutation","MAF_W","PHRED","catalog_assoc_SNP","catalog_assoc_gene","RawScore","Category","Category_string"
16,50756774,"rs5743289",555,18758464,"Inflammatory bowel disease","NOD2","NOD2",4E-10,1.46,"[1.29-1.64]","intron",0.17,"1,011 cases,4,250 controls","rs5743289",555,"Inflammatory bowel disease and other gastroenteritis and colitis",621,21248,1.23,0.003631,16,50756774,"NOD2","rs5743289","Silent",0.18330000,5.5360,"Inflammatory bowel disease || Crohn's disease","Crohn's disease || Inflammatory bowel disease",0.283797,10,"digestive"
1,67681669,"rs7517847",555,17068223,"Inflammatory bowel disease","IL23R","IL23R",4E-13,1.61,"[1.35-1.92]","intron",0.56,"547 cases,548 controls","rs7517847",555,"Inflammatory bowel disease and other gastroenteritis and colitis",621,21248,0.80,0.0002318,1,67681669,"IL23R","rs7517847","Silent",0.43800000,1.1090,"Crohn's disease || Inflammatory bowel disease","Psoriasis || Ulcerative colitis || Crohn's disease || Inflammatory bowel disease || Ankylosing spondylitis",-0.658744,10,"digestive"
16,53825488,"rs9941349",278.11,19553259,"Obesity (extreme)","FTO","FTO",6E-12,1.48,"[1.33-1.66]","intron",0.43,"775 European ancestry cases, 3,197 European ancestry controls","rs9941349",278.11,"Morbid obesity",966,24867,1.25,0.000002275,16,53825488,"FTO","rs9941349","Silent",0.41560000,1.3170,"Obesity (extreme)","Body mass index || Obesity (early onset extreme) || Subcutaneous adipose tissue (women) || Dietary macronutrient intake (Protein) || Obesity (children) || Obesity (Obesity class III) || Obesity || Obesity (Overweight) || Obesity (extreme) || Waist circumference || Weight || Obesity (Obesity class II) || Body mass index (discovery + validation) || Obesity (Obesity class I) || Osteoarthritis || Adiposity || Body mass in chronic obstructive pulmonary disease (BMI) || Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (obese) || Subcutaneous adipose tissue (overall) || Obesity-related traits (BMI) || Obesity-related traits (hip) || Obesity-related traits (weight) || Biomedical quantitative traits (BMI) || Menarche (age at onset) || Metabolic syndrome (Waist) || Breast cancer || Sex hormone-binding globulin levels || Melanoma || Obesity (obesity) || Body mass index (African American and Sub-Saharan)",-0.600514,3,"endocrine/metabolic"
3,185529080,"rs1470579",250.2,23945395,"Type 2 diabetes","IGF2BP2","IGF2BP2",5E-14,1.19,"[1.14-1.24]","intron",0.34,"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls","rs1470579",250.2,"Type 2 diabetes",4675,21534,1.08,0.002922,3,185529080,"IGF2BP2","rs1470579","Silent,Silent",0.31800000,4.8970,"Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes || Type 2 diabetes (Punjabi Sikhs) || Diabetes (gestational) || Type 2 diabetes (South Asians, East Asians) || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (South Asians)","Type 2 diabetes || Diabetes (gestational) || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Obese)",0.166788,3,"endocrine/metabolic"
6,20661250,"rs7754840",250.2,23945395,"Type 2 diabetes","CDKAL1","CDKAL1",2E-13,1.18,"[1.13-1.23]","intron",0.42,"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls","rs7754840",250.2,"Type 2 diabetes",4675,21534,1.10,0.0001577,6,20661250,"CDKAL1","rs7754840","Silent",0.30910000,0.5410,"Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Diabetes (gestational)","Body mass index || Ileal carcinoids || Type 2 diabetes || Type 2 diabetes and other traits || Crohn's disease || Birth weight || Glycated hemoglobin levels || Diabetes (gestational) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Lean) || Type 2 diabetes (Obese) || Type 2 diabetes (Chinese+Malay+Indian) || Glycemic traits (1-hPG) || Inflammatory bowel disease || Obesity-related traits (Weight z-score ) || Type 2 diabetes (non-obese)",-0.853422,3,"endocrine/metabolic"
10,114758349,"rs7903146",250.2,23945395,"Type 2 diabetes","TCF7L2","TCF7L2",2E-15,1.48,"[1.34-1.63]","intron",0.04,"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls","rs7903146",250.2,"Type 2 diabetes",4675,21534,1.20,0.0000000000002946,10,114758349,"TCF7L2","rs7903146","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.29640000,5.1830,"Type 2 diabetes || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (South Asians) || Metabolic syndrome (T2D) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes and other traits || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (non-obese) || Proinsulin levels || Type 2 diabetes (South Asians, East Asians) || Fasting insulin-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Glycated hemoglobin levels","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.219405,3,"endocrine/metabolic"
11,2839751,"rs2237892",250.2,23945395,"Type 2 diabetes","KCNQ1","KCNQ1",4E-29,1.30,"[1.24-1.36]","intron",0.61,"5,976 Japanese ancestry cases, 20,829 Japanese ancestry controls","rs2237892",250.2,"Type 2 diabetes",4675,21534,0.86,0.002989,11,2839751,"KCNQ1","rs2237892","Silent,Silent",0.06196000,1.0110,"Type 2 diabetes","Type 2 diabetes || Platelet aggregation (ADP) || QT interval || Protein quantitative trait loci (Lactic dehydrogenase) || Height || Electrocardiographic traits (QT interval)",-0.687744,3,"endocrine/metabolic"
10,114758349,"rs7903146",250.2,23300278,"Type 2 diabetes","TCF7L2","TCF7L2",3E-19,1.44,"[1.33 - 1.56]","intron",0.31,"842 Punjabi Sikh cases, 774 Punjabi Sikh controls","rs7903146",250.2,"Type 2 diabetes",4675,21534,1.20,0.0000000000002946,10,114758349,"TCF7L2","rs7903146","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.29640000,5.1830,"Type 2 diabetes || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (South Asians) || Metabolic syndrome (T2D) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes and other traits || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (non-obese) || Proinsulin levels || Type 2 diabetes (South Asians, East Asians) || Fasting insulin-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Glycated hemoglobin levels","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.219405,3,"endocrine/metabolic"
10,114758349,"rs7903146",250.2,23300278,"Type 2 diabetes","TCF7L2","TCF7L2",6E-22,1.30,"[1.23 - 1.37]","intron",0.31,"842 Punjabi Sikh cases, 774 Punjabi Sikh controls","rs7903146",250.2,"Type 2 diabetes",4675,21534,1.20,0.0000000000002946,10,114758349,"TCF7L2","rs7903146","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.29640000,5.1830,"Type 2 diabetes || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (South Asians) || Metabolic syndrome (T2D) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes and other traits || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (non-obese) || Proinsulin levels || Type 2 diabetes (South Asians, East Asians) || Fasting insulin-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Glycated hemoglobin levels","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.219405,3,"endocrine/metabolic"
10,114758349,"rs7903146",250.2,23300278,"Type 2 diabetes","TCF7L2","TCF7L2",3E-35,1.15,"[1.13 - 1.18]","intron",0.3,"842 Punjabi Sikh cases, 774 Punjabi Sikh controls","rs7903146",250.2,"Type 2 diabetes",4675,21534,1.20,0.0000000000002946,10,114758349,"TCF7L2","rs7903146","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.29640000,5.1830,"Type 2 diabetes || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (South Asians) || Metabolic syndrome (T2D) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes and other traits || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (non-obese) || Proinsulin levels || Type 2 diabetes (South Asians, East Asians) || Fasting insulin-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Glycated hemoglobin levels","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.219405,3,"endocrine/metabolic"
3,185529080,"rs1470579",250.2,23300278,"Type 2 diabetes","IGF2BP2","IGF2BP2",4E-9,1.06,"[1.04-1.09]","intron",0.45,"842 Punjabi Sikh cases, 774 Punjabi Sikh controls","rs1470579",250.2,"Type 2 diabetes",4675,21534,1.08,0.002922,3,185529080,"IGF2BP2","rs1470579","Silent,Silent",0.31800000,4.8970,"Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes || Type 2 diabetes (Punjabi Sikhs) || Diabetes (gestational) || Type 2 diabetes (South Asians, East Asians) || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (South Asians)","Type 2 diabetes || Diabetes (gestational) || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Obese)",0.166788,3,"endocrine/metabolic"
10,114758349,"rs7903146",250.2,23300278,"Type 2 diabetes","TCF7L2","TCF7L2",2E-38,1.15,"[1.12 - 1.17]","intron",0.3,"842 Punjabi Sikh cases, 774 Punjabi Sikh controls","rs7903146",250.2,"Type 2 diabetes",4675,21534,1.20,0.0000000000002946,10,114758349,"TCF7L2","rs7903146","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.29640000,5.1830,"Type 2 diabetes || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (South Asians) || Metabolic syndrome (T2D) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes and other traits || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (non-obese) || Proinsulin levels || Type 2 diabetes (South Asians, East Asians) || Fasting insulin-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Glycated hemoglobin levels","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.219405,3,"endocrine/metabolic"
3,185529080,"rs1470579",250.2,23300278,"Type 2 diabetes","IGF2BP2","IGF2BP2",2E-13,1.06,"[1.04-1.08]","intron",0.45,"842 Punjabi Sikh cases, 774 Punjabi Sikh controls","rs1470579",250.2,"Type 2 diabetes",4675,21534,1.08,0.002922,3,185529080,"IGF2BP2","rs1470579","Silent,Silent",0.31800000,4.8970,"Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes || Type 2 diabetes (Punjabi Sikhs) || Diabetes (gestational) || Type 2 diabetes (South Asians, East Asians) || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (South Asians)","Type 2 diabetes || Diabetes (gestational) || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Obese)",0.166788,3,"endocrine/metabolic"
10,114758349,"rs7903146",250.2,23300278,"Type 2 diabetes","TCF7L2","TCF7L2",9E-75,1.19,"[1.17 - 1.21]","intron",0.5,"842 Punjabi Sikh cases, 774 Punjabi Sikh controls","rs7903146",250.2,"Type 2 diabetes",4675,21534,1.20,0.0000000000002946,10,114758349,"TCF7L2","rs7903146","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.29640000,5.1830,"Type 2 diabetes || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (South Asians) || Metabolic syndrome (T2D) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes and other traits || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (non-obese) || Proinsulin levels || Type 2 diabetes (South Asians, East Asians) || Fasting insulin-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Glycated hemoglobin levels","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.219405,3,"endocrine/metabolic"
3,185529080,"rs1470579",250.2,23300278,"Type 2 diabetes","IGF2BP2","IGF2BP2",2E-19,1.08,"[1.05-1.09]","intron",0.5,"842 Punjabi Sikh cases, 774 Punjabi Sikh controls","rs1470579",250.2,"Type 2 diabetes",4675,21534,1.08,0.002922,3,185529080,"IGF2BP2","rs1470579","Silent,Silent",0.31800000,4.8970,"Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes || Type 2 diabetes (Punjabi Sikhs) || Diabetes (gestational) || Type 2 diabetes (South Asians, East Asians) || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (South Asians)","Type 2 diabetes || Diabetes (gestational) || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Obese)",0.166788,3,"endocrine/metabolic"
10,114758349,"rs7903146",250.2,23209189,"Type 2 diabetes","TCF7L2","TCF7L2",1E-35,1.51,"[1.42-1.62]","intron",0.30,"1,101 Indo-European ancestry cases, 1,027 Indo-European ancestry controls","rs7903146",250.2,"Type 2 diabetes",4675,21534,1.20,0.0000000000002946,10,114758349,"TCF7L2","rs7903146","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.29640000,5.1830,"Type 2 diabetes || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (South Asians) || Metabolic syndrome (T2D) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes and other traits || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (non-obese) || Proinsulin levels || Type 2 diabetes (South Asians, East Asians) || Fasting insulin-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Glycated hemoglobin levels","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.219405,3,"endocrine/metabolic"
9,22132076,"rs2383208",250.2,22961080,"Type 2 diabetes","CDKN2B","CDKN2B-AS1 - DMRTA1",3E-17,1.22,"[1.17-1.28]","Intergenic",0.558,"1,839 Han Chinese cases, 1,873 Han Chinese controls","rs2383208",250.2,"Type 2 diabetes",4675,21534,0.92,0.008102,9,22132076,"","rs2383208","",0.17930000,4.8820,"Type 2 diabetes || Type 2 diabetes (Indo-European South Asians)",NULL,0.163905,3,"endocrine/metabolic"
6,20661250,"rs7754840",250.2,22961080,"Type 2 diabetes","CDKAL1","CDKAL1",7E-10,1.35,"[1.23-1.48]","intron",0.411,"1,839 Han Chinese cases, 1,873 Han Chinese controls","rs7754840",250.2,"Type 2 diabetes",4675,21534,1.10,0.0001577,6,20661250,"CDKAL1","rs7754840","Silent",0.30910000,0.5410,"Type 2 diabetes || Type 2 diabetes (DGI+FUSION+WTCCC) || Diabetes (gestational)","Body mass index || Ileal carcinoids || Type 2 diabetes || Type 2 diabetes and other traits || Crohn's disease || Birth weight || Glycated hemoglobin levels || Diabetes (gestational) || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (Lean) || Type 2 diabetes (Obese) || Type 2 diabetes (Chinese+Malay+Indian) || Glycemic traits (1-hPG) || Inflammatory bowel disease || Obesity-related traits (Weight z-score ) || Type 2 diabetes (non-obese)",-0.853422,3,"endocrine/metabolic"
10,114758349,"rs7903146",250.2,22693455,"Type 2 diabetes","TCF7L2","TCF7L2",2E-40,1.58,"[1.47-1.68]","intron",0.29,"2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls","rs7903146",250.2,"Type 2 diabetes",4675,21534,1.20,0.0000000000002946,10,114758349,"TCF7L2","rs7903146","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.29640000,5.1830,"Type 2 diabetes || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (South Asians) || Metabolic syndrome (T2D) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes and other traits || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (non-obese) || Proinsulin levels || Type 2 diabetes (South Asians, East Asians) || Fasting insulin-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Glycated hemoglobin levels","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.219405,3,"endocrine/metabolic"
8,118185025,"rs3802177",250.2,22693455,"Type 2 diabetes","SLC30A8","SLC30A8",4E-8,1.23,"[1.15-1.33]","UTR-3",0.68,"2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls","rs3802177",250.2,"Type 2 diabetes",4675,21534,0.88,0.000001256,8,118185025,"SLC30A8","rs3802177","Silent,Silent,Silent,Silent,Silent",0.31250000,6.6920,"Type 2 diabetes || Type 2 diabetes (Lean)","Asthma || Type 2 diabetes || Type 2 diabetes (Lean) || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (interaction with BMI) || Proinsulin levels || Obesity-related traits (ALT/AST) || Glycated hemoglobin levels || Type 2 diabetes (DGI+FUSION+WTCCC) || Type 2 diabetes (non-obese) || Type 2 diabetes and other traits",0.496228,3,"endocrine/metabolic"
3,123065778,"rs11708067",250.2,22693455,"Type 2 diabetes","ADCY5","ADCY5",6E-8,1.25,"[1.15-1.35]","intron",0.78,"2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls","rs11708067",250.2,"Type 2 diabetes",4675,21534,0.94,0.03802,3,123065778,"ADCY5","rs11708067","Silent,Silent",0.23580000,21.7000,"Fasting glucose-related traits (HOMA-B) || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Fasting glucose-related traits (FPG)","Two-hour glucose challenge || Birth weight || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-B) || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Obesity-related traits (MCP1 )",4.181121,3,"endocrine/metabolic"
10,114758349,"rs7903146",250.2,22693455,"Type 2 diabetes","TCF7L2","TCF7L2",4E-21,1.26,"[1.20 - 1.32]","intron",0.29,"2,112 lean type 2 diabetes cases, 4,123 obese type 2 diabetes cases, 54,412 controls","rs7903146",250.2,"Type 2 diabetes",4675,21534,1.20,0.0000000000002946,10,114758349,"TCF7L2","rs7903146","Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent,Silent",0.29640000,5.1830,"Type 2 diabetes || Fasting glucose-related traits (interaction with BMI) || Type 2 diabetes (South Asians) || Metabolic syndrome (T2D) || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes and other traits || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (non-obese) || Proinsulin levels || Type 2 diabetes (South Asians, East Asians) || Fasting insulin-related traits (interaction with BMI) || Type 2 diabetes (Lean) || Glycated hemoglobin levels","Fasting glucose-related traits (FPG) || Type 2 diabetes || Coronary heart disease (T2D) || Type 2 diabetes (DGI+FUSION+WTCCC) || Fasting glucose-related traits (interaction with BMI) || Fasting insulin-related traits (interaction with BMI) || Glycated hemoglobin levels || Metabolic syndrome (T2D) || Proinsulin levels || Type 2 diabetes (All Punjabi) || Type 2 diabetes (Indo-European South Asians) || Type 2 diabetes (Lean) || Type 2 diabetes (non-obese) || Type 2 diabetes (Obese) || Type 2 diabetes (Punjabi Sikhs) || Type 2 diabetes (South Asian, East Asian, Europeans) || Type 2 diabetes (South Asians) || Type 2 diabetes (South Asians, East Asians) || Type 2 diabetes and other traits || Breast cancer || Breast Cancer in BRCA1 mutation carriers || Two-hour glucose challenge",0.219405,3,"endocrine/metabolic"
