"Chr","Chr_pos","SNP","jd_code","PUBMEDID","Disease_Trait","Reported_Gene","Mapped_gene","p_value","OR_or_beta_text","CI_95","Context","Risk_Allele_Frequency","Initial_Sample_Size","SNP","jd_code","jd_string","cases","controls","odds_ratio","P","CHR","BP","gene","rsID","Mutation","MAF_W","PHRED","catalog_assoc_SNP","catalog_assoc_gene","RawScore","Category","Category_string"
11,61569830,"rs174546",272.11,20686565,"Cholesterol, total","FADS1,FADS2,FADS3","FADS1",2E-22,1.78,"[1.39-2.17] mg/dL decrease","UTR-3",0.34,"Up to 100,184 European descent individuals","rs174546",272.11,"Hypercholesterolemia",3822,18595,0.94,0.02838,11,61569830,"FADS1","rs174546","Silent",0.33690000,15.7300,"Cholesterol, total || HDL cholesterol || Metabolic syndrome (HDL) || LDL cholesterol || Triglycerides","Cholesterol, total || HDL cholesterol || LDL cholesterol || Metabolic syndrome (HDL) || Triglycerides || Comprehensive strength and appendicular lean mass (Males + Females) || Lipid metabolism phenotypes (LA/PUFA) || Metabolic traits (SM-3 + 152 other traits) || Metabolite levels (PC aa C36:3/PC aa C36:4) || Phospholipid levels (plasma) (ALA) || Phospholipid levels (plasma) (DPA) || Resting heart rate || Hematology traits (ALB/GLB) || Metabolite levels (PC) || Comprehensive strength and appendicular lean mass (Males) || Heart rate || Metabolite levels (Glycerolphosphocholine) || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-B) || Fasting glucose-related traits (interaction with BMI) || Phospholipid levels (plasma) (EPA)",2.919152,3,"endocrine/metabolic"
16,56993324,"rs3764261",272.11,20686565,"Cholesterol, total","CETP","HERPUD1 - CETP",7E-14,1.67,"[1.22-2.12] mg/dL increase","Intergenic",0.32,"Up to 100,184 European descent individuals","rs3764261",272.11,"Hypercholesterolemia",3822,18595,0.94,0.04353,16,56993324,"","rs3764261","",0.32790000,0.9220,"HDL cholesterol || Waist circumference and related phenotypes (HDL cholesterol) || Cholesterol, total || Hematological and biochemical traits (HDL) || Metabolic syndrome (bivariate traits) (BP-HDLC) || Lipid metabolism phenotypes (HDL-C) || LDL cholesterol || Triglycerides || Metabolic syndrome (HDL) || Age-related macular degeneration || Lipoprotein-associated phospholipase A2 activity and mass (mass)",NULL,-0.715525,3,"endocrine/metabolic"
16,56993324,"rs3764261",272.11,24097068,"LDL cholesterol","CETP","HERPUD1 - CETP",2E-34,.05,"[NR] unit decrease","Intergenic",0.32,"94,595 European ancestry individuals","rs3764261",272.11,"Hypercholesterolemia",3822,18595,0.94,0.04353,16,56993324,"","rs3764261","",0.32790000,0.9220,"HDL cholesterol || Waist circumference and related phenotypes (HDL cholesterol) || Cholesterol, total || Hematological and biochemical traits (HDL) || Metabolic syndrome (bivariate traits) (BP-HDLC) || Lipid metabolism phenotypes (HDL-C) || LDL cholesterol || Triglycerides || Metabolic syndrome (HDL) || Age-related macular degeneration || Lipoprotein-associated phospholipase A2 activity and mass (mass)",NULL,-0.715525,3,"endocrine/metabolic"
11,61569830,"rs174546",272.11,24097068,"LDL cholesterol","FADS1, FADS2, FADS3","FADS1",2E-39,.05,"[NR] unit decrease","UTR-3",0.36,"94,595 European ancestry individuals","rs174546",272.11,"Hypercholesterolemia",3822,18595,0.94,0.02838,11,61569830,"FADS1","rs174546","Silent",0.33690000,15.7300,"Cholesterol, total || HDL cholesterol || Metabolic syndrome (HDL) || LDL cholesterol || Triglycerides","Cholesterol, total || HDL cholesterol || LDL cholesterol || Metabolic syndrome (HDL) || Triglycerides || Comprehensive strength and appendicular lean mass (Males + Females) || Lipid metabolism phenotypes (LA/PUFA) || Metabolic traits (SM-3 + 152 other traits) || Metabolite levels (PC aa C36:3/PC aa C36:4) || Phospholipid levels (plasma) (ALA) || Phospholipid levels (plasma) (DPA) || Resting heart rate || Hematology traits (ALB/GLB) || Metabolite levels (PC) || Comprehensive strength and appendicular lean mass (Males) || Heart rate || Metabolite levels (Glycerolphosphocholine) || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-B) || Fasting glucose-related traits (interaction with BMI) || Phospholipid levels (plasma) (EPA)",2.919152,3,"endocrine/metabolic"
2,216304384,"rs1250229",272.11,24097068,"LDL cholesterol","FN1","FN1 - LINC00607",3E-8,.02,"[NR] unit decrease","Intergenic",0.27,"94,595 European ancestry individuals","rs1250229",272.11,"Hypercholesterolemia",3822,18595,0.94,0.04563,2,216304384,"","rs1250229","",0.25840000,1.6420,"LDL cholesterol",NULL,-0.516262,3,"endocrine/metabolic"
11,61569830,"rs174546",272.11,20686565,"LDL cholesterol","FADS1,FADS2,FADS3","FADS1",1E-21,1.71,"[1.34-2.08] mg/dL decrease","UTR-3",0.35,"Up to 95,454 European descent individuals","rs174546",272.11,"Hypercholesterolemia",3822,18595,0.94,0.02838,11,61569830,"FADS1","rs174546","Silent",0.33690000,15.7300,"Cholesterol, total || HDL cholesterol || Metabolic syndrome (HDL) || LDL cholesterol || Triglycerides","Cholesterol, total || HDL cholesterol || LDL cholesterol || Metabolic syndrome (HDL) || Triglycerides || Comprehensive strength and appendicular lean mass (Males + Females) || Lipid metabolism phenotypes (LA/PUFA) || Metabolic traits (SM-3 + 152 other traits) || Metabolite levels (PC aa C36:3/PC aa C36:4) || Phospholipid levels (plasma) (ALA) || Phospholipid levels (plasma) (DPA) || Resting heart rate || Hematology traits (ALB/GLB) || Metabolite levels (PC) || Comprehensive strength and appendicular lean mass (Males) || Heart rate || Metabolite levels (Glycerolphosphocholine) || Fasting glucose-related traits (FPG) || Fasting glucose-related traits (HOMA-B) || Fasting glucose-related traits (interaction with BMI) || Phospholipid levels (plasma) (EPA)",2.919152,3,"endocrine/metabolic"
16,56993324,"rs3764261",272.11,20686565,"LDL cholesterol","CETP","HERPUD1 - CETP",9E-13,1.45,"[1.06-1.84] mg/dL decrease","Intergenic",0.32,"Up to 95,454 European descent individuals","rs3764261",272.11,"Hypercholesterolemia",3822,18595,0.94,0.04353,16,56993324,"","rs3764261","",0.32790000,0.9220,"HDL cholesterol || Waist circumference and related phenotypes (HDL cholesterol) || Cholesterol, total || Hematological and biochemical traits (HDL) || Metabolic syndrome (bivariate traits) (BP-HDLC) || Lipid metabolism phenotypes (HDL-C) || LDL cholesterol || Triglycerides || Metabolic syndrome (HDL) || Age-related macular degeneration || Lipoprotein-associated phospholipase A2 activity and mass (mass)",NULL,-0.715525,3,"endocrine/metabolic"
1,109817590,"rs12740374",411,21347282,"Coronary heart disease","CELSR2","CELSR2",9E-29,.18,"[0.15-0.21] SD decrease","UTR-3",0.25,"8,090 African American individuals","rs12740374",411,"Ischemic Heart Disease",5515,21989,0.94,0.04283,1,109817590,"CELSR2","rs12740374","Silent",0.22050000,0.0140,"Coronary heart disease (LDL-C) || LDL cholesterol || Lipoprotein-associated phospholipase A2 activity and mass (activity)","Cholesterol, total || LDL cholesterol || Cardiovascular disease risk factors (LDL) || Lipoprotein-associated phospholipase A2 activity and mass (Activity concentrations) || Coronary heart disease (LDL-C) || Lipoprotein-associated phospholipase A2 activity and mass (activity)",-1.600328,8,"circulatory system"
12,115352731,"rs2384550",401,19430479,"Diastolic blood pressure","TBX3, TBX5","TBX3 - UBA52P7",4E-8,.35,"[0.23-0.47] mm Hg decrease","Intergenic",0.35,"29,136 individuals","rs2384550",401,"Hypertension",12556,14606,0.96,0.03934,12,115352731,"","rs2384550","",0.34720000,1.1160,"Diastolic blood pressure || Blood pressure (Mean Arterial Pressure)",NULL,-0.656595,8,"circulatory system"
6,152090707,"rs2504063",743,19801982,"Bone mineral density (spine)","ESR1","ESR1",6E-11,.08,"[0.06-0.10] s.d. decrease","intron",0.40,"19,195 European individuals","rs2504063",743,"Osteoporosis, osteopenia and pathological fracture",4523,23036,1.05,0.0427,6,152090707,"ESR1","rs2504063","Silent",0.42230000,5.1580,"Bone mineral density (spine)","Height || Bone mineral density (spine) || Bone mineral density (hip) || Sudden cardiac arrest (Recessive) || Alcohol dependence || Breast cancer || Obesity-related traits (Light activity )",0.214795,14,"musculoskeletal"
17,80685533,"rs1046896",250,20858683,"Glycated hemoglobin levels","FN3K","FN3KRP",2E-26,.04,"[0.03-0.05] % increase","ncRNA",0.31,"up to 46,368 European ancestry individuals","rs1046896",250,"Diabetes mellitus",5012,21534,1.05,0.03018,17,80685533,"FN3KRP","rs1046896","Silent",0.32340000,2.3140,"Glycated hemoglobin levels","Glycated hemoglobin levels",-0.357250,3,"endocrine/metabolic"
1,10796866,"rs880315",401,21572416,"Blood pressure","CASZ1","CASZ1",3E-10,.56,"[0.38-0.74] mm Hg increase","intron",0.65,"17,089 East Asian ancestry individuals, 2,519 Malay ancestry individuals","rs880315",401,"Hypertension",12556,14606,1.05,0.02817,1,10796866,"CASZ1","rs880315","Silent,Silent",0.34470000,11.9600,"Blood pressure (Diastolic) || Blood pressure (Systolic)","Migraine - clinic-based || Blood pressure (Diastolic) || Blood pressure (Systolic) || Systolic blood pressure",1.794938,8,"circulatory system"
7,38136277,"rs1524058",743,19801982,"Bone mineral density (spine)","STARD3NL","EPDR1 - STARD3NL",1E-9,.07,"[0.05-0.09] s.d. decrease","Intergenic",0.40,"19,195 European individuals","rs1524058",743,"Osteoporosis, osteopenia and pathological fracture",4523,23036,1.06,0.02762,7,38136277,"","rs1524058","",0.41740000,0.3500,"Bone mineral density (spine)",NULL,-0.945491,14,"musculoskeletal"
6,152068364,"rs1999805",743,18445777,"Bone mineral density (spine)","ESR1, C6orf97","ESR1",2E-8,.09,"[0.06-0.12] s.d. decrease","intron",0.44,"5,861 individuals","rs1999805",743,"Osteoporosis, osteopenia and pathological fracture",4523,23036,1.06,0.02141,6,152068364,"ESR1","rs1999805","Silent",0.43610000,3.6170,"Bone mineral density (spine)","Height || Bone mineral density (spine) || Bone mineral density (hip) || Sudden cardiac arrest (Recessive) || Alcohol dependence || Breast cancer || Obesity-related traits (Light activity )",-0.078410,14,"musculoskeletal"
20,39672618,"rs6029526",272.11,24097068,"Cholesterol, total","TOP1","TOP1",1E-16,.04,"[NR] unit increase","intron",0.47,"94,595 Euroepan ancestry individuals","rs6029526",272.11,"Hypercholesterolemia",3822,18595,1.06,0.02685,20,39672618,"TOP1","rs6029526","Silent",0.48120000,1.0690,"LDL cholesterol || Cholesterol, total","Cholesterol, total || LDL cholesterol",-0.670453,3,"endocrine/metabolic"
10,17260290,"rs10904908",272.11,24097068,"Cholesterol, total","VIM, CUBN","VIM-AS1",3E-11,.03,"[NR] unit increase","intron",0.43,"94,595 Euroepan ancestry individuals","rs10904908",272.11,"Hypercholesterolemia",3822,18595,1.06,0.02877,10,17260290,"","rs10904908","",0.41050000,4.1930,"Cholesterol, total",NULL,0.034411,3,"endocrine/metabolic"
20,39672618,"rs6029526",272.11,20686565,"Cholesterol, total","TOP1","TOP1",3E-17,1.52,"[1.15-1.89] mg/dL increase","intron",0.47,"Up to 100,184 European descent individuals","rs6029526",272.11,"Hypercholesterolemia",3822,18595,1.06,0.02685,20,39672618,"TOP1","rs6029526","Silent",0.48120000,1.0690,"LDL cholesterol || Cholesterol, total","Cholesterol, total || LDL cholesterol",-0.670453,3,"endocrine/metabolic"
20,39672618,"rs6029526",272.11,24097068,"LDL cholesterol","TOP1","TOP1",5E-18,.04,"[NR] unit increase","intron",0.47,"94,595 European ancestry individuals","rs6029526",272.11,"Hypercholesterolemia",3822,18595,1.06,0.02685,20,39672618,"TOP1","rs6029526","Silent",0.48120000,1.0690,"LDL cholesterol || Cholesterol, total","Cholesterol, total || LDL cholesterol",-0.670453,3,"endocrine/metabolic"
20,39672618,"rs6029526",272.11,20686565,"LDL cholesterol","TOP1","TOP1",3E-19,1.41,"[1.08-1.74] mg/dL increase","intron",0.47,"Up to 95,454 European descent individuals","rs6029526",272.11,"Hypercholesterolemia",3822,18595,1.06,0.02685,20,39672618,"TOP1","rs6029526","Silent",0.48120000,1.0690,"LDL cholesterol || Cholesterol, total","Cholesterol, total || LDL cholesterol",-0.670453,3,"endocrine/metabolic"
17,47440466,"rs16948048",401,19430483,"Diastolic blood pressure","ZNF652, PHB","ZNF652",5E-9,.31,"[0.21-0.41] mm Hg increase","nearGene-5",0.39,"34,433 individuals","rs16948048",401,"Hypertension",12556,14606,1.06,0.002942,17,47440466,"","rs16948048","",0.37670000,9.6250,"Diastolic blood pressure",NULL,1.134870,8,"circulatory system"
17,43208121,"rs12946454",401,19430483,"Systolic blood pressure","PLCD3, ACBD4, HEXIM1, HEXIM2","ACBD4;PLCD3",1E-8,.57,"[0.37-0.77] mm Hg increase","nearGene-5;intron",0.28,"34,433 individuals","rs12946454",401,"Hypertension",12556,14606,1.07,0.004942,17,43208121,"PLCD3","rs12946454","Silent",0.26570000,4.1010,"Systolic blood pressure","Systolic blood pressure",0.016774,8,"circulatory system"
1,219750717,"rs4846567",278.1,20935629,"Waist-hip ratio","LYPLAL1","RIMKLBP2 - ZC3H11B",5E-33,.06,"[NR] unit increase","Intergenic",0.28,"Up to 77,167 European descent individuals","rs4846567",278.1,"Obesity",2553,24867,1.07,0.04427,1,219750717,"","rs4846567","",0.28840000,14.3000,"Waist-hip ratio (women)",NULL,2.492949,3,"endocrine/metabolic"
2,44072576,"rs4299376",272.11,24097068,"Cholesterol, total","ABCG5, ABCG8","ABCG8",3E-73,.08,"[NR] unit increase","intron",0.31,"94,595 Euroepan ancestry individuals","rs4299376",272.11,"Hypercholesterolemia",3822,18595,1.07,0.01983,2,44072576,"ABCG8","rs4299376","Silent",0.32130000,2.7620,"Lipid metabolism phenotypes (LDL-C.assay, fasting) || Cholesterol, total || LDL cholesterol","LDL cholesterol (AA) || Phytosterol levels (campesterol) || Cholesterol, total || LDL cholesterol || Lipid metabolism phenotypes (LDL-C.assay, fasting) || Gallstones",-0.257586,3,"endocrine/metabolic"
2,44072576,"rs4299376",272.11,20686565,"Cholesterol, total","ABCG5,ABCG8","ABCG8",4E-45,3.01,"[2.58-3.44] mg/dL increase","intron",0.3,"Up to 100,184 European descent individuals","rs4299376",272.11,"Hypercholesterolemia",3822,18595,1.07,0.01983,2,44072576,"ABCG8","rs4299376","Silent",0.32130000,2.7620,"Lipid metabolism phenotypes (LDL-C.assay, fasting) || Cholesterol, total || LDL cholesterol","LDL cholesterol (AA) || Phytosterol levels (campesterol) || Cholesterol, total || LDL cholesterol || Lipid metabolism phenotypes (LDL-C.assay, fasting) || Gallstones",-0.257586,3,"endocrine/metabolic"
12,50247468,"rs7138803",278.1,23563607,"Body mass index","LOC144233","BCDIN3D - RPL35AP28",2E-9,1.13,"[NR]","Intergenic",0.38,"7,962 European ancestry individuals with high body mass index, 8,106 European ancestry individuals with low body mass index","rs7138803",278.1,"Obesity",2553,24867,1.07,0.0175,12,50247468,"","rs7138803","",0.37140000,11.7900,"Obesity (Obesity class I) || Weight || Body mass index || Obesity (Obesity class II) || Waist circumference",NULL,1.743110,3,"endocrine/metabolic"
12,50247468,"rs7138803",278.1,20935630,"Body mass index","FAIM2","BCDIN3D - RPL35AP28",2E-17,.12,"[0.08-0.16] kg/m2 increase","Intergenic",0.38,"Up to 123,865 European ancestry individuals","rs7138803",278.1,"Obesity",2553,24867,1.07,0.0175,12,50247468,"","rs7138803","",0.37140000,11.7900,"Obesity (Obesity class I) || Weight || Body mass index || Obesity (Obesity class II) || Waist circumference",NULL,1.743110,3,"endocrine/metabolic"
7,38128326,"rs6959212",743,22504420,"Bone mineral density","STARD3NL","EPDR1 - STARD3NL",4E-38,.07,"[NR] unit decrease","Intergenic",0.32,"Up to 32,961 European and East Asian ancestry individuals","rs6959212",743,"Osteoporosis, osteopenia and pathological fracture",4523,23036,1.07,0.01608,7,38128326,"","rs6959212","",0.34570000,0.2610,"Height || Bone mineral density (LSBMD)",NULL,-0.999895,14,"musculoskeletal"
2,44072576,"rs4299376",272.11,24097068,"LDL cholesterol","ABCG5, ABCG58","ABCG8",4E-72,.08,"[NR] unit increase","intron",0.31,"94,595 European ancestry individuals","rs4299376",272.11,"Hypercholesterolemia",3822,18595,1.07,0.01983,2,44072576,"ABCG8","rs4299376","Silent",0.32130000,2.7620,"Lipid metabolism phenotypes (LDL-C.assay, fasting) || Cholesterol, total || LDL cholesterol","LDL cholesterol (AA) || Phytosterol levels (campesterol) || Cholesterol, total || LDL cholesterol || Lipid metabolism phenotypes (LDL-C.assay, fasting) || Gallstones",-0.257586,3,"endocrine/metabolic"
2,44074431,"rs4245791",272.11,23726366,"LDL cholesterol","ABCG8","ABCG8",1E-9,5.97,"[NR] unit increase","intron",0.143,"7,861 African American individuals, 3,425 Hispanic individuals","rs4245791",272.11,"Hypercholesterolemia",3822,18595,1.07,0.01599,2,44074431,"ABCG8","rs4245791","Silent",0.32170000,4.7290,"LDL cholesterol (AA) || Phytosterol levels (campesterol)","LDL cholesterol (AA) || Phytosterol levels (campesterol) || Cholesterol, total || LDL cholesterol || Lipid metabolism phenotypes (LDL-C.assay, fasting) || Gallstones",0.135502,3,"endocrine/metabolic"
2,44072576,"rs4299376",272.11,20686565,"LDL cholesterol","ABCG5,ABCG8","ABCG8",2E-47,2.75,"[2.36-3.14] mg/dL increase","intron",0.3,"Up to 95,454 European descent individuals","rs4299376",272.11,"Hypercholesterolemia",3822,18595,1.07,0.01983,2,44072576,"ABCG8","rs4299376","Silent",0.32130000,2.7620,"Lipid metabolism phenotypes (LDL-C.assay, fasting) || Cholesterol, total || LDL cholesterol","LDL cholesterol (AA) || Phytosterol levels (campesterol) || Cholesterol, total || LDL cholesterol || Lipid metabolism phenotypes (LDL-C.assay, fasting) || Gallstones",-0.257586,3,"endocrine/metabolic"
2,44073881,"rs6544713",272.11,19060906,"LDL cholesterol","ABCG8","ABCG8",2E-20,.15,"[0.11-0.19] s.d. increase","intron",0.32,"19,840 individuals","rs6544713",272.11,"Hypercholesterolemia",3822,18595,1.07,0.02266,2,44073881,"ABCG8","rs6544713","Silent",0.32030000,1.7490,"LDL cholesterol","LDL cholesterol (AA) || Phytosterol levels (campesterol) || Cholesterol, total || LDL cholesterol || Lipid metabolism phenotypes (LDL-C.assay, fasting) || Gallstones",-0.489844,3,"endocrine/metabolic"
7,96133531,"rs7781370",743,19801982,"Bone mineral density (hip)","FLJ42280","C7orf76",5E-12,.08,"[0.06-0.10] s.d. decrease","nearGene-5",0.34,"19,195 European individuals","rs7781370",743,"Osteoporosis, osteopenia and pathological fracture",4523,23036,1.08,0.004876,7,96133531,"","rs7781370","",0.34020000,4.2310,"Bone mineral density (hip)",NULL,0.041774,14,"musculoskeletal"
7,96117918,"rs4729260",743,19801982,"Bone mineral density (spine)","FLJ42280","C7orf76",2E-10,.08,"[0.05-0.11] s.d. decrease","intron",0.32,"19,195 European individuals","rs4729260",743,"Osteoporosis, osteopenia and pathological fracture",4523,23036,1.08,0.004544,7,96117918,"FLJ42280","rs4729260","Silent,Silent",0.33840000,15.6800,"Bone mineral density (spine)","Bone mineral density (FNBMD) || Bone mineral density (spine)",2.904999,14,"musculoskeletal"
9,136155000,"rs635634",272.11,20686565,"Cholesterol, total","ABO","ABO - LCN1P2",9E-21,2.30,"[1.81-2.79] mg/dL increase","Intergenic",0.21,"Up to 100,184 European descent individuals","rs635634",272.11,"Hypercholesterolemia",3822,18595,1.08,0.0321,9,136155000,"","rs635634","",0.18520000,0.7650,"Cholesterol, total || LDL cholesterol",NULL,-0.768015,3,"endocrine/metabolic"
1,177889480,"rs543874",278.1,23669352,"Body mass index","SEC16B","FAM5B - SEC16B",4E-11,.08,"[0.059-0.103] unit increase","Intergenic",0.19,"Up to 13,627 European ancestry individuals","rs543874",278.1,"Obesity",2553,24867,1.08,0.02696,1,177889480,"","rs543874","",0.20110000,6.7450,"Body mass index || Body mass index (African American and Sub-Saharan)",NULL,0.506281,3,"endocrine/metabolic"
1,177889480,"rs543874",278.1,23583978,"Body mass index","SEC16B","FAM5B - SEC16B",2E-13,.06,"[0.044-0.076] unit increase","Intergenic",0.25,"37,956 African American individuals, 1,188 Nigerian individuals","rs543874",278.1,"Obesity",2553,24867,1.08,0.02696,1,177889480,"","rs543874","",0.20110000,6.7450,"Body mass index || Body mass index (African American and Sub-Saharan)",NULL,0.506281,3,"endocrine/metabolic"
4,45182527,"rs10938397",278.1,23563607,"Body mass index","GNPDA2","PRDX4P1 - PRKRIRP9",2E-13,1.16,"[NR]","Intergenic",0.43,"7,962 European ancestry individuals with high body mass index, 8,106 European ancestry individuals with low body mass index","rs10938397",278.1,"Obesity",2553,24867,1.08,0.01049,4,45182527,"","rs10938397","",0.43480000,1.4620,"Body mass index || Obesity (Obesity class I)",NULL,-0.562120,3,"endocrine/metabolic"
4,45182527,"rs10938397",278.1,20935630,"Body mass index","GNPDA2","PRDX4P1 - PRKRIRP9",4E-31,.18,"[0.14-0.22] kg/m2 increase","Intergenic",0.43,"Up to 123,865 European ancestry individuals","rs10938397",278.1,"Obesity",2553,24867,1.08,0.01049,4,45182527,"","rs10938397","",0.43480000,1.4620,"Body mass index || Obesity (Obesity class I)",NULL,-0.562120,3,"endocrine/metabolic"
1,177889480,"rs543874",278.1,20935630,"Body mass index","SEC16B","FAM5B - SEC16B",4E-23,.22,"[0.16-0.28] kg/m2 increase","Intergenic",0.19,"Up to 123,865 European ancestry individuals","rs543874",278.1,"Obesity",2553,24867,1.08,0.02696,1,177889480,"","rs543874","",0.20110000,6.7450,"Body mass index || Body mass index (African American and Sub-Saharan)",NULL,0.506281,3,"endocrine/metabolic"
11,27667202,"rs925946",278.1,19079260,"Body mass index","BDNF","BDNF-AS",9E-10,3.85,"[2.62-5.08] % SD","intron",0.34,"80,969 individuals","rs925946",278.1,"Obesity",2553,24867,1.08,0.02063,11,27667202,"BDNF-AS1","rs925946","Silent,Silent,Silent,Silent,Silent",0.31800000,9.8310,"Weight || Body mass index","Body mass index || Smoking behavior (smoking initiation) || Weight || Obesity",1.188358,3,"endocrine/metabolic"
4,45182527,"rs10938397",278.1,19079261,"Body mass index","GNPDA2","PRDX4P1 - PRKRIRP9",3E-16,.19,"[0.13-0.25] kg/m2","Intergenic",0.45,"32,387 individuals","rs10938397",278.1,"Obesity",2553,24867,1.08,0.01049,4,45182527,"","rs10938397","",0.43480000,1.4620,"Body mass index || Obesity (Obesity class I)",NULL,-0.562120,3,"endocrine/metabolic"
9,136155000,"rs635634",272.11,20686565,"LDL cholesterol","ABO","ABO - LCN1P2",8E-22,2.05,"[1.64-2.46] mg/dL increase","Intergenic",0.22,"Up to 95,454 European descent individuals","rs635634",272.11,"Hypercholesterolemia",3822,18595,1.08,0.0321,9,136155000,"","rs635634","",0.18520000,0.7650,"Cholesterol, total || LDL cholesterol",NULL,-0.768015,3,"endocrine/metabolic"
11,27667202,"rs925946",278.1,19079260,"Weight","BDNF","BDNF-AS",4E-9,3.80,"[2.55-5.05] % SD","intron",0.34,"80,969 individuals","rs925946",278.1,"Obesity",2553,24867,1.08,0.02063,11,27667202,"BDNF-AS1","rs925946","Silent,Silent,Silent,Silent,Silent",0.31800000,9.8310,"Weight || Body mass index","Body mass index || Smoking behavior (smoking initiation) || Weight || Obesity",1.188358,3,"endocrine/metabolic"
2,169830155,"rs2287623",272.11,24097068,"Cholesterol, total","ABCB11","ABCB11",4E-12,.03,"[NR] unit increase","intron",0.41,"94,595 Euroepan ancestry individuals","rs2287623",272.11,"Hypercholesterolemia",3822,18595,1.09,0.001459,2,169830155,"ABCB11","rs2287623","Silent",0.40100000,3.0290,"Cholesterol, total","Glycated hemoglobin levels || Metabolic syndrome (bivariate traits) (HDLC-GLUC) || Metabolite levels (FPG) || Liver enzyme levels (alkaline phosphatase)",-0.199959,3,"endocrine/metabolic"
6,50803050,"rs987237",278.1,23563607,"Body mass index","TFAP2B","TFAP2B",2E-11,1.20,"[NR]","intron",0.18,"7,962 European ancestry individuals with high body mass index, 8,106 European ancestry individuals with low body mass index","rs987237",278.1,"Obesity",2553,24867,1.09,0.02937,6,50803050,"TFAP2B","rs987237","Silent",0.17680000,19.6900,"Body mass index || Adiposity (WC)","Adiposity (WC) || Body mass index || Renal function-related traits (BUN) || Metabolic syndrome (bivariate traits) (WC-GLUC) || Obesity (Obesity class I) || Obesity (Overweight)",3.874932,3,"endocrine/metabolic"
6,50803050,"rs987237",278.1,20935630,"Body mass index","TFAP2B","TFAP2B",3E-20,.13,"[0.07-0.19] kg/m2 increase","intron",0.18,"Up to 123,865 European ancestry individuals","rs987237",278.1,"Obesity",2553,24867,1.09,0.02937,6,50803050,"TFAP2B","rs987237","Silent",0.17680000,19.6900,"Body mass index || Adiposity (WC)","Adiposity (WC) || Body mass index || Renal function-related traits (BUN) || Metabolic syndrome (bivariate traits) (WC-GLUC) || Obesity (Obesity class I) || Obesity (Overweight)",3.874932,3,"endocrine/metabolic"
6,50803050,"rs987237",278.1,19557161,"Adiposity","TFAP2B","TFAP2B",2E-11,.04,"[0.03-0.05] z-score unit increase","intron",0.164,"38,580 European ancestry individuals","rs987237",278.1,"Obesity",2553,24867,1.09,0.02937,6,50803050,"TFAP2B","rs987237","Silent",0.17680000,19.6900,"Body mass index || Adiposity (WC)","Adiposity (WC) || Body mass index || Renal function-related traits (BUN) || Metabolic syndrome (bivariate traits) (WC-GLUC) || Obesity (Obesity class I) || Obesity (Overweight)",3.874932,3,"endocrine/metabolic"
10,113933886,"rs2255141",272.11,24097068,"Cholesterol, total","GPAM","GPAM",7E-16,.03,"[NR] unit increase","intron",0.3,"94,595 Euroepan ancestry individuals","rs2255141",272.11,"Hypercholesterolemia",3822,18595,1.10,0.002137,10,113933886,"GPAM","rs2255141","Silent,Silent",0.28410000,7.9270,"LDL cholesterol || Cholesterol, total","Cholesterol, total || LDL cholesterol",0.739784,3,"endocrine/metabolic"
10,113933886,"rs2255141",272.11,20686565,"Cholesterol, total","GPAM","GPAM",2E-10,1.14,"[0.75-1.53] mg/dL increase","intron",0.3,"Up to 100,184 European descent individuals","rs2255141",272.11,"Hypercholesterolemia",3822,18595,1.10,0.002137,10,113933886,"GPAM","rs2255141","Silent,Silent",0.28410000,7.9270,"LDL cholesterol || Cholesterol, total","Cholesterol, total || LDL cholesterol",0.739784,3,"endocrine/metabolic"
5,74651084,"rs3846662",272.11,19060911,"Cholesterol, total","HMGCR","HMGCR",3E-19,.09,"[NR] s.d. increase","intron",0.44,"22,562 individuals","rs3846662",272.11,"Hypercholesterolemia",3822,18595,1.10,0.0005454,5,74651084,"HMGCR","rs3846662","Silent,Silent",0.42840000,2.1850,"Cholesterol, total || LDL cholesterol","Cholesterol, total || LDL cholesterol || Quantitative traits (LDL-C) || Quantitative traits (TC) || Metabolite levels (LDL)",-0.386554,3,"endocrine/metabolic"
10,113933886,"rs2255141",272.11,24097068,"LDL cholesterol","GPAM","GPAM",1E-13,.03,"[NR] unit increase","intron",0.30,"94,595 European ancestry individuals","rs2255141",272.11,"Hypercholesterolemia",3822,18595,1.10,0.002137,10,113933886,"GPAM","rs2255141","Silent,Silent",0.28410000,7.9270,"LDL cholesterol || Cholesterol, total","Cholesterol, total || LDL cholesterol",0.739784,3,"endocrine/metabolic"
10,113933886,"rs2255141",272.11,20686565,"LDL cholesterol","GPAM","GPAM",2E-9,1.08,"[0.69-1.47] mg/dL increase","intron",0.29,"Up to 95,454 European descent individuals","rs2255141",272.11,"Hypercholesterolemia",3822,18595,1.10,0.002137,10,113933886,"GPAM","rs2255141","Silent,Silent",0.28410000,7.9270,"LDL cholesterol || Cholesterol, total","Cholesterol, total || LDL cholesterol",0.739784,3,"endocrine/metabolic"
