SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SKAT_p-val	Logit_no-covariates	Logit	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs12500426	pheno_185	4	Prostate cancer	1,854 European ancestry cases, 1,894 European ancestry controls	1E-11	1.08	0.46	PDLIM5	1.51193842287	0.0282148315772	0.00644368922238	0.0196104293888	-1	-1	-1	exm414390,exm414362	0.00625820127183,0.00587166459168	1.56642430771,1.66085328604	0.0388253113905,0.0226446608691	[[9567, 116, 0], [1577, 29, 0]]
rs4689388	pheno_250.2	4	Type 2 diabetes and other traits	679 French cases, 697 French controls	1E-8	1.16	0.57	WFS1,PPP2R2C	0.375380822708	0.0160952355387	0.0010268323065	-0.00137317686824	-1	-1	-1	exm386500	0.0010268323065	0.375380822708	0.0484394005635	[[21470, 49], [4669, 4]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SKAT_p-val	Logit_no-covariates	Logit	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs13182402	pheno_743.1	5	Osteoporosis	350 Han Chinese cases, 350 Han Chinese controls	2E-9	2.25	0.05	ALDH7A1	2.47581915992	0.0144257875353	0.000754603078781	0.0166067623163	-1	-1	-1	exm474530	0.000754603078781	2.47581915992	0.0326170136191	[[20250, 28], [2629, 9]]
rs13361189	pheno_555.1	5	Crohn's disease	1,748 cases,2,938 controls	2E-10	1.38	0.08	SMIM3,IRGM	3.74558615819	0.00670695582036	0.00164872139973	0.0559368483111	-1	-1	-1	exm2275830	0.00164872139973	3.74558615819	0.0137204029993	[[21183, 64, 0], [440, 5, 0]]
rs7714584	pheno_555.1	5	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	8E-19	1.37	0.088	IRGM,ZNF300	3.74558615819	0.00670695582036	0.00164872139973	0.0512228604309	-1	-1	-1	exm2275830	0.00164872139973	3.74558615819	0.0137204029993	[[21183, 64, 0], [440, 5, 0]]
rs11747270	pheno_555.1	5	Crohn's disease	3,230 cases4,829 controls	3E-16	1.33	0.09	IRGM,ZNF300	3.74558615819	0.00670695582036	0.00164872139973	0.0515908776403	-1	-1	-1	exm2275830	0.00164872139973	3.74558615819	0.0137204029993	[[21183, 64, 0], [440, 5, 0]]
rs4958881	pheno_358.1	5	Myasthenia gravis	400 European ancestry cases, 5,505 European ancestry controls	3E-10	1.73	0.09	TNIP1	65.4705882353	0.00241196854808	6.72902227306e-05	0.0282949933504	-1	-1	-1	exm496468	6.72902227306e-05	65.4705882353	0.020253631673	[[26712, 3], [136, 1]]
rs11741861	pheno_555	5	Inflammatory bowel disease	12,924 European ancestry cases, 21,442 European ancestry controls	3E-37	1.25	0.093	ZNF300P1,TNIP1,IRGM,ZNF300	2.67974434115	0.0264471575455	0.00164872139973	0.0380056072349	-1	-1	-1	exm2275830	0.00164872139973	2.67974434115	0.0463889761061	[[21183, 64, 0], [616, 5, 0]]
rs27434	pheno_715.2	5	Ankylosing spondylitis	2,053 European descent cases, 5,140 European descent controls	5E-12	1.19	0.23	ERAP1	146.333333333	0.000737809991263	8.45937806652e-05	0.0452279499599	-1	-1	-1	exm468318	8.45937806652e-05	146.333333333	0.00922316941135	[[24145, 3], [55, 1]]
rs10069690	pheno_174.11	5	Breast cancer	10,052 European ancestry cases, 12,575 European ancestry controls	7E-9	1.06	0.26	TERT	6.2755765819	1.32205618386e-06	0.00132898189893	0.0302617114757	-1	-1	-1	exm441900,exm442192,exm441952	0.000538321781845,0.000370096225019,0.000420563892066	5.29439986043,5.07679442509,8.47835195531	0.00820078264869,0.0440926336865,0.000731592968546	[[12128, 19], [1424, 14]]
rs2853677	pheno_165.1	5	Lung adenocarcinoma	1,695 Japanese ancestry cases, 5,333 Japanese ancestry controls	3E-40	1.41	0.3	TERT	6.59451421018	0.000852293171965	0.000370096225019	0.00576975133574	-1	-1	-1	exm442026	0.000370096225019	6.59451421018	0.0020473461369	[[27937, 17], [1246, 5]]
rs1837253	pheno_495	5	Asthma	1,532 Japanese ancestry cases, 3,304 Japanese ancestry controls	1E-16	1.17	0.35	SLC25A46,TSLP	9.16714642103	0.0158808197617	0.000100938730191	0.00225963399075	-1	-1	-1	exm470539	0.000100938730191	9.16714642103	0.0400945528254	[[23885, 3], [1737, 2]]
rs2736100	pheno_165.1	5	Lung adenocarcinoma	1,004 Japanese cases, 1,900 Japanese controls	3E-11	1.27	0.39	TERT	6.59451421018	0.000852293171965	0.000370096225019	0.00492752839697	-1	-1	-1	exm442026	0.000370096225019	6.59451421018	0.0020473461369	[[27937, 17], [1246, 5]]
rs2736100	pheno_191.11	5	Glioma	1,878 cases, 3,670 controls	2E-17	1.27	0.49	TERT	10.2829753894	0.000342052135455	0.000403741336384	0.00667148035631	4.21144091245e-06	-1	-1	exm441764,exm441943	0.000235515779557,0.000168225556827	8.8522925591,12.1732111693	0.0273860681003,0.0164425956634	[[27890, 19], [571, 4]]
rs2546890	pheno_696.4	5	Psoriasis	472 German cases, 1,146 German controls	1E-20	1.54	0.56	LOC285626,IL12B	0.58100998057	0.0155673545081	0.0305497611197	-0.0184071130077	-1	-1	-1	exm500154	0.0305497611197	0.58100998057	0.0444157826067	[[22397, 1428, 13], [376, 14, 0]]
rs2082412	pheno_696.4	5	Psoriasis	1,359 cases, 1,400 controls	2E-28	1.44	0.8	RNU4ATAC2P,IL12B,UBLCP1	0.58100998057	0.0155673545081	0.0305497611197	-0.0322722111174	-1	-1	-1	exm500154	0.0305497611197	0.58100998057	0.0444157826067	[[22397, 1428, 13], [376, 14, 0]]
rs2242652	pheno_185	5	Prostate cancer	6,621 European ancestry cases, 6,939 European ancestry controls	3E-24	1.15	0.81	TERT	0.758532824329	0.0189227112058	0.0228786757284	-0.0937128231928	-1	-1	-1	exm442165	0.0228786757284	0.758532824329	0.0463311224907	[[9206, 474, 4], [1545, 61, 0]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SKAT_p-val	Logit_no-covariates	Logit	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs12153855	pheno_362.2	6	Age-related macular degeneration	893 European ancestry cases, 2,199 European ancestry controls	1E-9	1.44	0.011	TNXB	4.18418904209	1.07609032986e-05	0.002289331044	0.604734461366	0.0152790089646	-1	-1	exm534236,exm534246,exm534536	0.000151443763882,0.000454209003432,0.00168287839521	12.5450236967,4.48415522793,3.54717741935	0.0181349623839,0.0368946287743,0.00175003165179	[[26358, 106], [832, 14]]
rs9380272	pheno_362.2	6	Age-related macular degeneration	2,978 European ancestry cases, 2,859 European ancestry controls	2E-8	4.31	0.012	C2,CFB	3.22942292393	0.00282453667192	0.00161594398061	0.100900358368	0.00254036048144	-1	-1	exm533622,exm533229	0.00163272176401,0.00159819656135	3.18854415274,3.27359513994	0.00556611378541,0.00482000475849	[[26386, 78], [838, 8]]
rs3798220	pheno_411	6	Coronary heart disease	22,233 European ancestry cases, 64,762 European ancestry controls	3E-11	1.51	0.02	LPA	3.26574315623	0.00698992451036	0.000386931799065	0.041841717706	-1	-1	-1	exm592973	0.000386931799065	3.26574315623	0.0101313694696	[[21977, 11], [5506, 9]]
rs3129934	pheno_335	6	Multiple sclerosis	197 European ancestry cases, 234 European ancestry controls	7E-16	2.34	0.1	C6orf10	2.2381284221	0.00654950751092	0.00906888313087	0.086740705521	-1	-1	-1	exm-rs7775149	0.00906888313087	2.2381284221	0.0140474020595	[[22283, 398, 6], [288, 12, 0]]
rs9271366	pheno_555.2	6	Ulcerative colitis	388 Korean ancestry cases, 739 Korean ancestry controls	1E-18	2.1	0.11	HLA-DRB1,HLA-DQA1	2.1268262987	0.0208465585473	0.00638305039073	0.0587690018915	0.0136651771493	-1	-1	exm536439,exm2275871,exm536425	0.00641004071469,0.00639859904358,0.00644368922238	2.11442808353,2.12723214286,2.09974308683	0.0448436079257,0.0441233128393,0.0454892358332	[[20962, 264], [336, 9]]
rs1150754	pheno_695.42	6	Systemic lupus erythematosus	811 anti-dsDNA positive European ancestry cases, 906 anti-dsDNA negative European ancestry cases, 4,813 European ancestry controls	6E-29	2.21	0.13	TNXB	2.0120386679	0.00926570752014	0.00802624936901	0.0562099689824	-1	-1	-1	exm534264	0.00802624936901	2.0120386679	0.0197241889029	[[24528, 391, 5], [423, 12, 1]]
rs3130544	pheno_358.1	6	Myasthenia gravis	400 European ancestry cases, 5,505 European ancestry controls	2E-90	5.64	0.13	NR,C6orf15,HCG22	1.90269103669	0.0122600351005	0.0302090472927	0.0783940036971	0.212104723955	-1	-1	exm2120683,exm529842	0.000119936947433,0.0295423956931	32.8796992481,1.76690360273	0.0350264922165,0.0469556932781	[[24678, 1542, 22], [119, 15, 0]]
rs9263739	pheno_555.2	6	Ulcerative colitis	376 Japanese cases, 934 Japanese controls	4E-67	2.73	0.15	CCHCR1,HLA	1.53901995305	0.00246514750789	0.0506243899155	0.19026116286	0.0012633911685	-1	-1	exm529728,exm-rs2240066	0.00664513307089,0.0443621676203	2.47994126285,1.40230234757	0.00688451270875,0.0400624398228	[[19147, 2052, 39], [295, 50, 1]]
rs9271366	pheno_335	6	Multiple sclerosis	1,618 European ancestry cases, 3,413 European ancestry controls	7E-184	2.78	0.15	HLA-DRB1,HLA-DQA1	2.37754508435	0.0277670669825	0.00419358111536	0.0239098996802	-1	-1	-1	exm536451	0.00419358111536	2.37754508435	0.0463212275779	[[22384, 189, 1], [294, 6, 0]]
rs2180341	pheno_174.11	6	Breast cancer	249 Ashkenazi Jewish ancestry non-BRCA1/2 carriers cases, 299 Ashkenazi Jewish ancestry non-BRCA1/2 carriers controls	3E-8	1.41	0.21	ECHDC1,RNF146	16.9164345404	0.0142453463191	8.41212692217e-05	0.00480591673166	-1	-1	-1	exm576641	8.41212692217e-05	16.9164345404	0.031225414494	[[12146, 1], [1436, 2]]
rs9271366	pheno_555	6	Inflammatory bowel disease	744 Japanese ancestry cases, 905 Japanese ancestry controls	2E-70	4.44	0.21	HLA-DRB1,MHC,HLA-DQA1	2.04630226336	0.0211727528104	0.00412929429684	0.00906240268737	0.0472179723265	-1	-1	exm536439,exm2275871,exm536425,exm536451	0.00641004071469,0.00639859904358,0.00644368922238,0.00419358111536	1.82607938827,1.83470847085,1.81666154508,2.0237408689	0.0422954023166,0.041747645728,0.0429393500378,0.0388683063988	[[20957, 169], [606, 10]]
rs3132613	pheno_242.1	6	Graves' disease	1,119 Japanese ancestry cases, 2,718 Japanese ancestry controls	1E-13	1.43	0.25	MHC,ABCF1	2.76953904369	0.000545632760053	0.0102440186502	0.0793600268982	0.00700918608814	-1	-1	exm527659,exm527634,exm527635	0.00638015516537,0.00269179004038,0.00124499478448	2.22565856949,3.52550758741,5.04591434106	0.0438225822514,0.0165858757579,0.0248695518531	[[22780, 446, 5], [248, 14, 0]]
rs548234	pheno_695.42	6	Systemic lupus erythematosus	1,047 Chinese Han cases, 1,205 Chinese Han controls	5E-12	1.25	0.26	PRDM1,ATG5	3.11202281483	0.0139574028522	0.00195141645919	0.0186857001299	-1	-1	-1	exm568967	0.00195141645919	3.11202281483	0.0264615543165	[[24835, 90, 1], [432, 5, 0]]
rs2040406	pheno_335	6	Multiple sclerosis	882 Sardinian cases, 872 Sardinian controls	1E-20	2.05	0.26	HLA-DRB,HLA-DRB1,HLA-DQB1,HLA-DQA1	2.37754508435	0.0277670669825	0.00419358111536	0.0187062442151	-1	-1	-1	exm536451	0.00419358111536	2.37754508435	0.0463212275779	[[22384, 189, 1], [294, 6, 0]]
rs3129055	pheno_149.2	6	Nasopharyngeal carcinoma	277 Han Chinese cases, 285 Han Chinese controls	7E-11	1.51	0.31	ZDHHC20P1,HLA-F,ZFP57	2.75771233974	0.0143962774219	0.0165365722361	0.097421724658	-1	-1	-1	exm526404	0.0165365722361	2.75771233974	0.0259630949342	[[27078, 910, 13], [61, 6, 0]]
rs610604	pheno_696.4	6	Psoriasis	1,359 cases, 1,400 controls	9E-12	1.19	0.32	TNFAIP3	30.6520618557	0.00902804464684	5.05765729314e-05	0.00407110357653	-1	-1	-1	exm581589	5.05765729314e-05	30.6520618557	0.0474984815062	[[23786, 2], [388, 1]]
rs3130573	pheno_709.3	6	Systemic sclerosis	564 European ancestry cases, 1,776 European ancestry controls	6E-10	1.25	0.32	PSORS1C1,PSORS1C1;PSORS1C2	11.9975731101	0.000140508772378	0.000841297617445	0.0252338241815	0.000146639396924	-1	-1	exm530092,exm530036,exm529778	0.000100935334096,0.000672924867938,6.73015445704e-05	30.3419117647,6.96045038705,60.681372549	0.0403871168929,0.037021087324,0.0244337266903	[[24718, 41], [201, 4]]
rs2285803	pheno_204.4	6	Multiple myeloma	2,335 European ancestry cses, 7,306 European controls	1E-10	1.19	0.32	CCHCR1,PSORS1C1;PSORS1C2,PSORS1C1,POU5F1,CDSN,TCF19	1.79046729723	0.00114674469755	0.0282796675751	0.132966964206	0.00398166890831	-1	-1	exm529728,exm529739	0.00664513307089,0.0218020321647	2.31919789612,1.60077849533	0.0143763213868,0.0356293044974	[[25488, 1471, 19], [313, 34, 0]]
rs9264942	pheno_071	6	HIV-1 control	516 European cases, 1,196 European controls, 341 African American cases, 892 African American controls, 117 Hispanic controls, 560 Hispanic controls	3E-35	2.9	0.34	HLA-C,HLA-B,WASF5P	22.2513661202	0.00851240436646	0.000185122854258	0.00417772455103	-1	-1	-1	exm530187	0.000185122854258	22.2513661202	0.0489686830579	[[24432, 9], [122, 1]]
rs805297	pheno_714.1	6	Rheumatoid arthritis	100 Korean ancestry cases, 600 Korean ancestry controls	3E-10	1.56	0.36	APOM	1.60453062481	3.74000364829e-05	0.0253179463024	0.0723351499278	-1	-1	-1	exm531837	0.0253179463024	1.60453062481	6.57935772668e-05	[[23112, 1168, 16], [1039, 88, 0]]
rs7774434	pheno_571.6	6	Primary biliary cirrhosis	453 European ancestry cases, 945 European ancestry controls,	3E-26	1.75	0.371	HLA-DQB1,MTCO3P1	2.57408835792	2.87751393628e-06	0.02739495232	0.108613057886	-1	-1	-1	exm-rs28421666	0.02739495232	2.57408835792	6.16992776561e-06	[[22019, 1223, 25], [205, 32, 0]]
rs9264942	pheno_555.1	6	Crohn's disease	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls	5E-28	1.15	0.378	HLA-C,HLA-B,PSORS1C1,NFKBIL1,WASF5P,MICB	1.48764164934	0.018677989569	0.0244834084943	0.0837877575198	-1	-1	-1	exm-rs2524229	0.0244834084943	1.48764164934	0.0370725080168	[[20213, 1017, 11], [414, 30, 1]]
rs212388	pheno_555.1	6	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	2E-11	1.1	0.393	FNDC1,TAGAP	2.17914135694	0.0310238055359	0.00397079112966	0.0200159962304	-1	-1	-1	exm591269	0.00397079112966	2.17914135694	0.0490160348305	[[21089, 154, 0], [439, 5, 1]]
rs3096702	pheno_185	6	Prostate cancer	11,085 European ancestry cases, 11,463 European ancestry controls	5E-9	1.07	0.4	STK19,LOC10029,AGER,MIR1236,LOC100293534,C6orf10,RNF5P1,DOM3Z,HCG23,RDBP,PPT2,TNXB,TNXA,LOC10050,SKIV2L,HLA-DQB1,C4A,C4B,C2,PPT2-EGFL8,PPT2-EGF,CYP21A2,HLA-DRB1,HLA-DRB6,HLA-DRA,HLA-DRB5,PRRT1,BTNL2,PBX2,LOC100507547,RNF5,FKBPL,CFB,HLA-DQA1,NOTCH4,AGPAT1,ATF6B,CYP21A1P,GPSM3,EGFL8	3.89256641918	0.00178478765373	0.00105982100801	0.00963884034138	-1	-1	-1	exm534760,exm535177	0.000218693223875,0.000841127784133	18.121646912,2.78971153846	0.0102708202545,0.0427718695342	[[9670, 14], [1597, 9]]
rs10947262	pheno_740	6	Knee osteoarthritis	899 Japanese cases, 3,396 Japanese controls	5E-9	1.31	0.42	BTNL2,HLA-DQB1,HLA-DQA2	1.15348530054	0.00717654490414	0.0410343551264	0.0860278543352	0.0131778480178	-1	-1	exm-rs7758128,exm-rs3763308	0.0267319403789,0.041032974428	1.20917012623,1.15353654947	0.00757267889646,0.0148312566344	[[21622, 1771, 46], [3806, 369, 6]]
rs3093023	pheno_714.1	6	Rheumatoid arthritis	5,539 European ancestry cases, 20,169 European ancestry controls	2E-11	1.13	0.43	CCR6	1.94573455894	0.0135520698973	0.00319736133549	0.0128034913519	-1	-1	-1	exm594371	0.00319736133549	1.94573455894	0.0233188574956	[[24131, 156], [1113, 14]]
rs9491697	pheno_555.1	6	Crohn's disease	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls	4E-10	1.08	0.439	RSPO3,Intergenic	15.9834462002	0.00282108481508	0.000302806002288	0.0102081402317	-1	-1	-1	exm576579	0.000302806002288	15.9834462002	0.0108320821111	[[21242, 6], [443, 2]]
rs3129882	pheno_709.3	6	Systemic sclerosis	2,296 European ancestry cases, 5,172 European ancestry controls	2E-27	2.17	0.44	HLA-DRA	30.3419117647	0.00665475640744	8.41127784133e-05	0.00267296030677	-1	-1	-1	exm2121987	8.41127784133e-05	30.3419117647	0.0403871168929	[[24759, 4], [204, 1]]
rs2076295	pheno_504.1	6	Interstitial lung disease	1,161 European ancestry cases, 4,683 European ancestry controls	1E-19	1.43	0.44	DSP	146.528985507	0.00150259979352	3.36587007742e-05	0.00783848581997	-1	-1	-1	exm515227	3.36587007742e-05	146.528985507	0.0136072814851	[[20221, 1], [138, 1]]
rs9268877	pheno_555.2	6	Ulcerative colitis	1,167 cases,777 controls	6E-18	1.45	0.45	HLA-DRA,BTNL2,HLA-DRB9,HLA-DRB5	2.08419541652	0.0228645965229	0.00654476755954	0.0209050950955	0.08983257951	-1	-1	exm535437,exm-rs3763315	0.00652767938468,0.00647690185391	2.08429441172,2.10784639957	0.0464332554116,0.045018049936	[[20921, 265, 1], [336, 9, 0]]
rs3093024	pheno_714.1	6	Rheumatoid arthritis	2,303 Japanese cases, 3,380 Japanese controls	8E-19	1.19	0.46	CCR6	1.94573455894	0.0135520698973	0.00319736133549	0.0113650282205	-1	-1	-1	exm594371	0.00319736133549	1.94573455894	0.0233188574956	[[24131, 156], [1113, 14]]
rs29232	pheno_149.2	6	Nasopharyngeal carcinoma	277 Han Chinese cases, 285 Han Chinese controls	9E-17	1.67	0.46	SUMO2P1,GABBR1,MOG	2.75771233974	0.0143962774219	0.0165365722361	0.0593635893158	-1	-1	-1	exm526404	0.0165365722361	2.75771233974	0.0259630949342	[[27078, 910, 13], [61, 6, 0]]
rs7745098	pheno_201	6	Hodgkin's lymphoma	1,465 European ancestry cases, 6,417 European ancestry controls	3E-9	1.21	0.48	MYB,HBS1L	2.95295802578	0.0105870536258	0.00323025673811	0.0164235753446	-1	-1	-1	exm580195	0.00323025673811	2.95295802578	0.019496516567	[[26804, 174], [313, 6]]
rs9387478	pheno_165.1	6	Lung cancer	5,510 East Asian ancestry cases, 4,544 East Asian ancestry controls	4E-10	1.18	0.5	DCBLD1,ROS1	2.68022207802	0.00878828360637	0.00127890149093	0.00580972883322	-1	-1	-1	exm574707	0.00127890149093	2.68022207802	0.014750843952	[[27879, 67], [1242, 8]]
rs404860	pheno_495	6	Asthma	1,532 Japanese ancestry cases, 3,304 Japanese ancestry controls	4E-23	1.21	0.5	NOTCH4	2.73732911576	0.000164589956392	0.0022388310945	0.010129615769	0.0507936488267	-1	-1	exm534777,exm535000,exm535009	0.00163178790122,0.000437577838365,0.000168259523489	2.07680111618,4.30269042123,5.89433838051	0.0290397927733,0.0116461029185,0.0261058711769	[[23775, 96], [1719, 19]]
rs6927022	pheno_555.2	6	Ulcerative colitis	Up to 12,924 European ancestry cases, up to 21,442 European ancestry controls	5E-133	1.44	0.535	HLA-DRA,HLA-DRB1,HLA-DQB1,HLA-DQA1	0.356805944912	0.000706254722512	0.02739495232	-0.0118851245201	-1	-1	-1	exm-rs28421666	0.02739495232	0.356805944912	0.00219118634775	[[20049, 1140, 24], [337, 7, 0]]
rs2517532	pheno_244.4	6	Hypothyroidism	3,736 European ancestry cases, 35,546 European ancestry controls	1E-8	1.16	0.597	HCG22,HLA-C,HLA-B,LOC729792,MUC22,DHFRP2,HCP5,C6orf15	0.196230927441	0.00158354249116	0.0014141028091	-0.00103538719574	-1	-1	-1	exm529402	0.0014141028091	0.196230927441	0.00687465780509	[[20513, 69], [3030, 2]]
rs9272346	pheno_250.1	6	Type 1 diabetes	1,963 cases,2,938 controls	5E-134	5.49	0.61	MHC,HLA-DQA1	0.751162877957	0.0085647655299	0.0333017796289	-0.00339848262418	-1	-1	-1	exm536044	0.0333017796289	0.751162877957	0.0202000265407	[[17697, 1213, 29], [1309, 66, 2]]
rs6457327	pheno_202.21	6	Follicular lymphoma	189 European ancestry cases, 592 European controls	5E-11	1.69	0.62	C6orf15,STG,PSORS1,HCG22	0.180021777384	2.88748601077e-05	0.0309028479095	-0.00499880445836	-1	-1	-1	exm-rs3778630	0.0309028479095	0.180021777384	0.000113073200501	[[25315, 1614, 35], [257, 3, 0]]
rs9268853	pheno_555.2	6	Ulcerative colitis	6,687 European ancestry cases, 19,718 European ancestry controls	1E-55	1.4	0.66	HLA-DRA,HLA-DRB9,HLA-DRB1,HLA-DRB5,BTNL2,HLA-DQA1	0.500768344218	0.000213816546303	0.0605685822716	-0.0500458672821	0.00321303595744	-1	-1	exm-rs3806155,exm535447	0.0327802235015,0.0291543226501	0.513349812254,0.476742113705	0.0176387773595,0.0167119906101	[[18540, 2499, 52], [324, 20, 1]]
rs9268923	pheno_555.2	6	Ulcerative colitis	1,043 German cases, 1,703 German controls	4E-15	1.45	0.67	HLA-DRA,HLA-DRB9,HLA-DRB5	0.500768344218	0.000213816546303	0.0605685822716	-0.0451592337764	0.00321303595744	-1	-1	exm-rs3806155,exm535447	0.0327802235015,0.0291543226501	0.513349812254,0.476742113705	0.0176387773595,0.0167119906101	[[18540, 2499, 52], [324, 20, 1]]
rs477515	pheno_555	6	Inflammatory bowel disease	1,011 cases,4,250 controls	1E-8	1.38	0.69	HLA-DRB1,HLA-DQA1	0.599962588851	0.00675051358104	0.02739495232	-0.0298442186726	-1	-1	-1	exm-rs28421666	0.02739495232	0.599962588851	0.017320090974	[[20049, 1140, 24], [597, 21, 0]]
rs9277554	pheno_446.4	6	Wegener's granulomatosis	459 European ancestry cases, 1,503 European ancestry controls	2E-50	4.17	0.708	HLA-DPB1,HLA-DPB2,COL11A2,RXRB,HSD17B8,RING1,HLA-DPB1*04,HLA-DOA	0.160598629643	6.80354983096e-06	0.0728304046321	-0.00261233310146	0.00643833107173	-1	-1	exm-rs3097657,exm537446,exm-rs2068204,exm-rs6937034,exm-rs9380343,exm537454,exm-rs4551215	0.0250159819656,0.0326200329733,0.0348105525271,0.0296759866761,0.0354041865787,0.0332436069987,0.0328039835812	0.160515644693,0.252323324333,0.116003759474,0.135363525035,0.113468824341,0.247894680738,0.250676134343	0.0352252062636,0.0271485158099,0.00390488059751,0.0117515638922,0.00408929937484,0.0272595133728,0.0271480590797	[[20571, 3392, 74], [116, 3, 0]]
rs429608	pheno_362.2	6	Age-related macular degeneration	2,978 European ancestry cases, 2,859 European ancestry controls	3E-21	2.16	0.842	C2,SKIV2L,CFB	0.738559163211	0.0089483449057	0.0470437796547	-0.0252197977926	0.0114887963043	-1	-1	exm-rs638383,exm-rs6939227	0.0463981696444,0.0463187293896	0.736068585426,0.737855159662	0.021849219526,0.0217796836699	[[24033, 2377, 67], [786, 60, 0]]
rs641153	pheno_362.2	6	Age-related macular degeneration (CNV)	1,775 European ancestry CNV cases, 4,134 European ancestry controls	1E-17	2.22	0.899	CFB	0.738559163211	0.0089483449057	0.0470437796547	-0.0256027938262	0.0114887963043	-1	-1	exm-rs638383,exm-rs6939227	0.0463981696444,0.0463187293896	0.736068585426,0.737855159662	0.021849219526,0.0217796836699	[[24033, 2377, 67], [786, 60, 0]]
rs522162	pheno_362.2	6	Age-related macular degeneration	1,207 European ancestry cases, 686 European ancestry controls	2E-10	2.33	0.93	RDBP,ATF6B,STK19,CFB,CFB;NELFE	0.738559163211	0.0089483449057	0.0470437796547	-0.0242951064049	0.0114887963043	-1	-1	exm-rs638383,exm-rs6939227	0.0463981696444,0.0463187293896	0.736068585426,0.737855159662	0.021849219526,0.0217796836699	[[24033, 2377, 67], [786, 60, 0]]
rs9332739	pheno_362.2	6	Age-related macular degeneration (CNV)	1,775 European ancestry CNV cases, 4,134 European ancestry controls	2E-8	2.08	0.955	C2	0.738559163211	0.0089483449057	0.0470437796547	-0.0307232471129	0.0114887963043	-1	-1	exm-rs638383,exm-rs6939227	0.0463981696444,0.0463187293896	0.736068585426,0.737855159662	0.021849219526,0.0217796836699	[[24033, 2377, 67], [786, 60, 0]]
rs541862	pheno_362.2	6	Age-related macular degeneration	893 European ancestry cases, 2,199 European ancestry controls	9E-17	1.89	0.99	CFB	0.738559163211	0.0089483449057	0.0470437796547	-0.0386485038098	0.0114887963043	-1	-1	exm-rs638383,exm-rs6939227	0.0463981696444,0.0463187293896	0.736068585426,0.737855159662	0.021849219526,0.0217796836699	[[24033, 2377, 67], [786, 60, 0]]
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SKAT_p-val	Logit_no-covariates	Logit	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SKAT_p-val	Logit_no-covariates	Logit	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
SNP_name	Phenotype	Chr	Disease_Trait	Sample Size	p-val_rep	OR_rep	MAF_rep	Gene_rep	OR_combined	p-val_combined	MAF_combined	P_12_max	SKAT_p-val	Logit_no-covariates	Logit	SNPS_rare	MAFs_rare_snps	p-vals_rare_snps	ORs_rare_snps	A_cmb
rs1537415	pheno_523.3	9	Periodontitis	283 German cases, 972 German controls	6E-9	1.59	0.38	GLT6D1	31.7998843262	0.000365619507552	0.000370108677366	0.0194793332148	-1	-1	-1	exm796091	0.000370108677366	31.7998843262	0.00226191933207	[[27491, 19], [91, 2]]
rs10781499	pheno_555.2	9	Ulcerative colitis	6,687 European ancestry cases, 19,718 European ancestry controls	3E-19	1.12	0.41	SEC16A,CARD9,SNAPC4,INPP5E,SDCCAG3	61.7609329446	0.000285225023402	8.43369429545e-05	0.0113430493871	0.713367076296	-1	-1	exm797467,exm797379	3.36530371866e-05,5.05936319482e-05	61.5710144928,61.5930232558	0.0317972365846,0.0317864056453	[[21184, 2], [343, 2]]
rs4077515	pheno_555.1	9	Crohn's disease	6,333 European ancestry cases, 15,056 European ancestry controls	1E-36	1.18	0.411	CARD9,SNAPC4	47.8194130926	0.000528576493241	8.43369429545e-05	0.00831568954205	0.412423183332	-1	-1	exm797467,exm797379	3.36530371866e-05,5.05936319482e-05	47.8423423423,47.7207207207	0.0406164456377,0.040716775922	[[21184, 2], [443, 2]]
rs4979462	pheno_571.6	9	Primary biliary cirrhosis	487 Japanese ancestry cases, 476 Japanese ancestry controls	3E-14	1.56	0.46	TNFSF15	3.7701863354	0.00614567210656	0.00293978509157	0.0154452864845	-1	-1	-1	exm775665	0.00293978509157	3.7701863354	0.0128380250527	[[23066, 133], [230, 5]]
